﻿pro_rank,title,open_date,total_profit,ticket,total_ticket,screen,screen_shot,make_c,dist_c,mov_class,genre,director,actor,actorS,D,DsumP,DavgP,DminP,DmaxP,mc,MsumP,MavgP,MminP,MmaxP,A,AsumP,AavgP,AminP,AmaxP,Ass,ASsumP,ASavgP,ASminP,ASmaxP
91,탐정: 리턴즈,2018.6.13,26909477678,3152874,3152874,1137,107946,(주)크리픽쳐스,씨제이이앤엠(주),15세이상관람가,"코미디,범죄",이언희,권상우,성동일,이언희,26909477678,26909477678,26909477678,26909477678,(주)크리픽쳐스,26909477678,26909477678,26909477678,26909477678,권상우,26909477678,26909477678,26909477678,26909477678,성동일,33593829980,11197943327,3326439772,26909477678
7,택시운전사,2017.8.2,95868830649,12189195,12189195,1906,184147,더램프(주),(주)쇼박스,15세이상관람가,드라마,장훈,이수민,송강호,장훈,95868830649,95868830649,95868830649,95868830649,더램프(주),95868830649,95868830649,95868830649,95868830649,이수민,95868830649,95868830649,95868830649,95868830649,송강호,95868830649,95868830649,95868830649,95868830649
550,터닝메카드W: 블랙미러의 부활,2017.1.18,3215588500,429933,429933,570,14146,㈜희원엔터테인먼트,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"홍헌표,김석원",소연,윤아영,"홍헌표,김석원",3215588500,3215588500,3215588500,3215588500,㈜희원엔터테인먼트,3215588500,3215588500,3215588500,3215588500,소연,3215588500,3215588500,3215588500,3215588500,윤아영,3215588500,3215588500,3215588500,3215588500
246,특별시민,2017.4.26,10494768945,1362634,1362634,1154,46377,(주)팔레트픽처스,(주)쇼박스,15세이상관람가,드라마,박인제,최민식,곽도원,박인제,10494768945,10494768945,10494768945,10494768945,(주)팔레트픽처스,10494768945,10494768945,10494768945,10494768945,최민식,14424988209,7212494105,3930219264,10494768945,곽도원,45984435411,22992217706,10494768945,35489666466
101,프리즌,2017.3.23,23790276987,2931897,2931897,1047,89024,(주)큐로홀딩스,(주)쇼박스,청소년관람불가,"범죄,액션",나현,한석규,김래원,나현,23790276987,23790276987,23790276987,23790276987,(주)큐로홀딩스,23790276987,23790276987,23790276987,23790276987,한석규,23790276987,23790276987,23790276987,23790276987,김래원,23790276987,23790276987,23790276987,23790276987
281,하루,2017.6.15,9072737842,1129609,1129609,781,45808,(주)라인필름,CGV아트하우스,15세이상관람가,스릴러,조선호,김명민,변요한,조선호,9072737842,9072737842,9072737842,9072737842,(주)라인필름,9072737842,9072737842,9072737842,9072737842,김명민,28895577606,14447788803,9072737842,19822839764,변요한,9072737842,9072737842,9072737842,9072737842
259,해빙,2017.3.1,9905406822,1204600,1204600,915,46227,"위더스필름(주),(주)영화사불",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,스릴러,이수연,조진웅,신구,이수연,9905406822,9905406822,9905406822,9905406822,"위더스필름(주),(주)영화사불",9905406822,9905406822,9905406822,9905406822,조진웅,57114135450,14278533863,844714600,43484892913,신구,10227469022,5113734511,322062200,9905406822
601,허스토리,2018.6.27,2500814949,333441,333441,696,20391,(주)수필름,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,민규동,김희애,김해숙,민규동,2500814949,2500814949,2500814949,2500814949,(주)수필름,2500814949,2500814949,2500814949,2500814949,김희애,2500814949,2500814949,2500814949,2500814949,김해숙,5016294784,2508147392,2500814949,2515479835
532,흥부: 글로 세상을 바꾼 자,2018.2.14,3381050200,416303,416303,627,18707,"(주)영화사 궁,(주)발렌타인필름",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,사극,조근현,김규백,정우,조근현,3381050200,3381050200,3381050200,3381050200,"(주)영화사 궁,(주)발렌타인필름",3381050200,3381050200,3381050200,3381050200,김규백,47763070716,23881535358,3381050200,44382020516,정우,3381050200,3381050200,3381050200,3381050200
600,희생부활자,2017.10.12,2515479835,323628,323628,781,23596,"(주)영화사 신세계,(주)바른손이앤에이",(주)쇼박스,15세이상관람가,"미스터리,스릴러",곽경택,김래원,김해숙,곽경택,2515479835,2515479835,2515479835,2515479835,"(주)영화사 신세계,(주)바른손이앤에이",2515479835,2515479835,2515479835,2515479835,김래원,2515479835,2515479835,2515479835,2515479835,김해숙,5016294784,2508147392,2500814949,2515479835
