pro_rank,title,open_date,profit,percent,total_profit,ticket,total_ticket,screen,screen_shot,make_c,dist_c,mov_class,genre,director,actor
752,달빛궁궐,2016.9.7,1082968700,0.10%,1148146700,144796,153145,425,5466,"스튜디오홀호리(주),(주)콘텐츠판다",(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,판타지,어드벤처",김현주,"김서영,이하늬,권율,김슬기,신용우,이장원,시영준,이상범,이현,강시현,문유정,정주원,신경선,이유리"
753,알포인트,2004.8.20,1077577000,0.10%,6792339000,168735,1068087,79,5244,씨앤필름(주),(주)시네마서비스,15세관람가,전쟁,공수창,"감우성,손병호,박원상,오태경,이선균,손진호,문영동,정경호,김병철,기주봉,신진우,최차남,황성진,조현수,이동운,한종훈,곽성훈,이호용,정용훈,이수성,양희선,이은혜,김완식,오현수,안내상"
754,"펜트하우스 코끼리",2009.11.5,1077451000,0.10%,1077451000,142792,142792,233,10659,엘레비젼,"(주)시너지하우스 (시너지)",청소년관람불가,"드라마,멜로/로맨스",정승구,"장혁,이상우,이민정,조동혁,조수현,신종훈,황우슬혜,최학림,나재욱,하준원,김동민,한상우,이래경,한지형,이미숙,유승현,인지희,임형규,김재민,정승구,이춘영,라미란,박진우,변희봉"
755,화장,2015.4.9,1074486100,0.10%,1074486100,142609,142609,327,13825,(주)명필름,(주)리틀빅픽쳐스,청소년관람불가,드라마,임권택,"안성기,김규리,김호정,박혜미,윤종호,이소정,이은경,안석환,연우진,김병춘,주현"
756,가족,2004.9.3,1073144500,0.70%,1073144500,168016,168016,98,2515,튜브픽쳐스(주),(주)튜브엔터테인먼트,15세관람가,드라마,이정철,"수애,주현,박지빈,박희순,박상영,정욱,박상우,오현수,전국환"
757,므이,2007.7.25,1067080000,0.10%,1067080000,165773,165773,165,7503,"(주)빌리픽쳐스,㈜팝콘필름",씨제이엔터테인먼트,15세이상관람가,공포(호러),김태경,"차예련,조안,이인,홍소희,정아영,이동국"
758,"나의 절친 악당들",2015.6.25,1054470664,0.10%,1054470664,133553,133553,384,9830,"휠므빠말주식회사,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),청소년관람불가,"범죄,액션,드라마",임상수,"류승범,고준희,류현경,샘 오취리,김응수,정원중,양익준,김주혁,이정배,임상수,정인호,최보람,안상완,윤여정,이래규,한효준,홍성훈,이상미,홍의정,이상화,김태영,김형규"
759,"동해물과 백두산이",2003.12.31,1041877500,0.70%,1041877500,163194,163194,21,2067,"(주)영화사샘,(주)쇼박스",(주)쇼박스,15세관람가,코미디,안진우,"정준호,공형진,류현경,박정우,김유신,문성현,박상욱,윤지영,정지영,양지은,이혜미,신현탁,정경순,김광규,오지혜,한재영"
760,"시간위의 집",2017.4.5,1020724600,0.10%,1020724600,128975,128975,454,10971,"리드미컬그린(주),자이온 이엔티(주),브릿지웍스 엔터테인먼트(주),라이브(주)","(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",15세이상관람가,"미스터리,스릴러",임대웅,"김윤진,옥택연,조재윤,이한위,박준면,백도빈,유인영,서민수,정용욱,이동규,이재우"
761,"로맨틱 아일랜드",2008.12.24,1006594000,0.10%,1006594000,151105,151105,210,8036,㈜스토리팩토리,실버스푼,15세이상관람가,"멜로/로맨스,코미디",강철우,"이선균,이수경,이민기,유진,이문식,한명구,이일화,양희정,정의철,최진호,김종수,남궁은숙"
762,까불지마,2004.12.3,999160000,0.10%,999160000,155308,155308,90,6418,제이유프로덕션(주),영화사청어람(주),15세관람가,드라마,오지명,"오지명,최불암,노주현,김정훈,임유진,박영아,조윤진,나재욱,권창범,서명석,최길호,유희연,윤은정,정유신,이재경,김학철,정호빈,정다빈"
763,웨딩드레스,2010.1.14,997380500,0.10%,997380500,143458,143458,185,9426,"(주)로드픽쳐스,(주)인벤트스톤",(주)싸이더스,전체관람가,드라마,권형진,"송윤아,김향기,김혜진,최지우,경규원,양진성,전동성,조현민,정광재,최대호,임지선,오수정,권수현,이기우,김여진,차은재,김명국"
764,"로마의 휴일",2017.8.30,993321176,0.10%,993321176,134827,134827,436,10999,"(주)전망좋은 영화사",메가박스중앙(주)플러스엠,15세이상관람가,"코미디,드라마",이덕희,"임창정,공형진,정상훈,지웅배,사우,박예슬,박우준,박은지,임성환,박준영,박준희,박찬영,박희진,장예찬,전혜수,정서영,정성목,조원빈,최지안,이보라,이석현,허나경,이자은,이재은,이정수,이정호,이종영,이주영,황윤성,김헌철,임병우,박찬영"
765,"지슬 - 끝나지 않은 세월2",2013.3.21,991568200,0.10%,991568200,144518,144518,81,6703,"주식회사 자파리필름,설문대영상","(주)영화사 진진",15세이상관람가,드라마,오멸,"이경준,홍상표,문석범,양정원,오영순,장경섭,우성욱,박순동,조은,주정애,최은미,성민철,어성욱,이경준,백종환"
766,"저수지 게임",2017.9.7,985725100,0.10%,985725100,125562,125562,289,7670,"프로젝트 부",(주)스마일이엔티,15세이상관람가,다큐멘터리,최진성,주진우
767,"첼로-홍미주 일가 살인사건",2005.8.18,985067500,0.10%,985067500,158318,158318,124,6573,"탁함 필름",(주)튜브엔터테인먼트,15세관람가,공포(호러),이우철,"성현아,박다안,정우철,최장원,최지은,김윤예,박정호,조은철,안수현,안여진,백진영,박노근,유지수,박성도,최수진,최원기,최윤희,이한나,정호빈"
768,엄마,2005.4.7,978382500,0.10%,978382500,161780,161780,113,8844,"필름뱅크(주),영화사청어람(주)",영화사청어람(주),전체관람가,드라마,구성주,"고두심,손병호,김유석,송진열,이혜은,박충선,반민정"
769,눈길,2017.3.1,976008100,0.10%,976008100,130500,130500,495,9904,KBS,"(주)엣나인필름,CGV아트하우스",15세이상관람가,드라마,이나정,"김영옥,김향기,김새론,조수향,서영주,장영남,박윤호,이승연,이칸희"
770,"손님은 왕이다",2006.2.23,975730600,0.10%,975730600,152791,152791,147,7444,조우필름(주),(주)시네마서비스,18세관람가,"드라마,범죄,미스터리",오기현,"명계남,성현아,이명진,박철민,이선균,조광희,신현문,황응천,장성백,김기동,이상국,오기민,이유리,성지루,리우진"
771,파주,2009.10.28,969489100,0.10%,969489100,131477,131477,176,11233,"(주)티피에스컴퍼니,(주)명필름",(주)엠케이픽처스,청소년관람불가,"드라마,멜로/로맨스",박찬옥,"이선균,송요셉,서우,김형용,김해진,나상연,박진수,황현규,주재형,차선희,김도환,이상현,장재호,정경수,이성우,이재필,김준성,오대환,이미도,이대연,우현,이봉규,최욱,손강국,정만식"
772,"두 여자",2010.11.18,967522000,0.10%,967522000,129576,129576,216,10114,(주)케이앤엔터테인먼트,씨제이엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",정윤수,"문소연,정준호,심이영,신은경,강경일,송윤영,김혜원,최재원,김미중,최지영,홍지연,최혁,조정화,박호진,남희진,배정민,한진영,최근현,유은혜,유종수,권민성,임성희,임예진,최영훈,권성민,최윤정,전수지,이현미,장민호"
773,여교사,2017.1.4,961785460,0.10%,961785460,118621,118621,393,6668,(주)외유내강,필라멘트픽쳐스,청소년관람불가,드라마,김태용,"김하늘,유인영,이원근,이기우,박시영,임상현,박재홍,전현준,이다영,이명규,이원근,허인"
774,공필두,2006.5.11,958576600,0.10%,958576600,160208,160208,164,8266,(주)키다리필름,(주)쇼박스,15세관람가,코미디,공정식,"이문식,김수미,김유미,최여진,박성일,이순성,오호진,이광호,김정현,박정학,김뢰하,유태웅,김상호,박휘순,김형범,변희봉,이철민"
775,"죽이고 싶은",2010.8.26,952555500,0.10%,952555500,127902,127902,144,7761,(주)펀치볼,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,스릴러,"김상화,조원희","천호진,유해진,김혜정,서효림,조원희,김태연,이윤정,라미란"
776,"퇴마: 무녀굴",2015.8.20,951843500,0.10%,951843500,120802,120802,331,6463,"(주)케이프로덕션,플로우식스(주),버티고필름",씨네그루(주)다우기술,15세이상관람가,"공포(호러),스릴러",김휘,"김성균,유선,천호진,차예련,김혜성,박수민,박시영,임화영,유성훈,윤지민,이상희,이승희,신나리,김소진,이주실,양지웅"
777,"언니가 간다",2007.1.4,947570700,0.10%,947570700,160315,160315,276,8836,시오필름(주),(주)시네마서비스,12세이상관람가,코미디,김창래,"고소영,조안,오달수,박은영,유건,이중문,김나연,박대희,김성연,윤종신,박선혜,김창호,정우석,김승민,이준구,옥지영"
778,"조용한 세상",2006.12.14,937877400,0.10%,937877400,161142,161142,172,7351,(주)엘제이필름,(주)프라임엔터테인먼트,15세이상관람가,"드라마,미스터리,스릴러",조의석,"김상경,박용우,한보배,장재영,강남미,송민주,김효주,정일우,박정환,박준영,한문수,김경우,이혜연,김동하,유창현,유화영,김정선,양준영,양준호,김진국,함은정,이기열,오정세,손범수,이종수"
779,구타유발자들,2006.5.31,934380300,0.10%,934380300,143061,143061,123,5497,"코리아 엔터테인먼트",(주)프라임엔터테인먼트,18세관람가,"코미디,범죄",원신연,"한석규,이문식,오달수,차예련,김시후,이병준,정경호,신현탁,천은정,진용욱"
780,키친,2009.2.5,931460100,0.10%,931460100,141109,141109,179,8045,(주)수필름,실버스푼,15세이상관람가,멜로/로맨스,홍지영,"김태우,신민아,주지훈,안혜경,김정현,민성욱,전혜진,김호원"
781,"돈 텔 파파",2004.9.3,902219500,0.60%,902219500,142682,142682,81,2022,기획시대(주),씨제이엔터테인먼트,15세관람가,코미디,이상훈,"정웅인,유승호,채민서,이유진,천지윤,윤정,최우정,임호,이종수"
782,"극장판 꼬마버스 타요의 에이스 구출작전",2016.1.21,898808000,0.10%,898808000,134117,134117,200,5323,"(주)아이코닉스,(주)스튜디오게일",(주)아이코닉스,전체관람가,애니메이션,류정우,
783,"죽여주는 여자",2016.10.6,883548300,0.00%,884934300,121326,121452,317,8351,"한국영화아카데미,주식회사 뭉클픽쳐스",CGV아트하우스,청소년관람불가,드라마,이재용,"윤여정,김한나,전무송,윤계상,박성진,윤효진,예수정"
784,"서서평, 천천히 평온하게",2017.4.26,881663400,0.00%,881663400,123958,123958,234,4411,"재단법인 온누리선교재단(CGNTV)",커넥트픽쳐스(주),전체관람가,다큐멘터리,"홍주연,홍현정","윤안나,안은새,강다연,도세진,민주홍,박사라,이상운,진미혜,최용수,최진"
785,"구미호 가족",2006.9.28,877984800,0.10%,877984800,141610,141610,140,8104,(주)엠케이픽처스,(주)엠케이픽처스,15세관람가,"코미디,뮤지컬,판타지",이형곤,"주현,최경원,박준규,하정우,박시연,박철민,김명선,조승우,이동화,박경수,윤진석,윤태선,이광현,김지민,우현,이봉규"
786,"최강전사 미니특공대: 영웅의 탄생",2016.2.4,873320200,0.10%,873320200,116531,116531,349,4780,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,이영준,"엄상현,양정화,전태열"
787,사랑니,2005.9.29,867603000,0.10%,867603000,135505,135505,144,6878,(주)시네마서비스,(주)시네마서비스,15세관람가,멜로/로맨스,정지우,"김정은,이태성,정유미,김영재,김준성,김지훈,유은희,엄용흠,장소연,이주실"
788,천년학,2007.4.12,847948500,0.10%,847948500,138123,138123,189,10313,영화사키노투(주),(주)프라임엔터테인먼트,12세이상관람가,드라마,임권택,"조재현,오정해,조경화,김효신,신경호,조영재,서명희,류태호,우영제,문현,박근영,박민희,오승은,송순섭,온정준,김양휘,이주원,고수희,이청준,장민호"
789,"독전: 익스텐디드 컷",2018.7.18,844714600,0.00%,844714600,137775,137775,398,5657,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원"
790,똥파리,2009.4.16,842501700,0.10%,842501700,122770,122770,75,5309,몰필름,"(주)영화사 진진",청소년관람불가,드라마,양익준,"양익준,김꽃비,이환,강광희,강병조,손승현,송현정,조민영,김희수,홍지연,박종일,박주현,황명삼,최태연,김이다,심재원,조정희,안병호,안상현,박진영,박해민,정진원,임지영,이동환,사영복,서용석,채영준,김상화,이병성,박나미,박나미,윤은경,임서은,윤종호,임수용,박성국,오은지,오은지,정인옥,오지혜,이안,이준상,김종민,김요환,이한별,김중호,박병은,길해연,오정세,정만식"
791,"해변의 여인",2006.8.31,835941500,0.10%,835941500,132347,132347,141,5067,(주)영화사봄,(주)미로비젼,15세관람가,"드라마,멜로/로맨스",홍상수,"고현정,김승우,송선미,김태우,윤동환,이기우,조덕제,오태경"
792,도희야,2014.5.22,830984100,0.00%,830984100,106517,106517,310,8309,"파인하우스필름(주),나우필름(주)",CGV아트하우스,청소년관람불가,드라마,정주리,"배두나,김새론,송새벽,박진우,이호현,서영제,조유진,윤은지,최효선,김경재,이승원,이정은,김민선,나채형,손종학,공명,남문철"
793,"더 테이블",2017.8.24,830973100,0.00%,830973100,103082,103082,272,6161,볼미디어(주),(주)엣나인필름,12세이상관람가,"드라마,멜로/로맨스",김종관,"정유미,한예리,정은채,임수정,박윤주,전성우,정규환,안성문,이재훈,황유진"
794,게이트,2018.2.28,821271100,0.00%,821271100,101381,101381,208,5474,"삼삼공구 브라더스",(주)제이앤씨미디어그룹,15세이상관람가,"범죄,코미디",신재호,"정려원,임창정,정상훈,이경영,이문식"
795,"배우는 배우다",2013.10.24,811844000,0.00%,811844000,112029,112029,297,9267,"(주) 루스이소니도스,(주)김기덕 필름",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,드라마,신연식,"이준,서영희,강신효,서범석,이화시,기주봉,오광록,마동석,양동근,김형준,손용화,신연식,안상우,윤승준,이세희,고승효,임효정,장채린,정장환,김태은,조소현,최한철,한명수,박귀현,이유미"
796,여중생A,2018.6.20,811692000,0.00%,811692000,97850,97850,479,10272,"(주)영화사울림,네이버웹툰 주식회사",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이경섭,"김환희,김준면,이종혁,정다빈,유재상,정다은,김현빈,유수아"
797,"김복남 살인사건의 전말",2010.9.2,811046700,0.10%,1251583200,105409,161719,123,4291,"(주)필마픽쳐스 ,(주)토리픽쳐스",(주)스폰지이엔티,청소년관람불가,"스릴러,드라마",장철수,"한동학,서영희,백수련,박정학,홍승진,이강희,안수연,김경애,유승오,김우근,배성우,유순철,조덕제,황금희"
798,"무서운 이야기 3 : 화성에서 온 소녀",2016.6.1,784148500,0.00%,784148500,97804,97804,317,6407,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,공포(호러),"백승빈,김선,김곡,민규동","임슬옹,경수진,박정민,홍은희,차지연,김수안,정용진,이재인"
799,히트,2011.10.13,783919500,0.10%,783919500,110631,110631,171,5960,(주)부영엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"드라마,액션,코미디",이성한,"박성웅,한재석,정성화,송영창,이하늬,마르코,윤택"
800,걸프렌즈,2009.12.17,781692500,0.10%,781692500,108396,108396,245,8038,"영화사 아람(주),(주)미로비젼",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",강석범,"강혜정,한채영,허이재,배수빈,김혜옥,손정민,김보민,유재웅,곽진석,전수민,최승훈,이예슬,이혜승,박성웅,산다라 박,지대한,조은지,공정환"
801,"여자는 남자의 미래다",2004.5.5,778685500,0.50%,778685500,116639,116639,34,3519,"미라신코리아(주),(주)유니코리아문예투자",씨제이엔터테인먼트,18세관람가,드라마,홍상수,"유지태,성현아,김태우,오유진,엄수정,김호정,박정환,오달수,김방선,허영진,박희은,김대훈,전은미,박승배,서하나,김태훈"
802,"마법천자문: 대마왕의 부활을 막아라",2010.8.19,776385500,0.10%,776385500,119072,119072,180,5430,"(주)디엔에이프로덕션,디앤에이프로덕션",씨제이엔터테인먼트,전체관람가,애니메이션,윤영기,"박현,인한국,윤소라,윤지수,박연진,정선혜"
803,"구세주 2",2009.2.26,773088000,0.10%,773088000,117006,117006,228,10376,(주)씨와이필름,씨제이엔터테인먼트,15세이상관람가,코미디,황승재,"최성국,이영은,송창용,안혜정,최정은,김유선,정필주,박주운,김한솔,나현준,안주영,박혜진,조상기,한승훈,류주환,한채련,위준석,임애라,박성원,오성도,최원경,김진용,이진호,송지인"
804,김광석,2017.8.30,772483500,0.00%,772483500,98231,98231,223,6265,(주)씨네포트,(주)비엠컬쳐스,15세이상관람가,다큐멘터리,이상호,"김광석,이상호,신종민,안철호"
805,"루시드 드림",2017.2.22,759481000,0.00%,759481000,102170,102170,461,8534,(주)로드픽쳐스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"SF,스릴러",김준성,"고수,설경구,박유천,강혜정,박인환,천호진,정성호,신중혁,조성미,우영택,이석,이석,이승호,홍의정,황비긴,황인준,김유선,김택규,전석호"
806,어깨동무,2004.3.12,753985500,0.50%,753985500,119884,119884,26,3015,(주)씨케이픽쳐스,씨제이엔터테인먼트,15세관람가,코미디,조진규,"김아중,최령,이성진,이문식,유동근,박예리,박정률,배정아,강호동,김경용,최철호,김무생"
807,기생령,2011.8.5,750901000,0.10%,750901000,96992,96992,207,5783,"(주)코어콘텐츠미디어,(주)이스트스카이필름",롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,공포(호러),고석진,"한은정,효민,이형석,황지현,김현철,하일우,한세미,김대우,윤범준,이샛별,박민수,장선호,노민우,최욱"
808,돌연변이,2015.10.22,748936684,0.00%,748936684,100543,100543,399,6828,"영화사 우상",필라멘트픽쳐스,12세이상관람가,"드라마,코미디",권오광,"이광수,이천희,박보영,장광,이병준,김희원,강봉성,권오광,추민철,장원석,우문기,김수정,김태환,박성일,박시영,박준수,박지연"
809,바람,2009.11.26,746323500,0.10%,746323500,103628,103628,120,4847,(주)필름더데이즈,(주)싸이더스,청소년관람불가,"드라마,액션",이성한,"정우,권재현,황정음,강경준,강경현,강경훈,정효원,송민근,신명선,김미성,박윤호,김형기,장세현,신현정,김윤주,조우성,박정철,박찬우,남민호,한상우,김기훈,권태호,김동권,김태웅,유재명,윤동원,박민수,이선민,임선미,김태민,최성원,박성범,김재철,임장업,정유진,김종수,이치우,이유준,이한별,김주영,이인혁,이현정,이정석,손호준,조영진,지승현,양지웅,정성훈"
810,미니특공대X,2018.3.22,745801200,0.00%,745801200,100087,100087,458,5444,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,이영준,"엄상현,전태열,이소영,신용우"
811,"5백만불의 사나이",2012.7.19,739789500,0.10%,739789500,104736,104736,331,6393,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",씨제이이앤엠(주),15세이상관람가,코미디,김익로,"박진영,조성하,민효린,조희봉,오정세,이병준,주광현,한유림,이원익,이유수,윤미영"
812,터널,2016.8.10,737063900,0.00%,57530028417,91035,7120780,420,5548,"(주)어나더썬데이,(주)비에이엔터테인먼트",(주)쇼박스,12세이상관람가,드라마,김성훈,"하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구,진용욱,이한서,예수정"
813,"마을금고 연쇄습격사건",2007.11.14,728085000,0.10%,728085000,115637,115637,203,10396,"필름큐엔터테인먼트,(주)노비스엔터테인먼트",(주)쇼박스,15세이상관람가,코미디,박상준,"최령,백윤식,이문식,박효준,김유정,허정현,김효선,조성현,조현진,김태환,유진희,윤지나,이동진,라미란,김학선,김병춘,우현,정경호,손진호,한재영,김상호,장원영,안미나"
814,"꿈은 이루어진다",2010.5.27,718090000,0.10%,718090000,101698,101698,220,8984,"(주)드림슈거픽쳐스,와이케이픽쳐스,EXCON",씨제이엔터테인먼트,15세이상관람가,"코미디,드라마",계윤식,"이성재,최지현,강성진,정경호,유태웅,이상훈,박지훈,최시찬,이선호,오태경,지대한,윤다경,김영용"
815,오늘,2011.10.27,713525000,0.10%,713525000,131988,131988,207,7250,(주)포시즌스카이컴퍼니,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,이정향,"송혜교,남지현,송상우,송창의,조미혜,박은진,김현승,박준열,김한얼,박태훈,윤방수,이종찬,김주엽,김지영,김수안"
816,"슈퍼 빼꼼: 스파이 대작전",2017.5.3,712734900,0.00%,712734900,99752,99752,358,3352,(합)알지애니메이션스튜디오,메가박스중앙(주)플러스엠,전체관람가,"애니메이션,코미디",임아론,"김태균,최정현,최낙윤,남도형,윤용식,김성연,박상호,장현주"
817,걷기왕,2016.10.20,710905075,0.00%,710905075,95542,95542,462,10476,㈜인디스토리,CGV아트하우스,12세이상관람가,드라마,백승화,"심은경,박주희,김새벽,허정도,윤지원,안승균,김광규,김정영,이재진,이준용,박민준,장현진,방범석,정규환,오은비,조주형,이규진,이동혁,이수아,최봉석,최효주,황수진,김신동,이주영,안재홍"
818,"시실리 2km",2004.8.13,709040000,0.10%,8049487000,110528,1263196,64,3592,한맥영화(주),(주)쇼박스,15세관람가,코미디,신정원,"권오중,김윤석,임은경,임창정,주진모,최원석,정소연,이재민,변희봉,우현,신이"
819,라이어,2004.4.23,706033000,0.40%,706033000,108156,108156,51,3092,씨앤필름(주),씨제이엔터테인먼트,18세관람가,"코미디,멜로/로맨스",김경형,"주진모,공형진,서영희,손현주,정우철,송선미,오만석,기주봉"
820,"어머니는 죽지 않는다",2007.9.12,705081000,0.10%,705081000,128164,128164,122,2930,HMJ필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"가족,드라마",하명중,"조영민,하명중,노민우,한혜숙,박소희,손현호,조미정,홍성수,신지원,김민범,안성현,권오현,권용상,이미애,임은연,오유진,정세형"
821,"인류멸망 보고서",2012.4.11,704635000,0.10%,704635000,97916,97916,236,9556,지오엔터테인먼트,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",15세이상관람가,SF,김지운,"류승범,김강우,송새벽,송영창,김규리,고준희,진지희,류승수,윤세아,조윤희,임근호,임형주,정우,최덕문,윤제문,김뢰하,이칸희"
822,"나는 갈매기",2009.9.26,703977000,0.10%,703977000,117977,117977,71,3344,㈜드림빌엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,다큐멘터리,권상준,"손경구,조규철,조성우,조성환,박정준,박종윤,최효석,최희진,박지은,황진수,박진웅,안주현,배은주,권영준,서성민,진이일,서정근,서정민,서정호,김대우,민경수,최대선,박광일,이상화,유주형,최민호,임경완,장성우,장원준,전준우,임동하,윤정원,임용수,정보영,이용훈,이대호,이진오,이인구,김주찬,이정동"
823,"써니 감독판",2011.7.28,698549500,0.10%,698549500,90562,90562,54,1574,"(주)알로하픽쳐스,(주)토일렛픽쳐스",씨제이이앤엠(주),청소년관람불가,"드라마,코미디",강형철,"고수희,김민영,김선경,심은경,진희경,홍진희,민효린,김보미,이연경,강소라,박진주,남보라,유호정"
824,연리지,2006.4.13,696954300,0.10%,696954300,114641,114641,165,8006,(주)태원엔터테인먼트,(주)쇼박스,12세관람가,"멜로/로맨스,드라마",김성중,"최지우,조한선,김수미,손현주,강민우,조연경,안소영,임건혁,최성국,서영희,이인철,이금희,정다빈"
825,일사각오,2016.3.17,679742500,0.00%,679742500,94280,94280,66,2695,KBS,파이오니아21,12세이상관람가,드라마,"권혁만,고문안","이지형,설지윤,서광재"
826,"완벽한 파트너",2011.11.17,676141000,0.10%,676141000,89526,89526,166,6348,"(주)영화사참,락시픽쳐스",타임스토리그룹(주),청소년관람불가,코미디,박헌수,"김영호,김혜선,김산호,윤채이,완벽한 파트너,박종호,김하진,심산,한승희,김대우,김소연,오경수"
827,지금은맞고그때는틀리다,2015.9.24,664322100,0.00%,664322100,80649,80649,70,5124,(주)영화제작전원사,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",청소년관람불가,드라마,홍상수,"정재영,김민희,윤여정,기주봉,최화정,유준상,서영화,고아성"
828,"마이 캡틴 김대출",2006.4.20,663144000,0.10%,663144000,107904,107904,165,6324,(주)진인사필름,(주)스튜디오이쩜영,12세관람가,"코미디,드라마",송창수,"정재영,장서희,조귀정,신성민,최종원,박인정,황인규,임준혁,박혜인,김기훈,김병식,정찬주,우영재,최광민,최동철,박병철,전주협,임상운,양중경,양윤식,이태영,이정형,양지웅"
829,"슈퍼 프렌즈",2016.8.10,663075600,0.00%,663075600,89615,89615,255,2483,㈜디지아트프로덕션,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"이경호,이원재","변현우,김지혜,박조호,서지연,남도형,홍진욱,김승태,오인성,유지현,이세은"
830,"DMZ, 비무장지대",2004.11.26,659079000,0.10%,659079000,102233,102233,65,4649,이규형시네마(주),영화사청어람(주),18세관람가,"드라마,전쟁",이규형,"김정훈,정채경,박건형,김종환,조경진,조대영,박현욱,박현주,노장식,장광익,박상현,최수안,이영종,이영호,김종학,김종환,이재형,이지수,박휘순,이대연,정은표,리우진"
831,살인자,2014.1.15,656849000,0.00%,656849000,88199,88199,207,3744,(주)홍필름,"(주)영화사 빅",청소년관람불가,스릴러,이기욱,"마동석,안도규,김현수,박진우,차성호,이기욱,이목원,황은수,김영민,김창희,김혜나,박수빈"
832,"두 번째 사랑",2007.6.21,655033000,0.10%,655033000,99430,99430,93,6814,"나우필름(주),복스3 필름",(주)프라임엔터테인먼트,청소년관람불가,"드라마,멜로/로맨스",김진아,"하정우,파미가 베라,데이비드 맥기니스,이화시"
833,"아마존의 눈물",2010.3.25,648292000,0.10%,648292000,104201,104201,47,4393,(주)MBC,(주)씨타마운틴픽쳐스,15세이상관람가,다큐멘터리,"김진만,김현철",김남길
834,허밍,2008.3.13,642352000,0.10%,642352000,104296,104296,168,8957,㈜더드림앤드픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,드라마,판타지",박대영,"이천희,한지혜,김수현,손은서,정재진,박충선,김명일,최혜진,조정환,김동섭,유혁종,임재영,최원규,우민호,김진훈,이현호,이형기,이도겸"
835,"다이노X 탐험대",2016.5.4,641289900,0.00%,641289900,83086,83086,348,3108,(주)MBC,(주)이수C&E,전체관람가,"애니메이션,다큐멘터리",이동희,"정준하,하동훈"
836,"아치와 씨팍",2006.6.28,640343800,0.10%,640343800,100088,100088,121,5897,제이팀스튜디오(주),㈜스튜디오이쩜영,18세관람가,"애니메이션,코미디,액션,SF,범죄",조범진,"류승범,임창정,최준영,박정민,서혜정,장동혁,정미,김창후,양정화,박한재"
837,"천국의 우편배달부",2009.11.12,637892500,0.10%,637892500,95060,95060,105,3819,(주)삼화네트웍스,씨제이엔터테인먼트,전체관람가,"멜로/로맨스,판타지",이형민,"한효주,영웅재중,조선욱,서민지,윤석현,장주연"
838,"바람의 전설",2004.4.9,636285500,0.40%,636285500,97925,97925,42,2889,필름매니아(주),(주)시네마서비스,15세관람가,드라마,박정우,"이성재,박솔미,김수로,문정희,김동영,김미경,정종훈,최정우,이정인,이칸희,유해진,정현철,조미경,홍성원,신현중,김의석,최현우,최혜진,허문영,백수미,한송이,백정현,권태훈,류정은,서원영,김도경,채영,최선희,오지연,정진영,김양수,김영복,이현우,이혜림,오현수,이필모,신현종,황석정,김병춘"
839,애인,2005.12.8,625824000,0.10%,625824000,98639,98639,114,5290,기획시대(주),(주)쇼박스,18세관람가,멜로/로맨스,김태은,"성현아,조동혁,박준영,한지원,임석현,박세진,한지원,이창용,길해연,지대한"
840,"터널 3D",2014.8.20,620874000,0.00%,620874000,80989,80989,264,5076,"(주)필마픽쳐스 ,(주)씨제이에스지 마당엔터테인먼트",(주)박수엔터테인먼트,15세이상관람가,"공포(호러),스릴러",박규택,"정유미,연우진,송재림,정시연,이태현,박지원,서종민,전수아,양영택,유세문,정원태,정진,차수빈,차은미,이예림,이지혜,김윤아,노슬기,명진석,유재명,손병호,전우재"
841,"577 프로젝트",2012.8.30,619287500,0.00%,619287500,85534,85534,191,4496,"(주)다세포클럽,(주)무브픽쳐스,(주)판타지오,(주)숲 엔터테인먼트",필라멘트픽쳐스,15세이상관람가,"코미디,드라마",이근우,"하정우,공효진,김성균,이승하,차현우,이지훈"
