avgP,minP,maxP,sumP,actorCD,Name
20051238690.6667,4188846000,50510565168,60153716072,20135387,박준서
10493247143.5000,842501700,20143992587,20986494287,20135285,박주현
1930905564.0000,1930905564,1930905564,1930905564,20291208,박주연
216276800.0000,216276800,216276800,216276800,20183215,박주연
2879121115.0000,2879121115,2879121115,2879121115,20291201,박정숙
50510565168.0000,50510565168,50510565168,50510565168,20286505,박정민
10653271160.0000,10653271160,10653271160,10653271160,20291213,박재영
5791107937.0000,359247800,17718699499,28955539685,20133264,박재영
2515479835.0000,2515479835,2515479835,2515479835,20291210,박은혜
33039368059.3333,10653271160,44395967609,99118104178,20248451,박윤식
37150421077.5000,23790276987,50510565168,74300842155,20227748,박영준
31296833087.0000,2677284639,82871781800,187780998522,20158628,박수영
1260533864.0000,1260533864,1260533864,1260533864,20291174,박소정
5379367808.0000,2677284639,9731838195,16138103424,20181686,박소영
1260533864.0000,1260533864,1260533864,1260533864,20291162,박소연
28194417815.3750,2749609100,105169264250,225555342523,20209686,박소담
13689978000.0000,6383653500,20996302500,27379956000,20158107,박세준
3930219264.0000,3930219264,3930219264,3930219264,20291159,박성희
218173300.0000,218173300,218173300,218173300,20291172,박성호
22559020518.6667,5478113500,50510565168,67677061556,20110633,박선주
26378757753.5000,2246950339,50510565168,52757515507,20229487,박선
20314394377.2500,3357912530,44382020516,81257577509,20211007,박서준
50510565168.0000,50510565168,50510565168,50510565168,20291136,박상호
1930905564.0000,1930905564,1930905564,1930905564,20291131,박상규
56322098349.0000,56322098349,56322098349,56322098349,20154873,박상규
2227291000.0000,2227291000,2227291000,2227291000,20154832,박보연
5282596050.0000,360833100,10204359000,10565192100,10007498,남규리
3357912530.0000,3357912530,3357912530,3357912530,20290972,문광무
9739662144.0000,9739662144,9739662144,9739662144,20290732,홍준선
18094175795.0000,18094175795,18094175795,18094175795,20290731,홍준석
10494768945.0000,10494768945,10494768945,10494768945,20290708,홍윤기
3319505433.0000,3319505433,3319505433,3319505433,20290679,홍성호
961785460.0000,961785460,961785460,961785460,20290494,허인
9111748087.0000,9111748087,9111748087,9111748087,20188866,최미라
6284384515.0000,2829106886,9739662144,12568769030,20290435,이주현
10649202459.0000,10341783083,10956621835,21298404918,20217606,이주원
14413002195.0000,359247800,43488814535,57652008780,20231786,이주연
36292848900.0000,36292848900,36292848900,36292848900,20165448,이종필
19266319637.0000,19266319637,19266319637,19266319637,20290450,이종재
993321176.0000,993321176,993321176,993321176,20290428,이종영
18936375055.5000,2991824739,66007533500,113618250333,20127912,이종석
18094175795.0000,18094175795,18094175795,18094175795,20290426,이종민
208911200.0000,208911200,208911200,208911200,20290407,이정훈
5882354412.8750,251176500,16751202503,47058835303,10057320,이정진
11688382888.0000,11688382888,11688382888,11688382888,20196170,이정아
5054757395.0000,5054757395,5054757395,5054757395,20290401,이정수
18343498418.8571,993321176,44382020516,128404488932,20186308,이정수
2829106886.0000,2829106886,2829106886,2829106886,20290419,이정섭
1150732700.0000,1150732700,1150732700,1150732700,20290399,이정민
830973100.0000,830973100,830973100,830973100,20290395,이재훈
12651193723.0000,12651193723,12651193723,12651193723,20290415,이재환
11572981334.0000,10494768945,12651193723,23145962668,20290393,이재현
3215588500.0000,3215588500,3215588500,3215588500,20169894,이재현
8121846449.5000,993321176,11727860300,32487385798,20165072,이재은
1847107020.0000,1020724600,2673489440,3694214040,20290366,이재우
23790276987.0000,23790276987,23790276987,23790276987,20290383,이재수
11688465619.0000,11688465619,11688465619,11688465619,20165029,이재성
1911214031.0000,993321176,2829106886,3822428062,20290379,이자은
15031776511.0000,7674017125,22389535897,30063553022,20224273,이인규
26028018820.5000,7674017125,44382020516,52056037641,20290371,이은비
24304401946.5000,10494768945,43488814535,97217607786,20224226,이윤희
208911200.0000,208911200,208911200,208911200,20290353,이윤혁
10956621835.0000,10956621835,10956621835,10956621835,20290352,이윤하
4410499675.0000,902219500,8362778700,17641998700,10056941,이유진
12651193723.0000,12651193723,12651193723,12651193723,10056869,이웅희
23790276987.0000,23790276987,23790276987,23790276987,20290337,이용직
1150732700.0000,1150732700,1150732700,1150732700,20290333,이예림
6650278476.0000,2956397623,12651193723,26601113904,20290331,이영호
11021167097.5000,3948158400,18094175795,22042334195,20186250,이영상
10113303570.0000,9731838195,10494768945,20226607140,20254790,이영민
993321176.0000,993321176,993321176,993321176,20290267,허나경
18094175795.0000,18094175795,18094175795,18094175795,20290258,이신우
19266319637.0000,19266319637,19266319637,19266319637,20290257,한하늘
7674017125.0000,7674017125,7674017125,7674017125,20181230,이시훈
18094175795.0000,18094175795,18094175795,18094175795,20254754,이승환
16172355712.0000,599122500,56445023256,80861778560,20260672,이승철
1913087600.0000,1913087600,1913087600,1913087600,20199239,이승준
9739662144.0000,9739662144,9739662144,9739662144,20256373,이승주
12651193723.0000,12651193723,12651193723,12651193723,20290223,이승일
44382020516.0000,44382020516,44382020516,44382020516,20290222,한재욱
2475116902.2500,505103590,6572774337,9900467609,20224074,이승연
9072737842.0000,9072737842,9072737842,9072737842,20290195,이승민
9471138230.0000,9471138230,9471138230,9471138230,10042209,"아서 케네디"
1150732700.0000,1150732700,1150732700,1150732700,20290090,한승환
3319505433.0000,3319505433,3319505433,3319505433,20290041,한민철
43488814535.0000,43488814535,43488814535,43488814535,20290070,한미진
9695144840.0000,542739500,18567863300,48475724200,10056199,이순재
22339988908.0000,297957300,44382020516,44679977816,20254413,이수진
8737864643.0000,8737864643,8737864643,8737864643,20223877,이수지
38003756484.5000,20143992587,55863520382,76007512969,20231670,이수빈
1777803000.0000,1777803000,1777803000,1777803000,20158103,이수민
2440004213.0000,2440004213,2440004213,2440004213,20254156,이소정
22596932258.0000,811844000,44382020516,45193864516,20186197,이세희
55189526474.5000,14510222300,95868830649,110379052949,20195626,이성호
9994888639.6667,3511102500,17361815332,29984665919,20181152,이성재
3759644486.0000,3396292000,4122996972,7519288972,20195609,이성민
18094175795.0000,18094175795,18094175795,18094175795,20289614,이성규
12333110882.0000,12333110882,12333110882,12333110882,20186161,이선아
23404159984.0000,3319505433,43488814535,46808319968,20154472,이석호
8986080609.0000,993321176,22389535897,26958241827,20223753,이석현
759481000.0000,759481000,759481000,759481000,20289610,이석
17899661043.5000,15655329500,20143992587,35799322087,20154270,이석
20723095422.6250,594082500,95868830649,165784763381,20166879,이새별
4702345970.0000,2673489440,6731202500,9404691940,20181118,이상희
14559017612.0000,14559017612,14559017612,14559017612,20289588,이상호
10024112386.5000,349943500,29894157890,40096449546,20195572,이상현
24699689015.5000,594260900,44395967609,98798756062,20195567,이상진
8745106456.5000,1846581582,17797131500,34980425826,20151292,이상원
1150732700.0000,1150732700,1150732700,1150732700,20289582,최효정
10354579299.6667,1590807200,22209675300,31063737899,20231906,이상수
44382020516.0000,44382020516,44382020516,44382020516,20289576,이상민
10494768945.0000,10494768945,10494768945,10494768945,20181064,이상구
4970105543.0000,993321176,8946889910,9940211086,20223140,이보라
18094175795.0000,18094175795,18094175795,18094175795,20289563,이병훈
20143992587.0000,20143992587,20143992587,20143992587,20289561,이민호
5474392042.0000,5474392042,5474392042,5474392042,20253887,이민지
9188322879.0000,6385937880,11990707878,18376645758,20111089,이민지
6771570542.0000,2027581239,11515559845,13543141084,20253882,이민아
11266624568.2222,1651122533,27242041463,101399621114,20112011,이미소
961785460.0000,961785460,961785460,961785460,20289524,이명규
11990707878.0000,11990707878,11990707878,11990707878,20232324,이루리
7674017125.0000,7674017125,7674017125,7674017125,20289521,최형욱
2483146400.0000,1020724600,4124164500,9932585600,20111316,이동규
11731749010.0000,3319505433,20143992587,23463498020,20289532,최창국
23850762974.5000,3319505433,44382020516,47701525949,20289511,이도현
993321176.0000,993321176,993321176,993321176,20289493,최지안
44382020516.0000,44382020516,44382020516,44382020516,20289489,최지민
10956621835.0000,10956621835,10956621835,10956621835,20289378,최상재
2685519021.0000,2685519021,2685519021,2685519021,20289355,최병구
712734900.0000,712734900,712734900,712734900,20266410,최낙윤
44382020516.0000,44382020516,44382020516,44382020516,20289312,최광원
20143992587.0000,20143992587,20143992587,20143992587,20289311,최경식
20143992587.0000,20143992587,20143992587,20143992587,20289285,최경미
1150732700.0000,1150732700,1150732700,1150732700,20289297,채환
21393452647.0000,21393452647,21393452647,21393452647,20289249,양근수
10341783083.0000,10341783083,10341783083,10341783083,20172740,이달
19266319637.0000,19266319637,19266319637,19266319637,20289176,이다은
43488814535.0000,43488814535,43488814535,43488814535,20289170,이나경
1602763469.5000,958576600,2246950339,3205526939,20162919,이광호
1090835800.0000,1090835800,1090835800,1090835800,20289141,이경진
12185569598.5000,6276963402,18094175795,24371139197,20289137,이경수
27143713669.0000,9905406822,44382020516,54287427338,20289133,이강재
21809901568.7143,599122500,82871781800,152669310981,10054519,윤준호
6276963402.0000,6276963402,6276963402,6276963402,20239907,윤성민
1090835800.0000,1090835800,1090835800,1090835800,20289059,윤민영
350293300.0000,350293300,350293300,350293300,20277349,윤경호
23729662569.0500,311840500,105169264250,949186502762,10054128,유해진
43488814535.0000,43488814535,43488814535,43488814535,20289019,유현종
15628513757.5000,11990707878,19266319637,31257027515,20152525,유지현
3319505433.0000,3319505433,3319505433,3319505433,20288972,유요한
91676201874.0000,6276963402,135753322310,275028605622,20198807,유명환
3540442459.0000,1846581582,5234303336,7080884918,20253515,유경훈
9115381993.5000,3306109500,14924654487,18230763987,20111474,이서진
9739662144.0000,9739662144,9739662144,9739662144,20288818,차미진
2685519021.0000,2685519021,2685519021,2685519021,10070433,진남수
10956621835.0000,10956621835,10956621835,10956621835,20288764,지성훈
6276963402.0000,6276963402,6276963402,6276963402,20288783,지경현
7674017125.0000,7674017125,7674017125,7674017125,20288781,주현수
19266319637.0000,19266319637,19266319637,19266319637,20288702,조해진
2829106886.0000,2829106886,2829106886,2829106886,20288730,조한별
10956621835.0000,10956621835,10956621835,10956621835,20288694,조청원
20143992587.0000,20143992587,20143992587,20143992587,20288657,조진규
23072456508.0000,1762892500,44382020516,46144913016,20185889,우상기
386192500.0000,386192500,386192500,386192500,20157840,오수현
44382020516.0000,44382020516,44382020516,44382020516,20288301,조윤주
2829106886.0000,2829106886,2829106886,2829106886,20288300,조유찬
2829106886.0000,2829106886,2829106886,2829106886,20288311,조원진
993321176.0000,993321176,993321176,993321176,20288298,조원빈
737817900.0000,384800000,1090835800,1475635800,20221054,안효민
772483500.0000,772483500,772483500,772483500,20288227,안철호
3319505433.0000,3319505433,3319505433,3319505433,20288224,안지현
7387086869.0000,7387086869,7387086869,7387086869,20232288,안소연
1150732700.0000,1150732700,1150732700,1150732700,20288162,심은주
2074487766.6667,511579300,4999149100,6223463300,20191807,심규혁
759481000.0000,759481000,759481000,759481000,20288169,조성미
18094175795.0000,18094175795,18094175795,18094175795,20288136,조박
1846581582.0000,1846581582,1846581582,1846581582,20288041,정태인
9739662144.0000,9739662144,9739662144,9739662144,20288040,정태수
20143992587.0000,20143992587,20143992587,20143992587,20288012,정이삭
2829106886.0000,2829106886,2829106886,2829106886,20287915,정유빈
2956397623.0000,2956397623,2956397623,2956397623,20287910,정원태
6276963402.0000,6276963402,6276963402,6276963402,20287876,정연수
10494768945.0000,10494768945,10494768945,10494768945,20287805,정연서
9739662144.0000,9739662144,9739662144,9739662144,20287802,신진철
20844488409.0000,20844488409,20844488409,20844488409,20287800,신지훈
6997970696.3333,759481000,10494768945,20993912089,20287856,신중혁
772483500.0000,772483500,772483500,772483500,20287854,신종민
44382020516.0000,44382020516,44382020516,44382020516,20287796,신정화
33805038882.0000,4912658515,62697419249,67610077764,20188627,신재훈
9739662144.0000,9739662144,9739662144,9739662144,20287809,정성윤
63783051326.0000,63783051326,63783051326,63783051326,20287744,신유철
2829106886.0000,2829106886,2829106886,2829106886,20287763,신영진
1846581582.0000,1846581582,1846581582,1846581582,20131765,신영진
439840592.0000,439840592,439840592,439840592,20287749,신선
6372190017.5000,2991824739,9752555296,12744380035,20128312,신민철
22156368721.6667,1859615500,45566111330,132938212330,10037206,송재호
23448498199.6667,6276963402,43488814535,70345494599,20258950,손영진
6276963402.0000,6276963402,6276963402,6276963402,20287656,손승훈
993321176.0000,993321176,993321176,993321176,20287594,정서영
20143992587.0000,20143992587,20143992587,20143992587,20287564,정상문
2673489440.0000,2673489440,2673489440,2673489440,20287561,정보연
28948891659.0000,13515762802,44382020516,57897783318,20197672,서지원
2956397623.0000,2956397623,2956397623,2956397623,20287551,서주연
70125425582.5000,44382020516,95868830649,140250851165,20287540,서정우
54082535921.0000,44382020516,63783051326,108165071842,20228210,서은지
10494768945.0000,10494768945,10494768945,10494768945,20287487,정병진
21813603147.6667,369339300,48844889501,65440809443,20207266,서예지
9905406822.0000,9905406822,9905406822,9905406822,20287531,서수민
1020724600.0000,1020724600,1020724600,1020724600,20144982,서민수
18094175795.0000,18094175795,18094175795,18094175795,20287489,정무진
7674017125.0000,7674017125,7674017125,7674017125,20287333,정기욱
20143992587.0000,20143992587,20143992587,20143992587,20287332,정근수
830973100.0000,830973100,830973100,830973100,20287331,정규환
993321176.0000,993321176,993321176,993321176,20287294,전혜수
961785460.0000,961785460,961785460,961785460,20287310,전현준
1846581582.0000,1846581582,1846581582,1846581582,20287250,전유림
20143992587.0000,20143992587,20143992587,20143992587,20287229,전영욱
830973100.0000,830973100,830973100,830973100,20287144,전성우
2829106886.0000,2829106886,2829106886,2829106886,20287140,전민
712734900.0000,712734900,712734900,712734900,20276750,장현주
21375287492.0000,21375287492,21375287492,21375287492,20287050,장정윤
22256769300.0000,22256769300,22256769300,22256769300,20193225,배정현
43488814535.0000,43488814535,43488814535,43488814535,20286916,장승연
1846581582.0000,1846581582,1846581582,1846581582,20286930,배유리
44382020516.0000,44382020516,44382020516,44382020516,20286910,장석진
20143992587.0000,20143992587,20143992587,20143992587,20286870,장민준
5054757395.0000,5054757395,5054757395,5054757395,20286796,박희진
993321176.0000,993321176,993321176,993321176,20258722,박희진
9905406822.0000,9905406822,9905406822,9905406822,20286759,박희정
11403861018.5000,3541402400,19266319637,22807722037,20183927,박희정
7674017125.0000,7674017125,7674017125,7674017125,20286794,임효은
7674017125.0000,7674017125,7674017125,7674017125,20286723,박형우
2616673429.0000,2616673429,2616673429,2616673429,20232806,박현지
5910169638.4615,363899000,17598617600,76832205300,20100597,박현영
2674332423.5000,304884500,5149571612,10697329694,20138782,박태영
12651193723.0000,12651193723,12651193723,12651193723,20286702,박진욱
17296314764.3333,599122500,43488814535,51888944293,20248704,박진영
14454529674.0833,1246200228,77319445264,173454356089,20110896,박지환
36067939454.7500,3319505433,77319445264,144271757819,20183253,박지홍
7674017125.0000,7674017125,7674017125,7674017125,20286645,박지호
1482364970.0000,291240500,2673489440,2964729940,20137223,박지윤
6851260750.0000,253673000,13448848500,13702521500,20111145,박지연
5427008372.5000,359247800,10494768945,10854016745,20227772,박지연
13190596988.4000,2673489440,42407832092,65952984942,20137001,박지수
993321176.0000,993321176,993321176,993321176,20286639,박준희
10956621835.0000,10956621835,10956621835,10956621835,20286669,박준호
5453156368.7500,350293300,17718699499,21812625475,20193134,박준영
20143992587.0000,20143992587,20143992587,20143992587,20286650,박준규
44382020516.0000,44382020516,44382020516,44382020516,20286589,박정훈
25192224314.0000,297957300,98463522781,125961121570,20110720,박정환
2139483000.0000,2139483000,2139483000,2139483000,20134452,박정선
13446485740.4667,784148500,43488814535,201697286107,20110693,박정민
961785460.0000,961785460,961785460,961785460,20286502,박재홍
23926680918.5000,3471341321,44382020516,47853361837,20193110,박재홍
10956621835.0000,10956621835,10956621835,10956621835,20286500,박재웅
20143992587.0000,20143992587,20143992587,20143992587,20286497,박재민
350293300.0000,350293300,350293300,350293300,20286470,임지아
993321176.0000,993321176,993321176,993321176,20286373,임성환
961785460.0000,961785460,961785460,961785460,20286370,임상현
10956621835.0000,10956621835,10956621835,10956621835,20286317,임보라
9739662144.0000,9739662144,9739662144,9739662144,20286350,임도현
44382020516.0000,44382020516,44382020516,44382020516,20286349,임대현
95868830649.0000,95868830649,95868830649,95868830649,20286217,이호균
44382020516.0000,44382020516,44382020516,44382020516,20286230,이현일
6276963402.0000,6276963402,6276963402,6276963402,20286110,이한성
2673489440.0000,2673489440,2673489440,2673489440,20285991,이창희
95868830649.0000,95868830649,95868830649,95868830649,20285972,이창섭
993321176.0000,993321176,993321176,993321176,20285970,박은지
19408748442.7143,976008100,88908642769,135861239099,20132409,박윤호
830973100.0000,830973100,830973100,830973100,20285949,박윤주
993321176.0000,993321176,993321176,993321176,20285880,박우준
2673489440.0000,2673489440,2673489440,2673489440,20285909,박예진
8609950909.0000,993321176,16226580642,17219901818,20248412,박예슬
11019654017.8000,748936684,43488814535,55098270089,20217866,박시영
350293300.0000,350293300,350293300,350293300,20285409,윤혜리
20844488409.0000,20844488409,20844488409,20844488409,20280869,염진환
604798988.0000,216276800,993321176,1209597976,20182789,사우
19812241100.0000,3584851500,47102707500,118873446600,20177940,류성훈
8634096450.1667,1762892500,23831958600,51804578701,20189237,남태부
552273700.0000,552273700,552273700,552273700,10047608,"에드가 킨테로"
1137666247.0000,1137666247,1137666247,1137666247,20124907,조규완
566731000.0000,566731000,566731000,566731000,10035520,서유리
13697294292.5455,3554806054,44382020516,150670237218,20111688,강하늘
4999149100.0000,4999149100,4999149100,4999149100,20283550,김채하
511579300.0000,511579300,511579300,511579300,20283250,김기철
19514819809.0000,13489904632,25539734986,39029639618,20202246,성유빈
5473861666.6667,1229614500,11629780500,16421585000,10035658,서태화
3130085657.5000,2879121115,3381050200,6260171315,20254033,곽동연
2879121115.0000,2879121115,2879121115,2879121115,20254032,이서원
6691606629.3333,2879121115,13181626500,20074819888,10061614,정규수
14280188148.9375,842501700,98463522781,228483010383,10028660,박병은
2600160250.0000,978382500,4221938000,5200320500,10005239,김유석
23369531794.8000,292031500,105169264250,233695317948,10053802,유아인
6875771559.6667,884934300,15374798000,20627314679,20282689,김한나
20800916128.0000,20800916128,20800916128,20800916128,20282509,김지환
39280982214.6667,23831958600,62697419249,117842946644,20207827,강필선
6481379657.0000,6481379657,6481379657,6481379657,20281649,김민재
10341783083.0000,10341783083,10341783083,10341783083,20279349,방유설
985725100.0000,985725100,985725100,985725100,20281429,주진우
2035223800.0000,2035223800,2035223800,2035223800,20281412,고대영
2035223800.0000,2035223800,2035223800,2035223800,20281411,김장겸
2035223800.0000,2035223800,2035223800,2035223800,20281410,김재철
2035223800.0000,2035223800,2035223800,2035223800,20281409,이명박
3069388100.0000,3069388100,3069388100,3069388100,10055781,"이사벨라 모너"
7828891800.0000,7828891800,7828891800,7828891800,20281332,이진성
20530414822.5714,1913087600,91431950670,143712903758,10003728,김기천
4606677600.0000,4326582400,4886772800,9213355200,10086945,하성광
16925756463.0000,16155829131,17695683795,33851512926,20233327,이진성
26472930725.5385,470675000,115706188137,344148099432,20153744,김수안
14565679425.6190,311840500,36067171064,305879267938,10000736,강신일
13824815427.7143,439400000,44395967609,96773707994,20157462,정상훈
7336056988.1429,274134500,28622355500,102704797834,10001915,공형진
6756739351.6316,640343800,15494034100,128378047681,10058849,임창정
25539734986.0000,25539734986,25539734986,25539734986,10049864,염혜란
27248705990.0000,27248705990,27248705990,27248705990,20281190,류신
27248705990.0000,27248705990,27248705990,27248705990,20281189,정무성
9303137165.0000,6256243213,12291081634,27909411495,20233666,채서진
6534901655.1429,3360045489,11990707878,45744311586,20125838,김고은
10310393795.1667,217269000,44092710000,123724725542,10058646,임수정
285969000.0000,285969000,285969000,285969000,20125805,김준구
13303566995.3158,250534000,66715881300,252767772911,10031400,변희봉
15764048766.0000,1246200228,36067171064,236460731490,10004060,김명민
10341783083.0000,10341783083,10341783083,10341783083,20279330,신린아
19831435242.1000,360833100,95868830649,198314352421,10029480,박혁권
37632110651.3333,4243936350,95868830649,677377991724,10037018,송강호
21012559828.5000,844714600,95868830649,210125598285,20208626,류준열
16683075998.8485,440536500,66715881300,550541507962,20111862,조덕제
8139421885.7143,465532500,26119699000,56975953200,10061873,정세형
772483500.0000,772483500,772483500,772483500,20280629,김광석
11875303567.3846,1137666247,46593140500,154378946376,20111976,유연석
26660334264.2000,243405000,66372140706,133301671321,10035775,최진리
10677273678.4667,599122500,43484892913,160159105177,10071140,차승원
25489265997.0000,2750311500,88908642769,203914127976,20163035,이엘
26051666498.3448,273120000,110933981730,755498328452,10090290,황정민
19433234795.4286,2869918500,50510565168,136032643568,10037229,송중기
19238221159.2000,7591008500,50510565168,96191105796,10036685,소지섭
6490199696.9000,309575000,18390012500,64901996969,10053782,유승호
11990707878.0000,11990707878,11990707878,11990707878,20280309,정준
367328500.0000,367328500,367328500,367328500,10062233,정준
5902350343.0000,3443753000,11515559845,23609401372,10001669,고아라
699213000.0000,439400000,999160000,2097639000,10005646,김정훈
14794477000.0000,311840500,40328508500,44383431000,10067476,조혜진
13844624000.0000,13844624000,13844624000,13844624000,20127612,김석훈
1157502433.3333,327192000,1897970000,3472507300,10004499,김석훈
12178050880.1500,262191500,52355568637,243561017603,10072210,최무성
3978495129.0000,3978495129,3978495129,3978495129,20280110,"코스모 자비스"
3978495129.0000,3978495129,3978495129,3978495129,20280109,"조 우드콕"
8018030321.4000,4138207515,13049026745,40090151607,10088450,허준석
9565299856.8125,392591200,26119699000,153044797709,10066805,조은지
4646421433.3333,1123934000,11664597600,13939264300,10007486,남궁민
20392518000.0000,20392518000,20392518000,20392518000,10028886,박시후
17668196520.0000,2673832500,37654858000,88340982600,10071183,차인표
14040269949.8750,656849000,35566892800,112322159599,20129449,김현수
511204350.0000,418376200,604032500,1022408700,10072399,최수종
13014285242.0000,2452368566,25937216000,39042855726,10006964,나영희
17279364287.2222,844714600,43484892913,155514278585,10004577,김성령
41107906500.0000,1190809000,81025004000,82215813000,10028603,근휘
30661997206.4000,599122500,56445023256,153309986032,20279329,김기정
5018809722.0000,297957300,9739662144,10037619444,20279249,주문수
7010197126.0000,7010197126,7010197126,7010197126,20186700,정대곤
6204129964.0000,6204129964,6204129964,6204129964,20262849,홍수민
739789500.0000,739789500,739789500,739789500,20125819,박진영
297957300.0000,297957300,297957300,297957300,10077507,"스티븐 마커스"
297957300.0000,297957300,297957300,297957300,10016949,"로버트 카버너"
2268120250.0000,1313457500,3222783000,4536240500,10006368,김혜나
60058967738.4000,3357912530,93665632500,300294838692,20125794,김수현
10463864360.3125,522848900,40328508500,167421829765,10040665,신하균
11944268059.0690,216276800,77319445264,346383773713,10028773,박성웅
11793168277.4000,759481000,31225419792,117931682774,10001656,고수
3683228126.8889,363240500,9072737842,33149053142,20111504,이성재
8944762142.9048,426257300,52355568637,187840005001,10019067,류승범
3725870083.3333,1185999000,7874566500,22355220500,10060065,장근석
362910000.0000,362910000,362910000,362910000,10000709,강수연
3837152000.0000,3837152000,3837152000,3837152000,10030295,백봉기
29836024827.0000,1738293033,115706188137,149180124135,20209526,도경수
8295212750.0000,595238500,15995187000,16590425500,10050144,"오다기리 죠"
1137666247.0000,1137666247,1137666247,1137666247,20166905,최민우
22056966500.0000,22056966500,22056966500,22056966500,10055399,이문수
250534000.0000,250534000,250534000,250534000,20134461,박정수
11220408500.0000,11220408500,11220408500,11220408500,20134463,박정수
33304837056.3333,8952096578,93042352648,199829022338,20174763,최우식
7099130142.8571,3309177500,13200412500,49693911000,10066745,아용주
15739386249.2143,2139360500,43488814535,220351407489,10062025,정우성
7021260391.0000,1246200228,10494768945,21063781173,20143233,권용덕
511579300.0000,511579300,511579300,511579300,20129731,김현지
14293019085.0000,599122500,43488814535,71465095425,20277569,정준용
11363125776.4839,531276500,44092710000,352256899071,10055414,이미도
11122265805.8333,844714600,63783051326,200200784505,10005749,김주혁
30031844202.3269,285969000,115706188137,1561655898521,10050151,오달수
20772740015.4000,470675000,66715881300,415454800308,10029474,박해일
1998758263.1250,217973600,8096052500,15990066105,10029636,반민정
6875921704.4545,1728722300,21968680600,75635138749,10005064,김옥빈
15476710846.2778,230047000,88908642769,278580795233,10040874,심은경
28834863777.2174,230047000,135753322310,663201866876,10019065,류승룡
16200710174.5000,811844000,56445023256,64802840698,20112212,이준
9370094547.6667,439840592,35211229991,84330850929,10004236,김민희
28195703032.3333,3319505433,77319445264,84587109097,20112032,박종환
17281196926.3750,253673000,63783051326,138249575411,10088975,현빈
22725558236.3333,11765293500,35566892800,68176674709,10058906,임현성
21393452647.0000,21393452647,21393452647,21393452647,10078840,"킴 베이싱어"
9494841056.1500,220051200,55069686503,189896821123,10055581,이범수
6254393835.5000,3983748800,8525038871,12508787671,10062267,정지훈
9084123320.1818,1258000500,44092710000,99925356522,10049852,염정아
24064494313.6250,1020724600,110933981730,192515954509,10005297,김윤진
4732531159.5000,1020724600,8444337719,9465062319,20171680,옥택연
7089973250.0000,5858771500,8321175000,14179946500,20181573,이재윤
24843986855.8000,273384900,98463522781,621099671395,10005383,김의성
3319505433.0000,3319505433,3319505433,3319505433,20276689,박건도
881663400.0000,881663400,881663400,881663400,20276710,안은새
881663400.0000,881663400,881663400,881663400,20276709,윤안나
1090835800.0000,1090835800,1090835800,1090835800,20276569,하룡이
2066209750.0000,217973600,7024070500,12397258500,20163336,이찬호
27644868851.5000,220051200,55069686503,55289737703,20276429,김정철
17422181099.7273,363240500,115706188137,191643992097,10006171,김하늘
36420653029.2500,5234303336,115706188137,145682612117,10062378,정해균
1930905564.0000,1930905564,1930905564,1930905564,20233806,김민석
6134691926.3333,2956397623,8060591287,18404075779,20218482,강현구
14016473790.6667,387323000,66715881300,462543635092,10054493,윤제문
6081889146.3846,391554441,31313568795,79064558903,10054008,유지태
13343743959.6667,5054757395,23563705686,40031231879,20191086,정소민
27248705990.0000,27248705990,27248705990,54497411980,10063927,"제인 폰다"
25481473911.2500,3319505433,82871781800,101925895645,20171222,임시완
8240750705.4444,217269000,23790276987,74166756349,10004028,김래원
7532783869.8000,1651122533,17653752500,75327838698,10061252,전도연
16838975699.6667,4159767500,28638460100,50516927099,20185376,이민호
1336283100.0000,781692500,1890873700,2672566200,20169728,박산다라
3926917300.0000,3926917300,3926917300,3926917300,20132268,김유라
1095301000.0000,1095301000,1095301000,1095301000,20274869,최원석
14040200699.6774,440536500,105169264250,435246221690,20136191,배성우
6507425173.7778,237013700,27446302382,117133653128,10054391,윤여정
8330342500.0000,8330342500,8330342500,8330342500,20121742,윤두준
31786860561.3571,1928502500,135753322310,445016047859,10072251,최민식
23303988239.2857,1159253000,88908642769,326255835350,10055626,이병헌
7989665617.5000,347980800,16155829131,31958662470,20238986,오상철
340297960.0000,340297960,340297960,340297960,20213908,이서연
28300658700.0000,531276500,66014775400,113202634800,10057469,이준기
2641412500.0000,2641412500,2641412500,2641412500,10026661,문메이슨
2332085500.0000,274134500,4441859000,9328342000,10001825,고현정
16706594116.0000,2297005000,35489666466,50119782348,10003496,김갑수
8873205787.3636,531276500,56322098349,97605263661,10054204,윤계상
22066928181.1750,235292500,135753322310,882677127247,10067353,조진웅
4438056884.2941,274134500,17695683795,75446967033,20067819,서영화
1004224958.4000,365477200,2673832500,5021124792,10037099,송선미
3034395600.0000,227941500,6931136500,18206373600,10057386,이종수
21397934721.0909,308882000,105169264250,235377281932,10062050,정웅인
11578478560.6154,934380300,52355568637,150520221288,10087518,한석규
16155829131.0000,16155829131,16155829131,16155829131,20187986,이재준
14948045808.0000,1977196563,39380162179,59792183232,20147110,변요한
25251113145.1000,748936684,115706188137,505022262902,10060043,장광
12130521180.4444,459220000,34222160500,109174690624,10005839,김지영
18094175795.0000,18094175795,18094175795,18094175795,20268349,민진웅
9110536479.9167,309575000,33986449500,109326437759,10005251,김유정
1930905564.0000,1930905564,1930905564,1930905564,20238867,여이레
16794256203.0370,303851500,66715881300,453444917482,10053771,유승목
25724826959.3333,220051200,82871781800,231523442634,10004995,김영애
43353617139.0000,830984100,66715881300,260121702834,10030016,배두나
