avgP,minP,maxP,sumP,actorCD,Name
8882181256.0000,8882181256,8882181256,8882181256,20268129,서하늬
426257300.0000,426257300,426257300,426257300,20267971,이상진
32420011261.5000,4243936350,61270079831,129680045046,20238766,김정우
5679349213.0000,2246950339,9111748087,11358698426,20196230,이지은
23130188893.0000,23130188893,23130188893,23130188893,20267777,이연수
23130188893.0000,23130188893,23130188893,23130188893,20166146,김진희
11688382888.0000,11688382888,11688382888,11688382888,20197831,김지혜
3948158400.0000,3948158400,3948158400,3948158400,20267582,김예지
418376200.0000,418376200,418376200,418376200,20246331,김영화
23130188893.0000,23130188893,23130188893,23130188893,20267634,김승아
4751661400.0000,4751661400,4751661400,4751661400,20227228,김민지
4367582379.0000,4367582379,4367582379,4367582379,20267511,김다율
55069686503.0000,55069686503,55069686503,55069686503,20267510,김희진
20126261981.2000,459220000,115706188137,301893929718,10071209,차태현
31476897054.8000,931460100,115706188137,314768970548,10069179,주지훈
32757008090.5000,4243936350,61270079831,65514016181,10073030,"츠루미 신고"
9030723900.0000,969489100,33986449500,72245791200,20166542,송요셉
25914519400.0000,369339300,82871781800,103658077600,20069196,김동현
9111748087.0000,9111748087,9111748087,9111748087,20194086,정문구
745801200.0000,745801200,745801200,745801200,20266269,이소영
28531736782.0000,20996302500,36067171064,57063473564,20159658,최우성
9575869642.0000,6102712539,13049026745,19151739284,20132262,조수정
3380895769.5000,659079000,6102712539,6761791539,20165496,이지수
6102712539.0000,6102712539,6102712539,6102712539,20265974,이정주
17718699499.0000,17718699499,17718699499,17718699499,20223787,이성용
6102712539.0000,6102712539,6102712539,6102712539,20154551,윤수현
2953231959.6667,459566121,7801007258,8859695879,20259119,양희정
6102712539.0000,6102712539,6102712539,6102712539,20265670,신민수
28854455532.0000,21641740000,36067171064,57708911064,20156696,박선희
36067171064.0000,36067171064,36067171064,36067171064,20203671,박기태
6102712539.0000,6102712539,6102712539,6102712539,20233027,김태훈
33052166032.0000,30037161000,36067171064,66104332064,20198409,김태현
36067171064.0000,36067171064,36067171064,36067171064,20265390,김태영
3541402400.0000,3541402400,3541402400,3541402400,20198347,김태영
6102712539.0000,6102712539,6102712539,6102712539,20227408,김지은
36067171064.0000,36067171064,36067171064,36067171064,20227374,김정훈
36067171064.0000,36067171064,36067171064,36067171064,20265275,김재민
36067171064.0000,36067171064,36067171064,36067171064,20265242,김영준
28265564018.5000,20463956973,36067171064,56531128037,20227274,김승배
1713226250.0000,676141000,2750311500,3426452500,20156164,김소연
36067171064.0000,36067171064,36067171064,36067171064,20265218,김선형
3215588500.0000,3215588500,3215588500,3215588500,20265217,강호철
3215588500.0000,3215588500,3215588500,3215588500,20265216,윤아영
61361637893.6667,2749609100,98463522781,184084913681,20153620,심희섭
369339300.0000,369339300,369339300,369339300,20179003,김동현
36067171064.0000,36067171064,36067171064,36067171064,20265148,김동우
3277082290.3333,459566121,7828891800,9831246871,20142517,김기현
1221713500.0000,1221713500,1221713500,1221713500,20265109,김강산
1181398875.0000,273950500,2586052500,4725595500,20199448,김희정
26167885819.5385,4754763118,56598333057,340182515654,20200886,김대명
5383211020.0000,459566121,10478875438,21532844080,20209286,최민호
208911200.0000,208911200,208911200,208911200,20264029,이윤혁
251176500.0000,251176500,251176500,251176500,20263612,황진호
56445023256.0000,56445023256,56445023256,56445023256,20263439,홍의권
251176500.0000,251176500,251176500,251176500,20263434,홍민혜
4200064879.0000,599122500,7801007258,8400129758,20263454,홍대영
4200064879.0000,599122500,7801007258,8400129758,20263453,홍광표
4200064879.0000,599122500,7801007258,8400129758,20262404,한명철
55069686503.0000,55069686503,55069686503,55069686503,20262469,한비
4200064879.0000,599122500,7801007258,8400129758,20262389,최한기
8581442100.0000,8581442100,8581442100,8581442100,20158571,장혁진
4200064879.0000,599122500,7801007258,8400129758,20261929,최은식
357963117.0000,357963117,357963117,357963117,20152980,김상현
56445023256.0000,56445023256,56445023256,56445023256,20261569,최시형
340297960.0000,340297960,340297960,340297960,20261488,최승혁
326980700.0000,326980700,326980700,326980700,20261454,최고야
4200064879.0000,599122500,7801007258,8400129758,10070254,지현준
340297960.0000,340297960,340297960,340297960,20261289,주재윤
2258422445.0000,2258422445,2258422445,2258422445,20261237,조혜원
326980700.0000,326980700,326980700,326980700,20260737,이윤호
33814160802.0000,599122500,93042352648,101442482406,20226037,이윤상
1148146700.0000,1148146700,1148146700,1148146700,20243909,이유리
230206600.0000,230206600,230206600,230206600,20260731,이예은
12659065000.0000,12659065000,12659065000,12659065000,20161297,이신우
695430233.3333,209955500,1411607500,2086290700,10039724,승리
343141800.0000,230206600,456077000,686283600,10056248,이승연
2258422445.0000,2258422445,2258422445,2258422445,20260655,이수빈
663075600.0000,663075600,663075600,663075600,20260618,이세은
6479356108.5000,6385937880,6572774337,12958712217,20223749,이서연
17081293569.0000,1160035562,61270079831,68325174276,20254090,이상희
7548863510.2000,363098800,26119699000,37744317551,20150929,이상미
4200064879.0000,599122500,7801007258,8400129758,20260534,이문형
4200064879.0000,599122500,7801007258,8400129758,20260489,이덕형
251176500.0000,251176500,251176500,251176500,20260478,이규희
737604500.0000,302239000,1172970000,1475209000,10054829,이광기
884934300.0000,884934300,884934300,884934300,20260469,윤효진
11897058200.0000,2297005000,19967462500,35691174600,10054593,윤혜진
663075600.0000,663075600,663075600,663075600,20260369,유지현
6269372480.6429,237013700,25437192500,87771214729,10053981,유준상
7553381937.3636,255508579,29894157890,83087201311,10066929,조재현
5166105685.7143,369339300,23831958600,36162739800,10004823,김승우
