avgP,minP,maxP,sumP,DICD,Name
7763409000.0000,7763409000,7763409000,7763409000,10040579,신정균
3159724644.3333,594260900,7233790500,9479173933,20132735,신은영
1143619833.3333,516736500,2318884500,3430859500,20230986,신동훈
4912658515.0000,4912658515,4912658515,4912658515,20189647,송은주
13271512129.5000,5149571612,21393452647,26543024259,10065265,조규장
2135647300.0000,2135647300,2135647300,2135647300,20234506,손석우
14696171387.6667,8836144063,17653752500,44088514163,10061983,정영헌
31612075691.0000,7360631000,55863520382,63224151382,20112451,배종대
3037184937.0000,2191787000,3768200759,12148739748,20110989,박흥식
5161823779.0000,1490000000,7422697000,15485471337,20110969,박현진
320282800.0000,230047000,410518600,640565600,20134495,박정오
12182214388.3750,1725990153,38532269000,97457715107,10058005,이한
4912658515.0000,4912658515,4912658515,4912658515,20247715,조영준
31313568795.0000,31313568795,31313568795,31313568795,20245689,정재익
6946135070.4000,947570700,9322812000,34730675352,10054518,윤준형
8964388750.0000,8769832000,9158945500,17928777500,20162812,김진도
46593140500.0000,46593140500,46593140500,46593140500,10059093,"다비드 얀센"
3930219264.0000,3930219264,3930219264,3930219264,20243789,박수남
1095301000.0000,1095301000,1095301000,1095301000,20243447,"우메자와 소이치"
18390012500.0000,18390012500,18390012500,18390012500,20239808,신규민
6385937880.0000,6385937880,6385937880,6385937880,20242506,"셰인 다니엘센"
30037161000.0000,30037161000,30037161000,30037161000,10089156,"호세 미구엘 리베이로"
369339300.0000,369339300,369339300,369339300,20241086,정부경
27248705990.0000,27248705990,27248705990,27248705990,10050947,"오토 프레밍거"
19409926128.2500,1394050500,48700887413,77639704513,20130878,조석현
713525000.0000,713525000,713525000,713525000,10057326,이정향
16226580642.0000,16226580642,16226580642,16226580642,10087818,한홍열
9008143000.0000,9008143000,9008143000,9008143000,10006269,김현수
15002458500.0000,15002458500,15002458500,15002458500,10072289,최빛나
1470927500.0000,1470927500,1470927500,1470927500,10037050,송능한
1055352375.0000,281740900,2586052500,4221409500,10056927,이유림
36067171064.0000,36067171064,36067171064,36067171064,20215386,김찬년
19075737900.0000,19075737900,19075737900,19075737900,10057749,이충렬
289820000.0000,271945300,307694700,579640000,20235166,한선희
14670355000.0000,14670355000,14670355000,14670355000,10006478,김환태
6802831530.0000,3519595560,10086067500,13605663060,10058219,이호재
4395493086.5000,314542400,13799922446,17581972346,20138384,조치언
11627733922.2500,4761399902,17911274787,46510935689,10061628,정기훈
2005361964.5000,1394050500,2616673429,4010723929,10086669,하기호
1411607500.0000,1411607500,1411607500,1411607500,10090150,황수아
6096054450.0000,1453890000,10738218900,12192108900,10060160,장문일
8204200391.0000,616132846,20091127000,49225202346,10004438,김상진
8944722795.3333,250534000,43484892913,80502505158,10058049,이해영
30236250543.5000,20143992587,40328508500,60472501087,10028469,박광현
2408057825.0000,997380500,3730899000,9632231300,10002567,권형진
369339300.0000,369339300,369339300,369339300,20238071,이아린
18132127986.5000,15800299000,20463956973,36264255973,10005643,김정훈
6819561493.4286,902219500,19174920500,47736930454,10005932,김진영
8294435686.6000,1470927500,19330302500,41472178433,10003845,김대승
6828236755.0000,1054470664,17038639000,34141183775,10058591,임상수
4694539846.3333,1729412500,8723650039,14083619539,10088447,허종호
42891820231.2222,1258000500,98463522781,386026382081,10072187,최동훈
11565079830.6667,2068632100,28622355500,173476197460,10006219,김해곤
1900914300.0000,1900914300,1900914300,1900914300,20237389,김은경
2886902500.0000,2886902500,2886902500,2886902500,20237327,강동원
13049026745.0000,13049026745,13049026745,13049026745,10005865,김지현
29313497546.8000,2309055500,57530028417,146567487734,10004662,김성훈
1220941000.0000,1220941000,1220941000,1220941000,10042071,"루카 포파딕"
1220941000.0000,1220941000,1220941000,1220941000,10084204,"프란체스코 주치"
1220941000.0000,1220941000,1220941000,1220941000,10084117,"루 푸리치"
1220941000.0000,1220941000,1220941000,1220941000,10063456,"이그나스 메이루나스"
1220941000.0000,1220941000,1220941000,1220941000,20236506,"다리오 사무엘 레오네"
274964000.0000,274964000,274964000,274964000,20236326,"아서 리코투리얼"
274964000.0000,274964000,274964000,274964000,20236310,"파나지오티스 차라미스"
274964000.0000,274964000,274964000,274964000,20236309,"호세 에스테반 아렌다"
274964000.0000,274964000,274964000,274964000,20236308,"케사르 에스테반 아렌다"
274964000.0000,274964000,274964000,274964000,20236307,"매튜 시마노프스키"
274964000.0000,274964000,274964000,274964000,20236306,"리나 루지테"
978382500.0000,978382500,978382500,978382500,10050957,"오토 카일말라"
472553700.0000,472553700,472553700,472553700,10052574,"월터 랭"
811692000.0000,811692000,811692000,811692000,20113175,이경섭
219672300.0000,217973600,221371000,439344600,20234767,홍상유
23831958600.0000,23831958600,23831958600,23831958600,20183245,김태훈
15743483619.8571,2246950339,47102707500,110204385339,10057407,이종필
1169175550.0000,594260900,1744090200,2338351100,10065271,조근식
4367894375.0000,566731000,7255598000,17471577500,10002537,권칠인
1542788950.0000,1542788950,1542788950,1542788950,10029163,박정범
1729412500.0000,1729412500,1729412500,1729412500,10007512,남다정
9320840800.0000,8581442100,10060239500,18641681600,10065637,조동오
5512092500.0000,1424995500,9599189500,11024185000,10005838,김지영
17038639000.0000,17038639000,17038639000,17038639000,10003717,김기영
309575000.0000,309575000,309575000,309575000,10037058,송동윤
16153329444.0000,11688382888,20618276000,32306658888,10056625,이연우
297957300.0000,297957300,297957300,297957300,20171960,"오오네 히토시"
384127000.0000,384127000,384127000,384127000,10000818,강이관
21393452647.0000,21393452647,21393452647,21393452647,10009408,"다니엘 엘그란트"
676141000.0000,676141000,676141000,676141000,20113541,허범욱
13473410714.3333,8737864643,15995187000,40420232143,10000854,강제규
16732971219.3333,4547866558,33986449500,50198913658,20114191,성시흡
465532500.0000,465532500,465532500,465532500,10006604,"클레르 드니"
6768135000.0000,6768135000,6768135000,6768135000,10023572,"마이클 파웰"
6889663750.0000,312851500,13466476000,13779327500,20111382,윤태윤
5228826196.5000,2244690500,8212961893,10457652393,10065792,조명남
804487654.2500,291240500,1974664500,3217950617,10054870,이권
418222500.0000,357352000,479093000,836445000,10005961,김진홍
465792150.0000,291240500,640343800,931584300,20145495,서성종
4872344965.5000,3262380431,6482309500,9744689931,10050533,오승욱
1956841000.0000,1956841000,1956841000,1956841000,10029350,박진순
291240500.0000,291240500,291240500,291240500,10027767,민경조
291240500.0000,291240500,291240500,291240500,10028546,박대열
5060356600.0000,3293753700,6826959500,10120713200,10028920,박영균
251079500.0000,251079500,251079500,251079500,20125414,강명진
1874200550.0000,958576600,2789824500,3748401100,10001906,공정식
251176500.0000,251176500,251176500,251176500,10079546,태준식
1543489650.0000,978382500,2108596800,3086979300,20167014,최윤석
3316113500.0000,997380500,5207878000,9948340500,10028999,박용집
978382500.0000,978382500,978382500,978382500,10006851,"나루세 미키오"
369339300.0000,369339300,369339300,369339300,20066038,박은경
6067363750.0000,460596500,11674131000,12134727500,10028957,박영훈
1332623500.0000,1006594000,1658653000,2665247000,10028598,박명랑
3446927000.0000,587173500,6306680500,6893854000,10005546,김정권
2227291000.0000,2227291000,2227291000,2227291000,10005426,김인식
3529305500.0000,3529305500,3529305500,3529305500,10005411,김인규
8299140475.0000,739789500,26380710000,33196561900,20125818,김익로
14169528430.8750,1219746000,30130610500,113356227447,20154667,박민우
12180398766.4000,2856859132,36181314700,60901993832,10026804,문제용
2376146100.0000,2376146100,2376146100,2376146100,10026745,문승욱
327192000.0000,327192000,327192000,327192000,10060246,장선우
384800000.0000,384800000,384800000,384800000,20188032,"노나카 카즈미"
369339300.0000,369339300,369339300,369339300,20204806,이동하
10627630550.0000,9590663500,11664597600,21255261100,10006480,김회근
3762011000.0000,1283847500,6240174500,7524022000,10006426,김호준
967522000.0000,967522000,967522000,967522000,10003839,김대석
21242367145.0000,21242367145,21242367145,21242367145,10058228,이홍수
11243508000.0000,9038167500,13448848500,22487016000,10040399,신상옥
5680873500.0000,5680873500,5680873500,5680873500,10060256,장성수
1450490000.0000,1450490000,1450490000,1450490000,10006076,김태경
713525000.0000,713525000,713525000,713525000,10072680,최정문
9621468000.0000,9621468000,9621468000,9621468000,10087513,한상호
5163626369.7500,1505964500,11706585100,20654505479,10050086,오기환
21242367145.0000,21242367145,21242367145,21242367145,20180788,한지원
4987337250.0000,750901000,9158945500,29924023500,10047028,양윤호
28855469722.7500,7410215569,40153729000,115421878891,20030155,김주호
11588626533.3333,1795734500,30220536000,34765879600,10056822,이용주
2510246750.0000,2191787000,2828706500,5020493500,10005452,김일종
3630557000.0000,3630557000,3630557000,3630557000,10007306,"나타우트 푼프리야"
21393452647.0000,21393452647,21393452647,21393452647,10059096,"스브야토슬라브 포드가에브스키"
17084532146.0000,3460460230,33986449500,85422660730,10089708,홍원찬
9278993697.0000,1324401000,28622355500,92789936970,10062006,정용기
5852391000.0000,5852391000,5852391000,5852391000,10027853,민준기
6875215500.0000,4159767500,9590663500,13750431000,10028466,박광춘
5830851131.5000,5012916263,6648786000,11661702263,10031397,변혁
6993165700.0000,312851500,12531840500,34965828500,10040587,신정원
9471138230.0000,9471138230,9471138230,9471138230,20222515,심하은
7605231582.3333,1137666247,13720377000,22815694747,10054464,윤재구
23130188893.0000,23130188893,23130188893,23130188893,10054323,윤석훈
14079513199.8000,3837152000,25411823400,70397565999,20111250,유하
1977196563.0000,1977196563,1977196563,1977196563,20152031,유원상
8085552940.0000,6385937880,9785168000,16171105880,20147149,김광태
37654858000.0000,37654858000,37654858000,37654858000,20184034,김용훈
2886902500.0000,2886902500,2886902500,2886902500,20188892,이영아
216276800.0000,216276800,216276800,216276800,20219087,박준형
7424957700.0000,7424957700,7424957700,7424957700,20221207,"오카와라 료"
4158738000.0000,4158738000,4158738000,4158738000,10057393,이종용
8101678118.0000,1777803000,19174920500,32406712472,10040668,신한솔
1074486100.0000,1074486100,1074486100,1074486100,20112333,송윤희
4775472018.5000,2564487300,6986456737,9550944037,20188569,손용호
2195870500.0000,2195870500,2195870500,2195870500,10079465,"웬 무이"
384800000.0000,384800000,384800000,384800000,20191153,최경석
284650500.0000,284650500,284650500,284650500,20213186,배성상
17361815332.0000,17361815332,17361815332,17361815332,10030346,백운학
308882000.0000,308882000,308882000,308882000,10061970,정영배
9471138230.0000,9471138230,9471138230,9471138230,20218826,"만스 베르다스"
1098876387.6667,349943500,1977196563,3296629163,10029380,박찬옥
978382500.0000,978382500,978382500,978382500,20218639,허윤희
5361811241.2857,476386500,21442169144,37532678689,10061758,정범식
9072737842.0000,9072737842,9072737842,9072737842,20218614,강보경
9072737842.0000,9072737842,9072737842,9072737842,20218612,최수녕
9072737842.0000,9072737842,9072737842,9072737842,20218611,임민혁
58068236865.0000,58068236865,58068236865,58068236865,20218610,박지은
476386500.0000,476386500,476386500,476386500,10029120,박재식
3617228000.0000,3617228000,3617228000,3617228000,10006044,김청기
9072737842.0000,9072737842,9072737842,9072737842,10031384,변준석
369339300.0000,369339300,369339300,369339300,10064691,"알렉스 윈클레어"
39602995500.0000,39602995500,39602995500,39602995500,20127463,최시영
2956397623.0000,2956397623,2956397623,2956397623,20217948,손보경
2195709100.0000,2195709100,2195709100,2195709100,10058032,이항배
4562192000.0000,1073144500,8051239500,9124384000,20173661,이필립
746323500.0000,746323500,746323500,746323500,20217449,강루
27007303900.0000,27007303900,27007303900,27007303900,20217448,"지안귀도 스피넬리"
1913087600.0000,1913087600,1913087600,1913087600,20214546,정상수
978382500.0000,978382500,978382500,978382500,20217366,"주하 히피"
13446137500.0000,13446137500,13446137500,13446137500,10054716,이강천
3068195600.0000,3068195600,3068195600,3068195600,10060672,장훈
4562192000.0000,1073144500,8051239500,9124384000,20189538,정승현
6330669900.0000,6330669900,6330669900,6330669900,10004760,김수용
22256769300.0000,22256769300,22256769300,22256769300,10072851,최하원
533489500.0000,447691500,619287500,1066979000,20113255,이근우
25937216000.0000,25937216000,25937216000,25937216000,10012433,"델머 데이브스"
17653752500.0000,17653752500,17653752500,17653752500,10061882,정소영
3511102500.0000,3511102500,3511102500,3511102500,20147135,안승혁
26254051292.5000,2309055500,91431950670,105016205170,10058252,이환경
1977196563.0000,1977196563,1977196563,1977196563,10089518,홍석재
4346511500.0000,4346511500,4346511500,4346511500,20189533,장준엽
978382500.0000,978382500,978382500,978382500,10001384,"바르테크 소잔스키"
5807823500.0000,5807823500,5807823500,5807823500,10040856,심승보
5777895500.0000,5777895500,5777895500,5777895500,10060505,장준석
23130188893.0000,23130188893,23130188893,23130188893,10055865,이상언
2452368566.0000,2452368566,2452368566,2452368566,20214594,홍진솔
2452368566.0000,2452368566,2452368566,2452368566,20214593,최정인
2452368566.0000,2452368566,2452368566,2452368566,20214592,최유슬
2452368566.0000,2452368566,2452368566,2452368566,20214591,김경현
2452368566.0000,2452368566,2452368566,2452368566,20214590,전유림
21774884000.0000,21774884000,21774884000,21774884000,20214313,권혜령
978382500.0000,978382500,978382500,978382500,10022620,"마이크 그린"
292031500.0000,292031500,292031500,292031500,20177701,성준수
13579712500.0000,13579712500,13579712500,13579712500,20133684,신찬비
2789824500.0000,2789824500,2789824500,2789824500,10070267,"진 네글레스코"
9072737842.0000,9072737842,9072737842,9072737842,10032740,"레자 미르카리미"
30825124540.8000,698549500,54035565100,154125622704,10000946,강형철
20242894867.5000,5207878000,36538823500,121457369205,20140752,한동욱
1590807200.0000,1590807200,1590807200,1590807200,10061527,전형준
20158559700.0000,6330669900,33986449500,40317119400,10055333,이만희
361431100.0000,361431100,361431100,361431100,20112027,한혜진
4183658410.5000,3471341321,4895975500,8367316821,10029209,박제현
2405669580.0000,2405669580,2405669580,2405669580,10028647,박범수
15002458500.0000,15002458500,15002458500,15002458500,20143992,정근섭
676141000.0000,676141000,676141000,676141000,20209426,"코시자카 야스시"
7010197126.0000,7010197126,7010197126,7010197126,10079164,"다무라 코우스케"
4376240500.0000,4376240500,4376240500,4376240500,20211887,강사라
4376240500.0000,4376240500,4376240500,4376240500,20211836,안소윤
21774884000.0000,21774884000,21774884000,21774884000,20211834,위승범
3776407000.0000,3776407000,3776407000,3776407000,10090909,"제레미 허쉬"
1488328000.0000,1488328000,1488328000,1488328000,20211833,이승준
2139483000.0000,2139483000,2139483000,2139483000,20207606,김병학
219672300.0000,217973600,221371000,439344600,10058719,임유철
4355592500.0000,4355592500,4355592500,4355592500,20112401,문시현
2421043000.0000,495574500,4346511500,4842086000,10004653,김성홍
8964388750.0000,8769832000,9158945500,17928777500,10006351,김형주
27242041463.0000,27242041463,27242041463,27242041463,20157236,유영선
17968281552.0000,2132943200,28811011456,53904844656,10065847,조범구
7917175726.0000,3865123500,10934307100,23751527178,10072907,최호
6911671960.4444,250534000,27007303900,62205047644,10058053,이해준
348540500.0000,348540500,348540500,348540500,10043984,안해룡
19442577266.8333,2834514800,47102707500,116655463601,10057273,이정범
16238644366.6667,11284912400,22486492000,48715933100,10003851,김대우
648292000.0000,648292000,648292000,648292000,20100264,김진만
830984100.0000,830984100,830984100,830984100,10062231,정주리
22717933923.0000,4750247000,35841769500,90871735692,10004484,김석윤
1084557130.0000,1084557130,1084557130,1084557130,20153417,신재영
2741293385.5000,728085000,4754501771,5482586771,20113801,박상준
11372425278.0000,6306680500,22056966500,45489701112,10005032,김영탁
4358861306.2000,1073144500,8051239500,21794306531,20142138,이도윤
11688465619.0000,11688465619,11688465619,11688465619,10040850,심성보
978382500.0000,978382500,978382500,978382500,20211148,안예지
1534151500.0000,1534151500,1534151500,1534151500,10053694,유상곤
6385937880.0000,6385937880,6385937880,6385937880,20112650,이은영
8204035799.5000,6808882099,9599189500,16408071599,20136883,문인수
1220941000.0000,1220941000,1220941000,1220941000,20166887,"에드먼즈 얀손"
36067171064.0000,36067171064,36067171064,36067171064,10045147,"앨버트 르윈"
1221713500.0000,1221713500,1221713500,1221713500,20209110,"르네 페르즈"
1642407500.0000,1642407500,1642407500,1642407500,20208546,고태욱
1784542300.0000,1784542300,1784542300,1784542300,10056161,이수진
5928169433.0000,5928169433,5928169433,5928169433,10031684,부지영
3694284583.3333,703977000,6792339000,22165707500,10029224,박종영
4441859000.0000,4441859000,4441859000,4441859000,10029406,박철관
13200412500.0000,13200412500,13200412500,13200412500,10061220,전계수
3736083000.0000,2106823000,5365343000,7472166000,10062013,정용주
1491193610.2500,391554441,3860195500,5964774441,10072727,최종현
1970260500.0000,1970260500,1970260500,1970260500,20205246,"에이드리언 노블"
318581827.0000,318581827,318581827,318581827,20113594,강선영
7546414232.1667,1324401000,20618276000,45278485393,10037027,송광호
3443753000.0000,3443753000,3443753000,3443753000,20115721,김달중
309575000.0000,309575000,309575000,309575000,20128775,맹관표
511579300.0000,511579300,511579300,511579300,20192050,"마우리시오 드 라 오르타"
3068195600.0000,3068195600,3068195600,3068195600,20114292,김진무
4282073960.5000,1859615500,9072737842,17128295842,10087753,한지승
284106600.0000,284106600,284106600,284106600,10004056,김명균
3810103000.0000,3810103000,3810103000,3810103000,20147796,김도현
7070122543.5000,5028497000,9111748087,14140245087,10003620,김광식
4310671750.0000,2775697500,5845646000,8621343500,10055344,이명세
8781213667.4000,2076522300,19266319637,43906068337,10006129,김태윤
347980800.0000,347980800,347980800,347980800,20179021,박창진
3283310800.0000,3283310800,3283310800,3283310800,20111790,"피터 레페니오티스"
29894157890.0000,29894157890,29894157890,29894157890,20111735,이재규
43488814535.0000,43488814535,43488814535,43488814535,10064077,"제임스 마쉬"
8321175000.0000,8321175000,8321175000,8321175000,10056931,이유빈
9111748087.0000,9111748087,9111748087,9111748087,10056829,이용호
470675000.0000,470675000,470675000,470675000,10002569,권혜민
2558112300.0000,2558112300,2558112300,2558112300,10072725,최종태
9129913400.0000,773088000,13579712500,45649567000,20160047,최원경
656849000.0000,656849000,656849000,656849000,20185379,이기욱
36985578499.0000,36985578499,36985578499,36985578499,10062186,정재웅
10112720751.5000,3474239000,16751202503,20225441503,10053955,유정환
7519725650.0000,3311591000,11727860300,15039451300,20111312,유성엽
10502771200.0000,1490000000,30037161000,52513856000,20125795,임상윤
13844624000.0000,13844624000,13844624000,13844624000,10034568,"아칸 사타예브"
271945300.0000,271945300,271945300,271945300,20112043,박찬경
1246420500.0000,1246420500,1246420500,1246420500,20120528,강세진
3396292000.0000,3396292000,3396292000,3396292000,10058117,이현종
92769309750.0000,91872987000,93665632500,185538619500,10045404,"앙드레 테시네"
4639709300.0000,4639709300,4639709300,4639709300,10029065,박은형
511579300.0000,511579300,511579300,511579300,20191806,박태동
4238203934.7500,1453890000,6792339000,16952815739,20134129,조용선
9807963501.0000,9807963501,9807963501,9807963501,10012198,"데이빗 핀처"
1114062000.0000,1114062000,1114062000,1114062000,10045760,"앤 폰테인"
1260533864.0000,1260533864,1260533864,1260533864,20153388,조영준
369339300.0000,369339300,369339300,369339300,10006617,"끌로드 밀러"
10060239500.0000,10060239500,10060239500,10060239500,10039306,"스티븐 E. 드 수자"
392591200.0000,392591200,392591200,392591200,10038217,"스콧 데릭슨"
9590663500.0000,9590663500,9590663500,9590663500,10048487,"에밀리오 에스테베즈"
642352000.0000,642352000,642352000,642352000,10028547,박대영
3460497800.0000,3460497800,3460497800,3460497800,20159406,이은상
1123934000.0000,1123934000,1123934000,1123934000,20144020,정성락
456077000.0000,456077000,456077000,456077000,20189541,변성진
1137666247.0000,1137666247,1137666247,1137666247,10067926,"존 베리"
2264371633.3333,1438331800,3286151000,6793114900,20143761,한승훈
360833100.0000,360833100,360833100,360833100,10033029,"비주 비스와나스"
7835485400.0000,7835485400,7835485400,7835485400,20189128,류보라
9471138230.0000,9471138230,9471138230,9471138230,10019317,"리 스탠리"
21393452647.0000,21393452647,21393452647,21393452647,10068625,"존 허프"
13275284081.0000,5970851500,20579716662,26550568162,10026359,"모리타 요시미츠"
6481379657.0000,6481379657,6481379657,6481379657,10031655,"부다뎁 다스굽타"
9048938250.7647,542739500,28638460100,307663900526,10000783,강우석
10986717422.6000,285182500,48700887413,54933587113,10060556,장철수
9202926523.3333,6768135000,12302961500,27608779570,10005097,김용균
4327981287.6667,1583312500,8836144063,12983943863,10057717,이철하
10983360320.6667,8572344462,13287054000,32950080962,10042824,안권태
1159253000.0000,1159253000,1159253000,1159253000,10085115,"프루트 챈"
2090877200.0000,2090877200,2090877200,2090877200,20188750,"프라카시 자"
748936684.0000,748936684,748936684,748936684,10074133,"카탈린 괴드뢰스"
2108596800.0000,2108596800,2108596800,2108596800,10068301,"존 카프카"
7983184500.0000,7983184500,7983184500,7983184500,10068535,"존 플린"
412776750.0000,214133500,611420000,825553500,10040681,신현원
357352000.0000,357352000,357352000,357352000,10027791,민백두
636285500.0000,636285500,636285500,636285500,10052582,"월터 리마 주니어"
12742367415.0000,315291000,34881330905,89196571905,20159254,오윤석
1084557130.0000,1084557130,1084557130,1084557130,10079356,"스즈이 타카유키"
3122965500.0000,3122965500,3122965500,3122965500,10081422,"트리트 윌리엄스"
1470927500.0000,1470927500,1470927500,1470927500,10088237,허원
1201963479.0000,1201963479,1201963479,1201963479,10022626,"마이크 니콜스"
340297960.0000,340297960,340297960,340297960,10078157,"클라우디아 토마즈"
6132877000.0000,6132877000,6132877000,6132877000,10079920,"테오도로스 앙겔로플로스"
3333808000.0000,3333808000,3333808000,3333808000,10016909,"로버트 이스코브"
19967462500.0000,19967462500,19967462500,19967462500,10017730,"로저 미첼"
1172970000.0000,1172970000,1172970000,1172970000,10055906,이상철
4702050750.0000,4586849000,4817252500,9404101500,10040487,신아가
7737599000.0000,7737599000,7737599000,7737599000,10041121,"아녜스 바르다"
6253550500.0000,5714762000,6792339000,12507101000,10087738,한종훈
304884500.0000,304884500,304884500,304884500,20112662,이사무엘
2188841600.0000,387323000,3990360200,4377683200,10004423,김상우
12928232796.4000,1470927500,17653752500,64641163982,10002283,국동석
285182500.0000,285182500,285182500,285182500,20141449,고락중
2813074600.0000,2813074600,2813074600,2813074600,10057304,이정원
6330669900.0000,6330669900,6330669900,6330669900,20145264,"리치 코원"
3810103000.0000,3810103000,3810103000,3810103000,10080763,"타카나리 마호코"
1534151500.0000,1534151500,1534151500,1534151500,10043843,"안토니아 버드"
1137666247.0000,1137666247,1137666247,1137666247,10081865,"팀 파이웰"
58068236865.0000,58068236865,58068236865,58068236865,10085569,"피오트르 트자스칼스키"
495574500.0000,495574500,495574500,495574500,20185555,배현지
17038639000.0000,17038639000,17038639000,17038639000,10007487,남궁선
227941500.0000,227941500,227941500,227941500,10046942,양선우
21774884000.0000,21774884000,21774884000,21774884000,10062251,정지연
369339300.0000,369339300,369339300,369339300,10079413,"타키타 요지로"
3460460230.0000,3460460230,3460460230,3460460230,10002887,"그렉 다니엘스"
3460460230.0000,3460460230,3460460230,3460460230,10075936,"켄 콰피스"
746323500.0000,746323500,746323500,746323500,20185047,"로버트 로벨"
806774100.0000,227941500,1258000500,2420322300,20141134,권영락
8962782199.6667,6808882099,12659065000,26888346599,10054329,윤선희
5786408669.6667,1424995500,12811265009,17359226009,10062208,정정화
315291000.0000,315291000,315291000,315291000,20129750,남택수
6315244000.0000,6315244000,6315244000,6315244000,10042478,"에이슬링 월쉬"
978382500.0000,978382500,978382500,978382500,20184539,"케빈 마나치"
978382500.0000,978382500,978382500,978382500,20184538,"위고 비앙브뉘"
3790477000.0000,3790477000,3790477000,3790477000,20114312,양정호
1137666247.0000,1137666247,1137666247,1137666247,10016593,"로버트 레드포드"
12659065000.0000,12659065000,12659065000,12659065000,10041471,"아두르 고팔라크리쉬난"
5261350643.3333,947570700,9471138230,15784051930,10005983,김창래
495574500.0000,495574500,495574500,495574500,20184068,김유정
21242367145.0000,21242367145,21242367145,21242367145,20127963,변해운
9495239750.0000,531276500,18459203000,18990479500,10031365,변영주
380012644.0000,380012644,380012644,380012644,10029649,반주영
594260900.0000,594260900,594260900,594260900,10022589,마위호
3222101031.0000,3222101031,3222101031,3222101031,10047264,"어윈 윙클러"
5754065300.0000,5754065300,5754065300,5754065300,10070381,진가상
3630557000.0000,3630557000,3630557000,3630557000,10068073,"존 스톡웰"
8321175000.0000,8321175000,8321175000,8321175000,20129092,박재웅
1208282000.0000,1208282000,1208282000,1208282000,10072451,최양일
24509278305.0000,24509278305,24509278305,24509278305,10083870,"폴 페이그"
362910000.0000,362910000,362910000,362910000,20112075,김건
3810103000.0000,3810103000,3810103000,3810103000,10073254,"카네코 후미노리"
3860195500.0000,3860195500,3860195500,3860195500,10028585,박루슬란
20597497600.0000,20597497600,20597497600,20597497600,10043369,안성곤
821271100.0000,821271100,821271100,821271100,20115123,"티보 타카스"
4912658515.0000,4912658515,4912658515,4912658515,10073546,"카를로스 사우라"
5425523900.0000,958576600,9356404500,21702095600,10006353,김형준
3460460230.0000,3460460230,3460460230,3460460230,10048860,"에이미 헥커링"
4138207515.0000,4138207515,4138207515,4138207515,10050865,"오오쿠 아키코"
1430079500.0000,1430079500,1430079500,1430079500,20136859,이주헌
3520619166.6667,1067080000,5939840500,10561857500,20111601,김태경
4148605049.5000,1488328000,6808882099,8297210099,10005148,김용한
9072737842.0000,9072737842,9072737842,9072737842,10046602,"마키하라 료타로"
24926626959.2000,2961381000,88908642769,124633134796,10072983,추창민
14670355000.0000,14670355000,14670355000,14670355000,20113131,김선아
31461081800.0000,9038167500,66014775400,94383245400,10004151,김미정
2131403124.0000,1313457500,2949348748,4262806248,10003947,김동빈
8061739452.8000,636285500,32175400664,40308697264,10003753,김길형
48844889501.0000,48844889501,48844889501,48844889501,20179725,"페르난도 코르티조"
8481085366.6667,3511102500,11664597600,25443256100,10061917,정승구
251176500.0000,251176500,251176500,251176500,10059405,"자크 리베트"
921126000.0000,303851500,1538400500,1842252000,10002240,구자홍
6387624250.0000,750901000,9621468000,38325745500,20113871,고석진
285969000.0000,285969000,285969000,285969000,10050107,"오노 사야카"
13446137500.0000,13446137500,13446137500,13446137500,10073811,"카비르 바티아"
1651122533.0000,1651122533,1651122533,1651122533,10078409,"끌로드 를르슈"
5339725500.0000,5339725500,5339725500,5339725500,10004597,김성수
24509278305.0000,24509278305,24509278305,24509278305,20128609,이승준
4346511500.0000,4346511500,4346511500,4346511500,10018065,"론 하워드"
20579716662.0000,20579716662,20579716662,20579716662,20173550,"사토 케이이치"
3850241300.0000,3850241300,3850241300,3850241300,10020721,"릭 슈로더"
601853500.0000,601853500,601853500,601853500,10078916,"킴벌리 피어스"
12467884124.0000,4895975500,26380710000,49871536496,10040658,신태라
1928502500.0000,1928502500,1928502500,1928502500,10039672,"스파이크 리"
27248705990.0000,27248705990,27248705990,27248705990,10086667,"하기우다 코지"
56322098349.0000,56322098349,56322098349,56322098349,10031745,"브라이언 굿맨"
384127000.0000,384127000,384127000,384127000,10034111,"사미라 마흐말마프"
6687636000.0000,6687636000,6687636000,6687636000,10057531,"이즈츠 카즈유키"
367328500.0000,367328500,367328500,367328500,20177881,"히즈엠티 선교회"
360833100.0000,360833100,360833100,360833100,10080135,"토니 스콧"
5110555000.0000,5110555000,5110555000,5110555000,10062335,정초신
2886902500.0000,2886902500,2886902500,2886902500,10035303,심가상
3627352500.0000,3627352500,3627352500,3627352500,10036948,손태웅
4376240500.0000,4376240500,4376240500,4376240500,20176236,전소현
1159253000.0000,1159253000,1159253000,1159253000,10027427,"미이케 다카시"
21393452647.0000,21393452647,21393452647,21393452647,20175780,"피터 바닐라"
1740340000.0000,1740340000,1740340000,1740340000,10072489,최영태
13376765000.0000,13287054000,13466476000,26753530000,20135269,조은성
23095831460.0000,354839000,54035565100,115479157300,10043339,안병기
776385500.0000,776385500,776385500,776385500,20154489,박민
2376146100.0000,2376146100,2376146100,2376146100,10001291,"게오르그 쒸제벨"
5444560833.3333,1077451000,13844624000,16333682500,20156933,김재민
3243858000.0000,354839000,6132877000,6487716000,20031968,정종훈
65759438650.0000,64802996000,66715881300,131518877300,20173908,유사우
2775697500.0000,2775697500,2775697500,2775697500,20173650,"토니 바비에리"
