기간별 박스오피스 검색 리스트(2012.2 - 2018.7),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
rank,movieNm,movieCd,profit,profitPercent,profitAcc,audiCnt,audiAcc,scrnCnt,showCnt,nation,nations,maker,provier,rating , genre,director,actor
1795,키즈모노가타리 III : 냉혈편,2017-05-18,88623000,0,88623000,11302,11302,81,1055,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,드라마,액션,판타지",신보 아키유키,"카미야 히로시,사카모토 마아야,호리에 유이,사쿠라이 타카히로"
1796,카이트,2015-06-11,66844000,0,66844000,11287,11287,50,147,미국,미국,,(주)누리픽쳐스,청소년관람불가,"범죄,액션",랄프 지만,"사무엘 L. 잭슨,인디아 아이슬리,캘런 맥오리피"
1797,에이미,2015-11-05,93341400,0,93341400,11284,11284,31,623,영국,영국,,주식회사 더쿱,청소년관람불가,다큐멘터리,아시프 카파디아,"에이미 와인하우스,마크 론슨,피트 도허티"
1798,곤충왕국 3D,2014-08-14,84825300,0,84825300,11263,11263,39,446,한국,한국,(주)MBC,골든타이드픽처스(주),전체관람가,다큐멘터리,"김진만,김정민","김성주,김민국,김민율"
1799,밤쉘,2018-06-07,86536330,0,86536330,11226,11226,36,871,미국,미국,,(주)영화사 그램,15세이상관람가,다큐멘터리,알렉산드라 딘,헤디 라머
1800,세일즈맨,2017-05-11,84774800,0,84774800,11203,11203,55,873,이란,"이란,프랑스",,찬란,15세이상관람가,드라마,아쉬가르 파르하디,"샤하브 호세이니,타라네 앨리두스티"
1801,엔드 오브 왓치,2012-12-06,82712500,0,82712500,11199,11199,54,1077,미국,미국,,(주)인벤트스톤,청소년관람불가,"범죄,드라마,미스터리,스릴러,액션",데이비드 에이어,"제이크 질렌할,마이클 페나"
1802,와즈다,2014-06-19,80387200,0,80387200,11197,11197,51,1012,기타,"기타,독일",,(주)프레인글로벌,전체관람가,드라마,하이파 알-만수르,와드 모하메드
1803,우리는 같은 꿈을 꾼다,2017-11-30,87299100,0,87299100,11181,11181,37,723,헝가리,헝가리,,찬란,청소년관람불가,드라마,일디코 엔예디,"게자 모르산이,알렉상드라 보르벨리"
1804,몽키킹2: 서유기 여정의 시작,2016-05-19,49195600,0,49195600,11174,11174,54,425,중국,중국,,THE 픽쳐스,12세이상관람가,"액션,판타지",정보서,"곽부성,공리,풍소봉,진혜림"
1805,라우더 댄 밤즈,2016-10-27,89283700,0,89283700,11143,11143,55,913,노르웨이,"노르웨이,프랑스,덴마크",,그린나래미디어(주),15세이상관람가,드라마,요아킴 트리에,"제시 아이젠버그,이자벨 위페르,가브리엘 번"
1806,더 미드와이프,2018-03-22,82443400,0,84973500,10791,11116,90,1071,프랑스,프랑스,,"(주)더블앤조이픽쳐스,(주)브리즈픽처스",15세이상관람가,"드라마,코미디",마르탱 프로보스트,"까뜨린느 프로,까뜨린느 드뇌브"
1807,말리,2012-08-02,82679500,0,82679500,11073,11073,13,389,미국,"미국,영국",,CGV아트하우스,12세이상관람가,"드라마,다큐멘터리",케빈 맥도널드,
1808,미래는 고양이처럼,2012-05-17,86157500,0,89938500,10637,11065,17,508,미국,"미국,독일",,(주)티캐스트,청소년관람불가,드라마,미란다 줄리,"미란다 줄리,해미쉬 링클레이터,데이빗 워숍스키,캐슬린 가티"
1809,파리 폴리,2015-02-26,85132500,0,85132500,11060,11060,26,610,프랑스,프랑스,,(주)티캐스트콘텐츠허브,15세이상관람가,드라마,마르끄 피투시,"이자벨 위페르,장 피에르 다루셍"
1810,"사랑해, 매기",2016-07-27,79913000,0,82913000,10676,11051,66,704,멕시코,멕시코,,와이드 릴리즈(주),15세이상관람가,"코미디,드라마",유지니오 델베즈,유지니오 델베즈
1811,블러바드,2015-08-13,86642300,0,86642300,11048,11048,22,634,미국,미국,,"(주)씨타마운틴픽쳐스,TCO(주)더콘텐츠온",15세이상관람가,드라마,디토 몬티엘,"로빈 윌리엄스,로베르토 어과이어,캐시 베이커,봅 오덴커크"
1812,바티칸 뮤지엄,2015-01-08,106215500,0,106215500,11027,11027,51,587,이탈리아,이탈리아,,(주)팝엔터테인먼트,전체관람가,다큐멘터리,루카 드 마타,채시라
1813,두 번째 스물,2016-11-03,83730700,0,83730700,10984,10984,175,1853,한국,한국,민영화사,(주)리틀빅픽쳐스,청소년관람불가,"멜로/로맨스,드라마",박흥식,"김승우,이태란,김민경,김예진,김태환,박성민,차영석"
1814,손오공: 돌원숭이의 탄생,2012-09-13,69621000,0,69621000,10965,10965,83,495,일본,일본,,에이원엔터테인먼트,전체관람가,애니메이션,"스기노 아키오,후미히로 요시무라","안현서,유카"
1815,모래가 흐르는 강,2013-03-28,71055900,0,71055900,10942,10942,20,428,한국,한국,"초록의 공명,(주)시네마달",(주)시네마달,전체관람가,다큐멘터리,지율,
1816,파라노만,2013-02-07,75039000,0,75039000,10942,10942,54,604,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,애니메이션,"샘 펠,크리스 버틀러","레슬리 만,안나 켄드릭,케이시 애플렉"
1817,써드 퍼슨 - 감독판,2015-05-28,87282400,0,87282400,10929,10929,108,1342,미국,미국,,(주)프레인글로벌,청소년관람불가,"드라마,미스터리,멜로/로맨스",폴 해기스,"리암 니슨,밀라 쿠니스,애드리언 브로디,올리비아 와일드,제임스 프랭코"
1818,퇴마전: 마령검의 비밀,2015-08-27,65107000,0,65107000,10922,10922,50,143,중국,"중국,홍콩,미국",,(주)누리픽쳐스,15세이상관람가,판타지,"포덕희,조천우","천쿤,리빙빙,조문선,포패이"
1819,아이스맨,2014-03-27,10178000,0,10518000,10842,10910,20,81,미국,미국,,스크린조이,청소년관람불가,"범죄,드라마,스릴러",아리엘 브로멘,"크리스 에반스,대니 A. 아벡캐저,마이클 섀넌,위노나 라이더"
1820,파워캐치 완다: 버그본의 지구 습격,2017-03-09,86394400,0,86394400,10881,10881,178,760,일본,일본,,"(주)에이원엔터테인먼트,(주)삼지애니메이션",전체관람가,"애니메이션,액션,어드벤처",하시모토 미츠오,
1821,이웃집 스타,2017-09-21,78213300,0,78213300,10854,10854,256,2367,한국,한국,(주)컬처캡코리아,(주)스톰픽쳐스코리아,12세이상관람가,코미디,김성욱,"한채영,진지희,임슬옹,신상열,이현학,안지환"
1822,라이크 크레이지,2018-05-30,81549980,0,81549980,10850,10850,116,1787,미국,미국,,(주)팝엔터테인먼트,"12세이상관람가,15세이상관람가","드라마,멜로/로맨스",드레이크 도레무스,"안톤 옐친,펠리시티 존스,제니퍼 로렌스"
1823,드래곤 기사단,2014-05-01,76918400,0,76918400,10785,10785,91,707,스페인,스페인,,(주)영화사 빅,전체관람가,"애니메이션,판타지","앵겔 이즈퀴에르도,리카르도 라몬",
1824,해피 버스데이,2017-09-28,85700800,0,85700800,10765,10765,81,1020,일본,일본,,(주)티캐스트,전체관람가,"드라마,멜로/로맨스",요시다 야스히로,"미야자키 아오이,하시모토 아이,유스케 산타마리아"
1825,레더페이스,2018-01-25,32177900,0,32177900,10744,10744,37,250,캐나다,캐나다,,(주)드림팩트엔터테인먼트,청소년관람불가,"공포(호러),스릴러","알렉상드르 뷔스티요,줄리엔 모리","스티븐 도프,릴리 테일러"
1826,제 7기사단,2015-09-10,80160964,0,80160964,10710,10710,95,1155,한국,"한국,미국",(주)루카프로덕션,메가박스중앙(주)플러스엠,15세이상관람가,"액션,어드벤처",키리야 카즈아키,"클라이브 오웬,모건 프리먼,안성기,엑셀 헨니,최재현,장한별,장영주,강영묵,김선웅,이상민,박재영,박상욱"
1827,극장판 빰바라빤쮸: 바나나 왕국의 비밀,2017-02-22,76934800,0,76934800,10681,10681,140,1058,일본,일본,,(주)스마일이엔티,전체관람가,"애니메이션,어드벤처",벤피 네코,"김율,황원,사문영,윤세웅"
1828,영웅본색4,2018-03-22,73375200,0,73375200,10659,10659,110,1405,중국,중국,,씨네그루(주)키다리이엔티,15세이상관람가,"액션,스릴러",딩성,"왕대륙,왕카이"
1829,직지코드,2017-06-28,71169700,0,71169700,10639,10639,39,862,한국,한국,(주)아우라픽처스,(주)엣나인필름,전체관람가,다큐멘터리,"우광훈,데이빗 레드먼","김민웅,데이빗 레드먼,명사랑 아네스,성염"
1830,슈퍼레이서 엔지,2015-09-10,73587800,0,73587800,10612,10612,126,694,한국,한국,(주)크레이지버드스튜디오,(주)에이원엔터테인먼트,전체관람가,애니메이션,허선,"손무성,최대한,김재정"
1831,러빙,2017-03-01,81209600,0,81209600,10604,10604,149,1373,미국,"미국,영국",,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"드라마,멜로/로맨스",제프 니콜스,"조엘 에저튼,루스 네가,마이클 섀넌,마튼 초카스,빌 캠프,데이빗 젠슨"
1832,내 이름은 꾸제트,2017-03-09,76615100,0,76615100,10591,10591,232,1043,프랑스,"프랑스,스위스",,(주)스마일이엔티,전체관람가,"애니메이션,가족",클로드 바라스,
1833,아키라,2017-08-31,86224200,0,86224200,10574,10574,71,1107,일본,일본,,"(주)삼지애니메이션,(주)에이원엔터테인먼트",15세이상관람가,"애니메이션,SF",오토모 가츠히로,
1834,백투더 씨,2014-08-21,71452300,0,71452300,10566,10566,85,544,중국,중국,,와이드 릴리즈(주),전체관람가,애니메이션,톰 루,"팀 커리,마크 해밀,크리스찬 슬레이터"
1835,리틀 포레스트 2: 겨울과 봄,2015-05-14,81416544,0,81416544,10557,10557,33,731,일본,일본,,(주)영화사 진진,12세이상관람가,드라마,모리 준이치,"하시모토 아이,마츠오카 마유"
1836,프리 스테이트,2018-02-07,21110000,0,21110000,10541,10541,5,156,미국,미국,,(주)드림팩트엔터테인먼트,15세이상관람가,"액션,전쟁,드라마",게리 로스,"매튜 매커너히,케리 러셀,구구 바샤-로"
1837,최악의 이웃과 사랑에 빠지는 방법,2016-04-07,84288300,0,84288300,10523,10523,121,1275,프랑스,프랑스,,와이드 릴리즈(주),12세이상관람가,"멜로/로맨스,코미디",클로비스 코르니악,"클로비스 코르니악,멜라니 베니어"
1838,추적자,2014-03-06,6310000,0,6310000,10502,10502,5,64,일본,일본,,스크린조이,청소년관람불가,"범죄,드라마,액션",무로가 아츠시,"양동근,오자와 히토시,이기우"
1839,어 퍼펙트 데이,2017-09-21,73150400,0,73150400,10488,10488,76,942,스페인,스페인,,(주)마노엔터테인먼트,15세이상관람가,드라마,페르난도 레온 데 아라노아,"베니치오 델 토로,팀 로빈스,올가 쿠릴렌코,멜라니 티에리"
1840,5.18 힌츠페터 스토리,2018-05-17,72036600,0,72036600,10462,10462,119,1250,한국,한국,KBS,(주)드림팩트엔터테인먼트,12세이상관람가,다큐멘터리,장영주,"위르겐 힌츠페터,조성하"
1841,트라이브,2015-01-29,80504900,0,80504900,10392,10392,30,607,우크라이나,"우크라이나,네덜란드",,오드,청소년관람불가,드라마,미로슬라브 슬라보슈비츠키,"그레고리브 페센코,야나 노비코바"
1842,리바이어던,2015-03-19,81141500,0,81141500,10380,10380,25,605,러시아,러시아,,오드,청소년관람불가,"가족,드라마",안드레이 즈비아긴체프,"알렉세이 세레브리야코프,엘레나 리야도바"
1843,로봇 앤 프랭크,2013-01-17,69243000,0,69243000,10379,10379,38,553,미국,미국,,(주)마인스 엔터테인먼트,12세이상관람가,"코미디,드라마,SF",제이크 슈레이어,"프랭크 란젤라,제임스 마스던,리브 타일러,수잔 서랜든,리브 슈라이버"
1844,빅토리아 & 압둘,2017-10-25,73487278,0,73487278,10366,10366,144,1444,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,스티븐 프리어스,주디 덴치
1845,당신에게도 사랑이 다시 찾아올까요?,2013-10-17,70430500,0,70430500,10328,10328,104,1351,미국,미국,,(주)영화사 빅,15세이상관람가,"멜로/로맨스,드라마",가브리엘 무치노,"제라드 버틀러,제시카 비엘,우마 서먼,캐서린 제타-존스"
1846,천번의 굿나잇,2014-07-03,74148000,0,74148000,10209,10209,26,545,노르웨이,"노르웨이,아일랜드,스웨덴",,(주)마인스 엔터테인먼트,12세이상관람가,드라마,에릭 포페,"줄리엣 비노쉬,니콜라이 코스터 왈도"
1847,바다의 노래: 벤과 셀키요정의 비밀,2016-01-14,71667300,0,71667300,10182,10182,141,1100,아일랜드,"아일랜드,덴마크,벨기에,룩셈부르크,프랑스",,(주)영화사 진진,전체관람가,"애니메이션,가족,판타지",톰 무어,
1848,네루다,2017-05-25,79348200,0,79348200,10164,10164,37,579,칠레,"칠레,아르헨티나,프랑스",,(주)에스와이코마드,청소년관람불가,"스릴러,드라마",파블로 라라인,가엘 가르시아 베르날
1849,일대일,2014-05-22,78745100,0,78745100,10141,10141,53,1506,한국,한국,(주)김기덕 필름,(주)김기덕 필름,청소년관람불가,드라마,김기덕,"마동석,이인경,이이경,김영민,안지혜,최영미,이은우,이종필,김미진,김민진,김종우,김훈영,박경민,박보영,김소현,임화영,박소담,조동인,손종학,김중기"
1850,멜리스,2016-02-11,79592800,0,79592800,10122,10122,141,1449,한국,한국,(주)라임오렌지팩토리,(주)드림팩트엔터테인먼트,15세이상관람가,"공포(호러),스릴러",김용운,"홍수아,임성언,양명헌,김하유,최초우,현봉식,조한선,조덕제,여호민,이창해,정다호,정부자,이윤선"
1851,드래프트 데이,2014-07-10,74216200,0,74216200,10119,10119,82,1088,미국,미국,,(주)영화사 빅,12세이상관람가,드라마,이반 라이트만,"케빈 코스트너,제니퍼 가너"
1852,오버 더 펜스,2017-03-16,79884850,0,79884850,10103,10103,72,1013,일본,일본,,주식회사 씨네룩스,15세이상관람가,드라마,야마시타 노부히로,"오다기리 조,아오이 유우,마츠다 쇼타"
1853,디올 앤 아이,2015-08-06,82214000,0,82214000,10085,10085,21,503,프랑스,프랑스,,(주)영화사 진진,전체관람가,다큐멘터리,프레드릭 청,"라프 시몬스,피테르 뮤리에르,마리옹 꼬띠아르"
1854,모스트 바이어런트,2015-04-02,79118925,0,79118925,10079,10079,71,1061,미국,미국,,(주)영화사 진진,15세이상관람가,범죄,J.C 챈더,"오스카 아이삭,제시카 차스테인"
1855,잉글랜드 이즈 마인,2018-07-05,87774647,0,87774647,10079,10079,42,762,영국,영국,,"(주)싸이더스,무브먼트",12세이상관람가,드라마,마크 길,"잭 로던,제시카 브라운 핀들레이,조디 코머"
1856,나의 어머니,2015-08-20,76821651,0,76821651,10060,10060,30,727,이탈리아,"이탈리아,프랑스",,(주)티캐스트,12세이상관람가,드라마,난니 모레티,"마르게리타 부이,존 터투로,난니 모레티"
1857,어바웃 레이,2016-11-24,73962502,0,73962502,10052,10052,73,1101,미국,미국,,오퍼스픽쳐스,15세이상관람가,"코미디,드라마",게비 델랄,"엘르 패닝,나오미 왓츠,수잔 서랜든"
1858,시소,2016-11-10,74030200,0,74030200,9987,9987,49,635,한국,한국,(주)에스엠 컬처앤콘텐츠,"(주)대명문화공장,(주)리틀빅픽쳐스",전체관람가,다큐멘터리,고희영,"이동우,임재신,김윤태,김진희"
1859,르누아르,2014-02-13,72747400,0,72747400,9952,9952,22,539,프랑스,프랑스,,프리비젼엔터테인먼트,청소년관람불가,드라마,질 부르도스,"미셸 부케,빈센트 로티어스,헬렌 바부"
1860,에델과 어니스트,2018-05-10,82383700,0,82383700,9952,9952,40,761,영국,"영국,룩셈부르크",,(주)영화사 진진,12세이상관람가,"애니메이션,드라마",로저 메인우드,"짐 브로드벤트,브렌다 블레신"
1861,나에게서 온 편지,2013-08-08,72763000,0,72763000,9931,9931,17,348,프랑스,프랑스,,프리비젼엔터테인먼트,12세이상관람가,코미디,카린느 타르디유,"줄리엣 곰버트,안나 르마르샹,아그네스 자우이,드니 포달리데스,이자벨 까레"
