,Unnamed: 0,date,day,movieNm,profit,profitPerc,profitAcc,audiCnt,audiAcc,scrnCnt,showCnt,rainfall,temperature
0,0,2012-07-01,sun,어메이징 스파이더맨,4595645000,0.723,15233119200,509439,1701489,1107,5810,0.0,21.6
1,1,2012-07-01,sun,마다가스카3 : 이번엔 서커스다!,395133000,0.062,11259702500,54273,1446322,398,990,0.0,21.6
2,2,2012-07-01,sun,내 아내의 모든 것,274991000,0.043,32793404000,35473,4395678,237,787,0.0,21.6
3,3,2012-07-01,sun,후궁 : 제왕의 첩,273896500,0.043,18087275500,35447,2458905,316,1216,0.0,21.6
4,4,2012-07-01,sun,캐빈 인 더 우즈,259264000,0.041,997922500,32991,131502,284,1089,0.0,21.6
5,5,2012-07-01,sun,미쓰GO,214119000,0.034,4048154000,28173,553917,292,1095,0.0,21.6
6,6,2012-07-01,sun,아부의 왕,158589000,0.025,3081534500,21222,433131,253,852,0.0,21.6
7,7,2012-07-01,sun,차형사,51719000,0.008,9640469296,7005,1330352,104,264,0.0,21.6
8,8,2012-07-01,sun,락아웃: 익스트림미션,17478000,0.003,3345194500,2313,458088,69,160,0.0,21.6
9,9,2012-07-01,sun,두 번의 결혼식과 한 번의 장례식,15782500,0.002,265716200,1993,35168,34,58,0.0,21.6
10,0,2012-07-02,mon,어메이징 스파이더맨,1331241500,0.653,16564360700,154745,1856234,992,4918,NaN,24.0
11,1,2012-07-02,mon,후궁 : 제왕의 첩,129198000,0.063,18216473500,18838,2477743,309,1333,NaN,24.0
12,2,2012-07-02,mon,내 아내의 모든 것,129481000,0.064,32922885000,18658,4414336,236,880,NaN,24.0
13,3,2012-07-02,mon,캐빈 인 더 우즈,129266000,0.063,1127188500,17956,149458,263,1211,NaN,24.0
14,4,2012-07-02,mon,미쓰GO,93795500,0.046,4141949500,13945,567862,292,1191,NaN,24.0
15,5,2012-07-02,mon,아부의 왕,78081000,0.038,3159615500,12517,445648,278,923,NaN,24.0
16,6,2012-07-02,mon,마다가스카3 : 이번엔 서커스다!,31028000,0.015,11290730500,4335,1450657,179,334,NaN,24.0
17,7,2012-07-02,mon,차형사,25359500,0.012,9665828796,3688,1334040,115,328,NaN,24.0
18,8,2012-07-02,mon,더 레이븐,9952000,0.005,11770000,1548,1851,7,7,NaN,24.0
19,9,2012-07-02,mon,두 개의 달,7936000,0.004,12498000,1312,2046,5,7,NaN,24.0
20,0,2012-07-03,tue,어메이징 스파이더맨,1281616000,0.638,17845976700,149478,2005712,987,4873,25.0,22.7
21,1,2012-07-03,tue,내 아내의 모든 것,140165500,0.07,33063050500,20378,4434714,239,879,25.0,22.7
22,2,2012-07-03,tue,후궁 : 제왕의 첩,132257500,0.066,18348731000,19517,2497260,306,1344,25.0,22.7
23,3,2012-07-03,tue,캐빈 인 더 우즈,131446500,0.065,1258635000,18446,167904,262,1227,25.0,22.7
24,4,2012-07-03,tue,미쓰GO,88875000,0.044,4230824500,13175,581037,290,1174,25.0,22.7
25,5,2012-07-03,tue,아부의 왕,74335000,0.037,3233950500,11234,456882,275,933,25.0,22.7
26,6,2012-07-03,tue,마다가스카3 : 이번엔 서커스다!,36524500,0.018,11327255000,5317,1455974,186,348,25.0,22.7
27,7,2012-07-03,tue,차형사,25521500,0.013,9691350296,3673,1337713,112,323,25.0,22.7
28,8,2012-07-03,tue,두 개의 문,10681800,0.005,130604500,1621,18171,26,52,25.0,22.7
29,9,2012-07-03,tue,연가시,10003000,0.005,30637000,1429,4236,7,7,25.0,22.7
30,0,2012-07-04,wed,어메이징 스파이더맨,1295085000,0.642,19141061700,152566,2158278,989,4878,0.3,24.4
31,1,2012-07-04,wed,내 아내의 모든 것,141670000,0.07,33204720500,20525,4455239,247,889,0.3,24.4
32,2,2012-07-04,wed,후궁 : 제왕의 첩,130773500,0.065,18479504500,19038,2516298,313,1317,0.3,24.4
33,3,2012-07-04,wed,캐빈 인 더 우즈,126348500,0.063,1384983500,17635,185539,264,1227,0.3,24.4
34,4,2012-07-04,wed,아부의 왕,80729500,0.04,3314680000,12263,469145,282,934,0.3,24.4
35,5,2012-07-04,wed,미쓰GO,80546000,0.04,4311370500,11822,592859,285,1169,0.3,24.4
36,6,2012-07-04,wed,마다가스카3 : 이번엔 서커스다!,42075500,0.021,11369330500,6227,1462201,186,357,0.3,24.4
37,7,2012-07-04,wed,차형사,31773000,0.016,9723123296,4763,1342476,117,335,0.3,24.4
38,8,2012-07-04,wed,두 개의 문,13486000,0.007,144090500,1953,20124,28,51,0.3,24.4
39,9,2012-07-04,wed,락아웃: 익스트림미션,9894000,0.005,3371696000,1432,461879,79,189,0.3,24.4
40,0,2012-07-05,thur,연가시,1340818500,0.408,1371455500,191274,195510,515,2691,72.0,22.7
41,1,2012-07-05,thur,어메이징 스파이더맨,1248601500,0.38,20389663200,149364,2307642,836,4044,72.0,22.7
42,2,2012-07-05,thur,더 레이븐,133077500,0.04,149701500,18886,21546,250,1172,72.0,22.7
43,3,2012-07-05,thur,내 아내의 모든 것,103272500,0.031,33307993000,15036,4470275,178,529,72.0,22.7
44,4,2012-07-05,thur,후궁 : 제왕의 첩,100559000,0.031,18580063500,14804,2531102,256,791,72.0,22.7
45,5,2012-07-05,thur,미드나잇 인 파리,97261000,0.03,131775000,13947,18664,171,512,72.0,22.7
46,6,2012-07-05,thur,헤이와이어,48908500,0.015,50710500,7147,7433,193,776,72.0,22.7
47,7,2012-07-05,thur,모모와 다락방의 wed상한 요괴들,46445500,0.014,79465500,6883,12164,195,440,72.0,22.7
48,8,2012-07-05,thur,캐빈 인 더 우즈,42498500,0.013,1427482000,5816,191355,181,499,72.0,22.7
49,9,2012-07-05,thur,아부의 왕,24091500,0.007,3338771500,3643,472788,99,243,72.0,22.7
50,0,2012-07-06,fri,연가시,1858637000,0.412,3230092500,258019,453529,590,2978,102.5,20.9
51,1,2012-07-06,fri,어메이징 스파이더맨,1801791500,0.4,22191454700,212497,2520139,868,4190,102.5,20.9
52,2,2012-07-06,fri,더 레이븐,151371000,0.034,301072500,20114,41660,264,1204,102.5,20.9
53,3,2012-07-06,fri,미드나잇 인 파리,131106566,0.029,262881566,17414,36078,170,520,102.5,20.9
54,4,2012-07-06,fri,내 아내의 모든 것,126198500,0.028,33434191500,17273,4487548,184,538,102.5,20.9
55,5,2012-07-06,fri,후궁 : 제왕의 첩,119970000,0.027,18700033500,16431,2547533,253,779,102.5,20.9
56,6,2012-07-06,fri,헤이와이어,62212561,0.014,112923061,8610,16043,200,786,102.5,20.9
57,7,2012-07-06,fri,모모와 다락방의 wed상한 요괴들,55121500,0.012,134587000,7913,20077,200,434,102.5,20.9
58,8,2012-07-06,fri,캐빈 인 더 우즈,50988500,0.011,1478470500,6511,197866,185,507,102.5,20.9
59,9,2012-07-06,fri,아부의 왕,30747500,0.007,3369519000,4368,477156,101,253,102.5,20.9
60,0,2012-07-07,sat,어메이징 스파이더맨,3905609664,0.444,26097064364,461584,2981723,899,4582,NaN,24.8
61,1,2012-07-07,sat,연가시,3326289164,0.378,6556381664,459118,912647,754,3732,NaN,24.8
62,2,2012-07-07,sat,모모와 다락방의 wed상한 요괴들,305381500,0.035,439968500,46231,66308,241,628,NaN,24.8
63,3,2012-07-07,sat,마다가스카3 : 이번엔 서커스다!,280645500,0.032,11693264500,40087,1508838,243,656,NaN,24.8
64,4,2012-07-07,sat,더 레이븐,197581000,0.022,498653500,25819,67479,263,987,NaN,24.8
65,5,2012-07-07,sat,미드나잇 인 파리,186518031,0.021,449399597,24211,60289,189,494,NaN,24.8
66,6,2012-07-07,sat,내 아내의 모든 것,165046000,0.019,33599237500,21919,4509467,169,457,NaN,24.8
67,7,2012-07-07,sat,후궁 : 제왕의 첩,127744500,0.015,18827778000,16893,2564426,214,564,NaN,24.8
68,8,2012-07-07,sat,헤이와이어,75156263,0.009,188079324,10495,26538,197,588,NaN,24.8
69,9,2012-07-07,sat,캐빈 인 더 우즈,66322000,0.008,1544792500,8295,206161,161,376,NaN,24.8
70,0,2012-07-08,sun,연가시,3044326000,0.397,9600707664,416659,1329306,759,3701,NaN,25.8
71,1,2012-07-08,sun,어메이징 스파이더맨,3268666000,0.426,29365730364,387876,3369599,887,4387,NaN,25.8
72,2,2012-07-08,sun,모모와 다락방의 wed상한 요괴들,327957500,0.043,767926000,49080,115388,253,658,NaN,25.8
73,3,2012-07-08,sun,마다가스카3 : 이번엔 서커스다!,279628500,0.036,11972893000,39339,1548177,248,652,NaN,25.8
74,4,2012-07-08,sun,미드나잇 인 파리,155914000,0.02,605313597,20414,80703,189,484,NaN,25.8
75,5,2012-07-08,sun,더 레이븐,156093000,0.02,654746500,20389,87868,265,917,NaN,25.8
76,6,2012-07-08,sun,내 아내의 모든 것,127705500,0.017,33726943000,16978,4526445,174,433,NaN,25.8
77,7,2012-07-08,sun,후궁 : 제왕의 첩,84528500,0.011,18912306500,11147,2575573,218,519,NaN,25.8
78,8,2012-07-08,sun,헤이와이어,56465500,0.007,244544824,7714,34252,191,538,NaN,25.8
79,9,2012-07-08,sun,캐빈 인 더 우즈,48321500,0.006,1593114000,6069,212230,153,347,NaN,25.8
80,0,2012-07-09,mon,연가시,1307719500,0.526,10908427164,185861,1515167,620,3331,NaN,26.3
81,1,2012-07-09,mon,어메이징 스파이더맨,729665000,0.293,30095395364,88309,3457908,786,3797,NaN,26.3
82,2,2012-07-09,mon,미드나잇 인 파리,91486500,0.037,696800097,13048,93751,185,553,NaN,26.3
83,3,2012-07-09,mon,더 레이븐,76394500,0.031,731141000,10929,98797,254,978,NaN,26.3
84,4,2012-07-09,mon,내 아내의 모든 것,63209500,0.025,33790152500,9202,4535647,180,526,NaN,26.3
85,5,2012-07-09,mon,후궁 : 제왕의 첩,54758000,0.022,18967064500,8056,2583629,256,719,NaN,26.3
86,6,2012-07-09,mon,모모와 다락방의 wed상한 요괴들,35475000,0.014,803401000,5212,120600,197,431,NaN,26.3
87,7,2012-07-09,mon,헤이와이어,27353000,0.011,271897824,4106,38358,192,613,NaN,26.3
88,8,2012-07-09,mon,캐빈 인 더 우즈,23965000,0.01,1617079000,3309,215539,176,412,NaN,26.3
89,9,2012-07-09,mon,아부의 왕,13430000,0.005,3449845000,2002,488545,92,207,NaN,26.3
90,0,2012-07-10,tue,연가시,1468250500,0.528,12376677664,211946,1727113,647,3383,6.5,25.9
91,1,2012-07-10,tue,어메이징 스파이더맨,798037500,0.287,30893432864,99086,3556994,794,3742,6.5,25.9
92,2,2012-07-10,tue,미드나잇 인 파리,101768500,0.037,798568597,14695,108446,185,554,6.5,25.9
93,3,2012-07-10,tue,더 레이븐,80432500,0.029,811573500,11526,110323,251,991,6.5,25.9
94,4,2012-07-10,tue,내 아내의 모든 것,70095000,0.025,33860247500,10273,4545920,182,524,6.5,25.9
95,5,2012-07-10,tue,후궁 : 제왕의 첩,59600000,0.021,19026664500,8980,2592609,253,718,6.5,25.9
96,6,2012-07-10,tue,모모와 다락방의 wed상한 요괴들,44827000,0.016,848228000,6750,127350,206,451,6.5,25.9
97,7,2012-07-10,tue,헤이와이어,26669500,0.01,298567324,3901,42259,183,591,6.5,25.9
98,8,2012-07-10,tue,캐빈 인 더 우즈,26666000,0.01,1643745000,3688,219227,180,425,6.5,25.9
99,9,2012-07-10,tue,두 개의 문,15608500,0.006,233337200,2517,33215,44,75,6.5,25.9
100,0,2012-07-11,wed,연가시,1315703000,0.505,13692380664,189191,1916304,656,3427,8.0,23.3
101,1,2012-07-11,wed,어메이징 스파이더맨,743880000,0.285,31637312864,91521,3648515,785,3725,8.0,23.3
102,2,2012-07-11,wed,미드나잇 인 파리,116540000,0.045,915108597,16628,125074,189,549,8.0,23.3
103,3,2012-07-11,wed,더 레이븐,89667000,0.034,901240500,12723,123046,245,981,8.0,23.3
104,4,2012-07-11,wed,내 아내의 모든 것,70759500,0.027,33931007000,10306,4556226,191,535,8.0,23.3
105,5,2012-07-11,wed,후궁 : 제왕의 첩,69153000,0.027,19095817500,10255,2602864,261,722,8.0,23.3
106,6,2012-07-11,wed,모모와 다락방의 wed상한 요괴들,48023500,0.018,896251500,7327,134677,202,447,8.0,23.3
107,7,2012-07-11,wed,헤이와이어,30192000,0.012,328759324,4454,46713,184,590,8.0,23.3
108,8,2012-07-11,wed,캐빈 인 더 우즈,27144500,0.01,1670889500,3774,223001,177,410,8.0,23.3
109,9,2012-07-11,wed,아부의 왕,17788500,0.007,3482938000,2843,493744,97,218,8.0,23.3
110,0,2012-07-12,thur,연가시,1142421000,0.452,14834801664,164966,2081270,621,3495,0.0,24.7
111,1,2012-07-12,thur,어메이징 스파이더맨,576396500,0.228,32213709364,73343,3721858,590,2647,0.0,24.7
112,2,2012-07-12,thur,두 개의 달,210069500,0.083,227221500,30747,33648,311,1894,0.0,24.7
113,3,2012-07-12,thur,나는 공무원이다,174089500,0.069,202464500,25462,29357,269,1479,0.0,24.7
114,4,2012-07-12,thur,미드나잇 인 파리,83015000,0.033,998123597,11914,136988,139,342,0.0,24.7
115,5,2012-07-12,thur,리미트리스,68895000,0.027,107718000,10180,15634,149,501,0.0,24.7
116,6,2012-07-12,thur,베스트 엑조틱 메리골드 호텔,36150000,0.014,59031000,5411,8683,146,425,0.0,24.7
117,7,2012-07-12,thur,내 아내의 모든 것,35161500,0.014,33966168500,5251,4561477,106,279,0.0,24.7
118,8,2012-07-12,thur,후궁 : 제왕의 첩,31410500,0.012,19127228000,4606,2607470,146,338,0.0,24.7
119,9,2012-07-12,thur,스트리트 댄스 2: 라틴배틀,31481000,0.012,37177000,4592,5304,133,430,0.0,24.7
120,0,2012-07-13,fri,연가시,1559169500,0.446,16393971164,215796,2297066,648,3684,76.5,26.1
121,1,2012-07-13,fri,어메이징 스파이더맨,901886089,0.258,33115595453,111434,3833292,613,2774,76.5,26.1
122,2,2012-07-13,fri,두 개의 달,285874518,0.082,513096018,40785,74433,318,1923,76.5,26.1
123,3,2012-07-13,fri,나는 공무원이다,201739000,0.058,404203500,28412,57769,278,1508,76.5,26.1
124,4,2012-07-13,fri,미드나잇 인 파리,115616700,0.033,1113740297,15250,152238,141,363,76.5,26.1
125,5,2012-07-13,fri,리미트리스,105988000,0.03,213706000,14572,30206,158,533,76.5,26.1
126,6,2012-07-13,fri,베스트 엑조틱 메리골드 호텔,47518000,0.014,106549000,6600,15283,147,441,76.5,26.1
127,7,2012-07-13,fri,내 아내의 모든 것,43320500,0.012,34009489000,6083,4567560,109,276,76.5,26.1
128,8,2012-07-13,fri,모모와 다락방의 wed상한 요괴들,37058500,0.011,961709000,5727,144839,157,297,76.5,26.1
129,9,2012-07-13,fri,후궁 : 제왕의 첩,41215500,0.012,19168443500,5718,2613188,140,346,76.5,26.1
130,0,2012-07-14,sat,연가시,3649241500,0.44,20043212664,504048,2801114,733,4218,8.0,22.8
131,1,2012-07-14,sat,어메이징 스파이더맨,2447764070,0.295,35563359523,302111,4135403,652,3116,8.0,22.8
132,2,2012-07-14,sat,두 개의 달,611791008,0.074,1124887026,87076,161509,347,1946,8.0,22.8
133,3,2012-07-14,sat,나는 공무원이다,392767500,0.047,796971000,53887,111656,276,1499,8.0,22.8
134,4,2012-07-14,sat,모모와 다락방의 wed상한 요괴들,335530500,0.04,1297239500,50732,195571,245,621,8.0,22.8
135,5,2012-07-14,sat,마다가스카3 : 이번엔 서커스다!,173513500,0.021,12204173000,25360,1582612,159,353,8.0,22.8
136,6,2012-07-14,sat,리미트리스,180298500,0.022,394004500,24407,54613,159,465,8.0,22.8
137,7,2012-07-14,sat,미드나잇 인 파리,185116500,0.022,1298856797,23564,175802,141,347,8.0,22.8
138,8,2012-07-14,sat,베스트 엑조틱 메리골드 호텔,65570500,0.008,172119500,8765,24048,149,347,8.0,22.8
139,9,2012-07-14,sat,스트리트 댄스 2: 라틴배틀,58975500,0.007,137080500,8115,19082,133,365,8.0,22.8
140,0,2012-07-15,sun,연가시,3133527500,0.427,23176740164,431221,3232335,725,4116,32.5,19.7
141,1,2012-07-15,sun,어메이징 스파이더맨,2164179500,0.295,37727539023,267721,4403124,645,3005,32.5,19.7
142,2,2012-07-15,sun,두 개의 달,554037000,0.076,1678924026,77892,239401,332,1842,32.5,19.7
143,3,2012-07-15,sun,모모와 다락방의 wed상한 요괴들,351871500,0.048,1649111000,52664,248235,246,628,32.5,19.7
144,4,2012-07-15,sun,나는 공무원이다,332700000,0.045,1129671000,45779,157435,277,1381,32.5,19.7
145,5,2012-07-15,sun,마다가스카3 : 이번엔 서커스다!,188475500,0.026,12392648500,26929,1609541,163,356,32.5,19.7
146,6,2012-07-15,sun,리미트리스,163208000,0.022,557212500,22093,76706,157,458,32.5,19.7
147,7,2012-07-15,sun,미드나잇 인 파리,168533000,0.023,1467389797,21411,197213,146,352,32.5,19.7
148,8,2012-07-15,sun,베스트 엑조틱 메리골드 호텔,57906500,0.008,230026000,7691,31739,144,325,32.5,19.7
149,9,2012-07-15,sun,스트리트 댄스 2: 라틴배틀,52977000,0.007,190057500,7198,26280,128,363,32.5,19.7
150,0,2012-07-16,mon,연가시,878526500,0.437,24055266664,125273,3357608,636,3619,2.5,21.7
151,1,2012-07-16,mon,어메이징 스파이더맨,435077000,0.216,38162616023,54549,4457673,557,2615,2.5,21.7
152,2,2012-07-16,mon,두 개의 달,203306500,0.101,1882230526,29410,268811,309,1721,2.5,21.7
153,3,2012-07-16,mon,나는 공무원이다,103159500,0.051,1232830500,15099,172534,258,1339,2.5,21.7
154,4,2012-07-16,mon,미드나잇 인 파리,86068900,0.043,1553458697,12295,209508,144,412,2.5,21.7
155,5,2012-07-16,mon,리미트리스,73458500,0.037,630671000,10601,87307,158,531,2.5,21.7
156,6,2012-07-16,mon,내 아내의 모든 것,32268500,0.016,34126303500,4960,4583846,116,287,2.5,21.7
157,7,2012-07-16,mon,베스트 엑조틱 메리골드 호텔,30425000,0.015,260451000,4533,36272,148,416,2.5,21.7
158,8,2012-07-16,mon,스트리트 댄스 2: 라틴배틀,26121000,0.013,216178500,3762,30042,128,397,2.5,21.7
159,9,2012-07-16,mon,모모와 다락방의 wed상한 요괴들,25253000,0.013,1674364000,3711,251946,155,294,2.5,21.7
160,0,2012-07-17,tue,연가시,869599500,0.431,24924866164,126681,3484289,658,3575,0.0,25.5
161,1,2012-07-17,tue,어메이징 스파이더맨,446239500,0.221,38608855523,57073,4514746,562,2557,0.0,25.5
162,2,2012-07-17,tue,두 개의 달,196730500,0.098,2078961026,28729,297540,312,1716,0.0,25.5
163,3,2012-07-17,tue,나는 공무원이다,107234500,0.053,1340065000,16028,188562,260,1308,0.0,25.5
164,4,2012-07-17,tue,미드나잇 인 파리,88813000,0.044,1642271697,12821,222329,148,412,0.0,25.5
165,5,2012-07-17,tue,리미트리스,79252000,0.039,709923000,11480,98787,164,536,0.0,25.5
166,6,2012-07-17,tue,내 아내의 모든 것,37187500,0.018,34163491000,5839,4589685,120,284,0.0,25.5
167,7,2012-07-17,tue,베스트 엑조틱 메리골드 호텔,33049500,0.016,293500500,4982,41254,146,403,0.0,25.5
168,8,2012-07-17,tue,모모와 다락방의 wed상한 요괴들,30644500,0.015,1705008500,4917,256863,155,296,0.0,25.5
169,9,2012-07-17,tue,후궁 : 제왕의 첩,26810000,0.013,19289143000,4015,2630224,152,339,0.0,25.5
170,0,2012-07-18,wed,연가시,734565500,0.392,25659431664,106821,3591110,638,3572,6.0,26.3
171,1,2012-07-18,wed,어메이징 스파이더맨,412271000,0.22,39021126523,52572,4567318,568,2577,6.0,26.3
172,2,2012-07-18,wed,두 개의 달,189425000,0.101,2268386026,27933,325473,312,1726,6.0,26.3
173,3,2012-07-18,wed,나는 공무원이다,102106000,0.055,1442171000,15231,203793,269,1301,6.0,26.3
174,4,2012-07-18,wed,미드나잇 인 파리,94464000,0.05,1736735697,13487,235816,146,415,6.0,26.3
175,5,2012-07-18,wed,리미트리스,76669000,0.041,786592000,11027,109814,163,537,6.0,26.3
176,6,2012-07-18,wed,모모와 다락방의 wed상한 요괴들,34497500,0.018,1739506000,5404,262267,169,316,6.0,26.3
177,7,2012-07-18,wed,내 아내의 모든 것,34261000,0.018,34197752000,5351,4595036,121,292,6.0,26.3
178,8,2012-07-18,wed,베스트 엑조틱 메리골드 호텔,34990000,0.019,328490500,5217,46471,145,395,6.0,26.3
179,9,2012-07-18,wed,두 개의 문,25359800,0.014,340123600,4055,49186,47,77,6.0,26.3
180,0,2012-07-19,thur,다크 나이트 라이즈,3145772500,0.715,3153888500,441089,441952,1058,4549,72.5,23.9
181,1,2012-07-19,thur,연가시,613705000,0.139,26273136664,89694,3680804,527,2538,72.5,23.9
182,2,2012-07-19,thur,어메이징 스파이더맨,205505000,0.047,39226631523,27837,4595155,354,1304,72.5,23.9
183,3,2012-07-19,thur,5백만불의 사나이,104415000,0.024,107215000,15351,15851,331,1117,72.5,23.9
184,4,2012-07-19,thur,두 개의 달,91066000,0.021,2359452026,13715,339188,240,632,72.5,23.9
185,5,2012-07-19,thur,명탐정 코난: 11번째 스트라이커,87312000,0.02,91920000,13507,14083,262,677,72.5,23.9
186,6,2012-07-19,thur,미드나잇 인 파리,46642500,0.011,1783378197,6830,242646,90,193,72.5,23.9
187,7,2012-07-19,thur,나는 공무원이다,19276500,0.004,1461447500,2858,206651,98,219,72.5,23.9
188,8,2012-07-19,thur,두 개의 문,14093500,0.003,354217100,2164,51350,37,51,72.5,23.9
189,9,2012-07-19,thur,리미트리스,14901500,0.003,801493500,2143,111957,63,140,72.5,23.9
190,0,2012-07-20,fri,다크 나이트 라이즈,3713840500,0.663,6867729000,503141,945093,1083,4757,1.0,25.6
191,1,2012-07-20,fri,연가시,898369000,0.16,27171505664,127165,3807969,534,2617,1.0,25.6
192,2,2012-07-20,fri,어메이징 스파이더맨,326945000,0.058,39553576523,43362,4638517,357,1346,1.0,25.6
193,3,2012-07-20,fri,명탐정 코난: 11번째 스트라이커,152642500,0.027,244562500,23187,37270,258,723,1.0,25.6
194,4,2012-07-20,fri,두 개의 달,143005500,0.026,2502457526,21360,360548,238,662,1.0,25.6
195,5,2012-07-20,fri,5백만불의 사나이,145305000,0.026,252520000,20740,36591,328,1126,1.0,25.6
196,6,2012-07-20,fri,미드나잇 인 파리,65450363,0.012,1848828560,8802,251448,92,194,1.0,25.6
197,7,2012-07-20,fri,나는 공무원이다,26313500,0.005,1487761000,3956,210607,95,235,1.0,25.6
198,8,2012-07-20,fri,리미트리스,21018000,0.004,822511500,2903,114860,59,142,1.0,25.6
199,9,2012-07-20,fri,도둑들,19701000,0.004,61565000,2166,7411,9,9,1.0,25.6
200,0,2012-07-21,sat,다크 나이트 라이즈,5729813500,0.648,12597542500,766939,1712032,1198,5449,NaN,27.5
201,1,2012-07-21,sat,연가시,1412945500,0.16,28584451164,195822,4003791,510,2570,NaN,27.5
202,2,2012-07-21,sat,명탐정 코난: 11번째 스트라이커,532755000,0.06,777317500,83062,120332,337,980,NaN,27.5
203,3,2012-07-21,sat,어메이징 스파이더맨,579422500,0.066,40132999023,76217,4714734,343,1290,NaN,27.5
204,4,2012-07-21,sat,5백만불의 사나이,160336000,0.018,412856000,21967,58558,321,902,NaN,27.5
205,5,2012-07-21,sat,두 개의 달,137148500,0.016,2639606026,20246,380794,197,541,NaN,27.5
206,6,2012-07-21,sat,모모와 다락방의 wed상한 요괴들,89216000,0.01,1847989500,13671,279136,109,233,NaN,27.5
207,7,2012-07-21,sat,미드나잇 인 파리,72318638,0.008,1921147198,9150,260598,79,148,NaN,27.5
208,8,2012-07-21,sat,마다가스카3 : 이번엔 서커스다!,37929000,0.004,12457584500,5264,1619325,52,82,NaN,27.5
209,9,2012-07-21,sat,나는 공무원이다,13731000,0.002,1501492000,1920,212527,41,100,NaN,27.5
210,0,2012-07-22,sun,다크 나이트 라이즈,5392272500,0.651,17989815000,722050,2434082,1210,5314,16.5,27.2
211,1,2012-07-22,sun,연가시,1247653000,0.151,29832104164,172169,4175960,525,2463,16.5,27.2
212,2,2012-07-22,sun,명탐정 코난: 11번째 스트라이커,547316500,0.066,1324634000,84158,204490,350,998,16.5,27.2
213,3,2012-07-22,sun,어메이징 스파이더맨,533043500,0.064,40666042523,70258,4784992,339,1211,16.5,27.2
214,4,2012-07-22,sun,5백만불의 사나이,156709000,0.019,569565000,21236,79794,315,839,16.5,27.2
215,5,2012-07-22,sun,두 개의 달,123099000,0.015,2762705026,17823,398617,199,527,16.5,27.2
216,6,2012-07-22,sun,모모와 다락방의 wed상한 요괴들,102235500,0.012,1950225000,15253,294389,107,238,16.5,27.2
217,7,2012-07-22,sun,미드나잇 인 파리,60519000,0.007,1981666198,7636,268234,76,136,16.5,27.2
218,8,2012-07-22,sun,마다가스카3 : 이번엔 서커스다!,40569500,0.005,12498154000,5443,1624768,48,80,16.5,27.2
219,9,2012-07-22,sun,나는 공무원이다,11193500,0.001,1512685500,1553,214080,41,90,16.5,27.2
220,0,2012-07-23,mon,다크 나이트 라이즈,2160408000,0.683,20150223000,298715,2732797,1063,4709,1.0,27.6
221,1,2012-07-23,mon,연가시,431459500,0.136,30263563664,62361,4238321,498,2472,1.0,27.6
222,2,2012-07-23,mon,어메이징 스파이더맨,168054000,0.053,40834096523,22631,4807623,342,1262,1.0,27.6
223,3,2012-07-23,mon,명탐정 코난: 11번째 스트라이커,93668500,0.03,1418302500,14784,219274,267,756,1.0,27.6
224,4,2012-07-23,mon,두 개의 달,75290000,0.024,2837995026,11314,409931,231,661,1.0,27.6
225,5,2012-07-23,mon,5백만불의 사나이,70618500,0.022,640183500,10414,90208,312,990,1.0,27.6
226,6,2012-07-23,mon,미드나잇 인 파리,42845000,0.014,2024511198,6116,274350,96,207,1.0,27.6
227,7,2012-07-23,mon,도둑들,24836000,0.008,97227000,3548,12223,17,17,1.0,27.6
228,8,2012-07-23,mon,리미트리스,12913500,0.004,855695000,1854,119424,61,139,1.0,27.6
229,9,2012-07-23,mon,나는 공무원이다,11274500,0.004,1523960000,1646,215726,79,193,1.0,27.6
230,0,2012-07-24,tue,다크 나이트 라이즈,1951916000,0.65,22102139000,270267,3003064,1074,4711,NaN,27.8
231,1,2012-07-24,tue,연가시,415477500,0.138,30679041164,60861,4299182,500,2457,NaN,27.8
232,2,2012-07-24,tue,어메이징 스파이더맨,178934000,0.06,41013030523,24440,4832063,343,1266,NaN,27.8
233,3,2012-07-24,tue,명탐정 코난: 11번째 스트라이커,118923500,0.04,1537226000,18857,238131,265,773,NaN,27.8
234,4,2012-07-24,tue,5백만불의 사나이,72290500,0.024,712474000,10739,100947,316,974,NaN,27.8
235,5,2012-07-24,tue,두 개의 달,71197000,0.024,2909192026,10682,420613,233,642,NaN,27.8
236,6,2012-07-24,tue,미드나잇 인 파리,48188500,0.016,2072699698,6870,281220,99,212,NaN,27.8
237,7,2012-07-24,tue,도둑들,29008000,0.01,126235000,3626,15849,12,12,NaN,27.8
238,8,2012-07-24,tue,리미트리스,14594000,0.005,870289000,2080,121504,58,136,NaN,27.8
239,9,2012-07-24,tue,모모와 다락방의 wed상한 요괴들,12432000,0.004,1972826000,1974,297930,51,84,NaN,27.8
240,0,2012-07-25,wed,도둑들,3018752500,0.574,3144987500,436596,452445,890,4402,NaN,27.9
241,1,2012-07-25,wed,다크 나이트 라이즈,1418538000,0.27,23520677000,194930,3197994,789,3303,NaN,27.9
242,2,2012-07-25,wed,아이스 에이지 4: 대륙 이설,321662000,0.061,350298000,43227,45942,419,1280,NaN,27.9
243,3,2012-07-25,wed,연가시,145856000,0.028,30824897164,21747,4320929,285,880,NaN,27.9
244,4,2012-07-25,wed,무서운 이야기,146309000,0.028,183697000,20457,26154,238,1018,NaN,27.9
245,5,2012-07-25,wed,명탐정 코난: 11번째 스트라이커,55823500,0.011,1593049500,9004,247135,175,323,NaN,27.9
