,Unnamed: 0,rank,mname,director,provider,date,country,n_scrn,money,guest,genre,rating,grade,actor
243,243,244,대호,박훈정,(주)넥스트엔터테인먼트월드(NEW),2015-12-16,한국,892,13489904632,1762742,사극,12세이상관람가,8,최민식|
245,245,246,이미테이션 게임,모튼 틸덤,메가박스중앙(주)플러스엠,2015-02-17,영국,541,13654746120,1743774,드라마,15세이상관람가,8.78,베네딕트 컴버배치|키이라 나이틀리|매튜 구드|
246,246,247,전설의 주먹,강우석,씨제이이앤엠(주),2013-04-10,한국,724,12732236500,1737253,드라마,청소년관람불가,7.6,황정민|유준상|이요원|윤제문|정웅인|성지루|
247,247,248,제보자,임순례,메가박스중앙(주)플러스엠,2014-10-02,한국,676,13371522302,1735640,드라마,12세이상관람가,8.32,박해일|유연석|이경영|
248,248,249,씽,가스 제닝스,유니버설픽쳐스인터내셔널 코리아(유),2016-12-21,미국,795,13257953389,1729426,애니메이션,전체관람가,8.96,매튜 맥커너히|리즈 위더스푼|스칼렛 요한슨|태런 에저튼|토리 켈리|닉 크롤|세스 맥팔레인|
249,249,250,러브픽션,전계수,(주)넥스트엔터테인먼트월드(NEW),2012-02-29,한국,617,13200412500,1726202,멜로/로맨스,15세이상관람가,6.68,하정우|공효진|
250,250,251,킬러의 보디가드,패트릭 휴즈,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2017-08-30,미국,482,14020395800,1721757,액션,15세이상관람가,8.39,라이언 레이놀즈|사무엘 L. 잭슨|
251,251,252,언터처블: 1%의 우정,"올리비에르 나카체,에릭 토레다노",(주)넥스트엔터테인먼트월드(NEW),2012-03-22,프랑스,454,12731016000,1719772,코미디,12세이상관람가,9.34,프랑수아 클루제|오마 사이|
253,253,254,샌 안드레아스,브래드 페이튼,워너브러더스 코리아(주),2015-06-03,미국,847,14411907152,1714071,액션,12세이상관람가,7.61,드웨인 존슨|알렉산드라 다드다리오|칼라 구기노|이안 그루퍼드|
254,254,255,파파로티,윤종찬,(주)쇼박스,2013-03-14,한국,552,11808286000,1713891,드라마,15세이상관람가,8.24,한석규|이제훈|오달수|강소라|조진웅|이재용|
255,255,256,쥬만지: 새로운 세계,제이크 캐스단,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-01-03,미국,791,13814936864,1708692,액션,12세이상관람가,7.91,드웨인 존슨|케빈 하트|잭 블랙|카렌 길런|
256,256,257,쎄시봉,김현석,씨제이이앤엠(주),2015-02-05,한국,829,13509581911,1707487,멜로/로맨스,15세이상관람가,6.06,정우|김윤석|한효주|김희애|진구|장현성|강하늘|조복래|
257,257,258,토르: 천둥의 신,케네스 브래너,씨제이이앤엠(주),2011-04-28,미국,496,15985407000,1694529,액션,12세이상관람가,7.3,크리스 헴스워스|나탈리 포트만|톰 히들스턴|안소니 홉킨스|스텔란 스카스가드|캣 데닝스|
258,258,259,콩: 스컬 아일랜드,조던 복트-로버츠,워너브러더스 코리아(주),2017-03-08,미국,984,13951644383,1685933,액션,12세이상관람가,7.78,톰 히들스턴|브리 라슨|사무엘 L. 잭슨|
259,259,260,피끓는 청춘,이연우,롯데쇼핑㈜롯데엔터테인먼트,2014-01-22,한국,679,11688382888,1676040,코미디,15세이상관람가,7.6,박보영|이종석|이세영|김영광|
260,260,261,23 아이덴티티,M. 나이트 샤말란,유니버설픽쳐스인터내셔널 코리아(유),2017-02-22,미국,952,13609456135,1675798,스릴러,15세이상관람가,7.66,제임스 맥어보이|안야 테일러 조이|
262,262,263,마다가스카의 펭귄,"에릭 다넬,사이몬 J.스미스",씨제이이앤엠(주),2014-12-31,미국,615,12498978959,1661230,애니메이션,전체관람가,8.69,베네딕트 컴버배치|존 말코비치|톰 맥그라스|크리스 밀러|크리스토퍼 나이츠|켄 정|
263,263,264,아이스 에이지 4: 대륙 이동설,"스티브 마티노,마이크 트메이어",이십세기폭스코리아(주),2012-07-25,미국,501,12291809704,1648070,애니메이션,전체관람가,8.27,존 레귀자모|레이 로마노|데니스 리어리|퀸 라티파|제니퍼 로페즈|
264,264,265,공모자들,김홍선,"씨너스엔터테인먼트(주),타임스토리그룹(주)",2012-08-29,한국,496,12240964500,1646142,범죄,청소년관람불가,7.01,임창정|최다니엘|오달수|조윤희|
266,266,267,임금님의 사건수첩,문현성,씨제이이앤엠(주),2017-04-26,한국,1054,12648793723,1634403,코미디,12세이상관람가,7.71,이선균|안재홍|
267,267,268,마다가스카3 : 이번엔 서커스다!,"에릭 다넬,톰 맥그라스,콘래드 베논",씨제이이앤엠(주),2012-06-06,미국,564,12494860000,1626704,애니메이션,전체관람가,9.03,벤 스틸러|데이빗 쉼머|제이다 핀켓 스미스|크리스 록|프란시스 맥도맨드|제시카 차스테인|
269,269,270,분노의 질주: 언리미티드,저스틴 린,유니버설픽쳐스인터내셔널 코리아(유),2011-04-20,미국,457,12292868000,1621973,스릴러,15세이상관람가,8.97,빈 디젤|폴 워커|드웨인 존슨|
270,270,271,우아한 거짓말,이한,CGV아트하우스,2014-03-13,한국,555,11694011300,1613392,드라마,12세이상관람가,8.36,김희애|고아성|김유정|김향기|
271,271,272,하울링,유하,씨제이이앤엠(주),2012-02-16,한국,550,11765293500,1612554,범죄,15세이상관람가,6.79,송강호|이나영|
272,272,273,두근두근 내 인생,이재용,씨제이이앤엠(주),2014-09-03,한국,629,12191623034,1611519,드라마,12세이상관람가,7.05,강동원|송혜교|조성목|
273,273,274,스타트렉 다크니스,J.J. 에이브럼스,씨제이이앤엠(주),2013-05-30,미국,607,12964828000,1605271,액션,12세이상관람가,8.97,크리스 파인|재커리 퀸토|조 샐다나|베네딕트 컴버배치|칼 어번|사이먼 페그|안톤 옐친|존 조|앨리스 이브|
274,274,275,더 폰,김봉주,(주)넥스트엔터테인먼트월드(NEW),2015-10-22,한국,794,12309164568,1593694,스릴러,15세이상관람가,6.84,손현주|엄지원|배성우|
275,275,276,300: 제국의 부활,노암 머로,워너브러더스 코리아(주),2014-03-06,미국,720,13395159700,1593116,액션,청소년관람불가,7.18,에바 그린|설리반 스탭플턴|로드리고 산토로|레나 헤디|
276,276,277,라이프 오브 파이,이안,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",2013-01-01,미국,392,15812506500,1588373,어드벤처,전체관람가,8.84,수라즈 샤르마|이르판 칸|
277,277,278,위플래쉬,다미엔 차젤레,(주)쇼박스,2015-03-12,미국,436,12445626245,1561815,드라마,15세이상관람가,7.4,J.K. 시몬스|조니 시몬스|
278,278,279,용의자X,방은진,씨제이이앤엠(주),2012-10-18,한국,553,11241013000,1552055,미스터리,15세이상관람가,7.64,류승범|이요원|조진웅|
279,279,280,오블리비언,조셉 코신스키,유니버설픽쳐스인터내셔널 코리아(유),2013-04-11,미국,634,11165841500,1515356,액션,15세이상관람가,8.23,톰 크루즈|모건 프리먼|올가 쿠릴렌코|
280,280,281,몬스터 호텔 2,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),2015-12-24,미국,686,11088271276,1515104,애니메이션,전체관람가,8.59,아담 샌들러|셀레나 고메즈|스티브 부세미|케빈 제임스|
281,281,282,엑소더스: 신들과 왕들,리들리 스콧,이십세기폭스코리아(주),2014-12-03,미국,865,12444133926,1511145,드라마,12세이상관람가,7.08,크리스찬 베일|조엘 에저튼|
282,282,283,퍼펙트 게임,박희곤,롯데쇼핑㈜롯데엔터테인먼트,2011-12-21,한국,413,11220408500,1507084,드라마,12세이상관람가,8.93,조승우|양동근|최정원|
283,283,284,리틀 포레스트,임순례,메가박스중앙(주)플러스엠,2018-02-28,한국,884,11919869185,1504888,드라마,전체관람가,8.74,김태리|류준열|문소리|진기주|
284,284,285,인디펜던스 데이 : 리써전스,롤랜드 에머리히,이십세기폭스코리아(주),2016-06-22,미국,926,12770879840,1500830,액션,12세이상관람가,7.28,리암 헴스워스|제프 골드브럼|비비카 A. 폭스|샤를로뜨 갱스부르|조이 킹|마이카 먼로|윌리암 피츠너|빌 풀만|제시 어셔|
285,285,286,차이나타운,한준희,CGV아트하우스,2015-04-29,한국,551,11989400678,1472006,범죄,청소년관람불가,6.95,김혜수|김고은|엄태구|
286,286,287,부라더,장유정,메가박스중앙(주)플러스엠,2017-11-02,한국,889,11590908298,1468301,코미디,12세이상관람가,7.3,마동석|이동휘|이하늬|
287,287,288,해무(海霧),심성보,(주)넥스트엔터테인먼트월드(NEW),2014-08-13,한국,584,11631310219,1466830,드라마,청소년관람불가,6.84,김윤석|박유천|한예리|이희준|문성근|김상호|유승목|
288,288,289,브레이킹 던 part1,빌 콘돈,(주)넥스트엔터테인먼트월드(NEW),2011-11-30,미국,636,10713863000,1462280,드라마,15세이상관람가,6.99,크리스틴 스튜어트|로버트 패틴슨|
289,289,290,새미의 어드벤쳐 2,벤 스타센,씨제이이앤엠(주),2012-08-01,벨기에,486,10805555000,1452872,애니메이션,전체관람가,8.65,빌리 웅거|팻 캐럴|카를로스 맥쿨러스 2세|이사벨 퍼만|멜라니 그리피스|크리스 앤드류 시울라|신다 애덤스|테리 더글러스|카터 하스팅스|케이틀린 메이어|실리에 레이나모|더글러스 리안 로스|마이클 선 리|조 토마스|윌리 제임스 워렌 주니어|대런 카포지|
290,290,291,위대한 개츠비,바즈 루어만,워너브러더스 코리아(주),2013-05-16,미국,562,10580582143,1445124,드라마,15세이상관람가,8.33,레오나르도 디카프리오|캐리 멀리건|조엘 에저튼|아일라 피셔|토비 맥과이어|
291,291,292,인간중독,김대우,(주)넥스트엔터테인먼트월드(NEW),2014-05-14,한국,682,11284787400,1441964,멜로/로맨스,청소년관람불가,6.69,송승헌|임지연|조여정|온주완|
292,292,293,다이하드: 굿 데이 투 다이,존 무어,이십세기폭스코리아(주),2013-02-06,미국,459,10825703000,1438056,액션,15세이상관람가,7.13,브루스 윌리스|제이 코트니|메리 엘리자베스 윈스티드|
293,293,294,탐정 홍길동: 사라진 마을,조성희,씨제이이앤엠(주),2016-05-04,한국,764,11483686845,1426873,드라마,15세이상관람가,7.75,이제훈|김성균|
294,294,295,런닝맨,조동오,이십세기폭스코리아(주),2013-04-04,한국,567,10011200500,1416053,액션,15세이상관람가,7.78,신하균|이민호|김상호|조은지|오정세|
295,295,296,위대한 쇼맨,마이클 그레이시,이십세기폭스코리아(주),2017-12-20,미국,702,11511929500,1402816,드라마,12세이상관람가,9.37,휴 잭맨|미셸 윌리엄스|잭 에프론|레베카 퍼거슨|젠다야 콜맨|
296,296,297,벤허,티무르 베크맘베토브,롯데쇼핑㈜롯데엔터테인먼트,2016-09-14,미국,717,11405870395,1399771,어드벤처,12세이상관람가,8.27,잭 휴스턴|나자닌 보니아디|할룩 빌기너|요한 필립 애스백|토비 켑벨|모건 프리먼|로드리고 산토로|
297,297,298,말레피센트,로버트 스트롬버그,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-05-29,미국,554,10776965900,1397526,액션,12세이상관람가,8.23,안젤리나 졸리|엘르 패닝|샬토 코플리|주노 템플|
298,298,299,기억의 밤,장항준,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,한국,751,10652346660,1387599,미스터리,15세이상관람가,8.17,강하늘|김무열|
299,299,300,골든슬럼버,노동석,씨제이이앤엠(주),2018-02-14,한국,833,11413087798,1387562,범죄,15세이상관람가,5.28,강동원|김의성|한효주|김성균|김대명|
300,300,301,램페이지,브래드 페이튼,워너브러더스 코리아(주),2018-04-12,미국,909,11952004109,1385515,액션,12세이상관람가,8.32,드웨인 존슨|제프리 딘 모건|말린 애커맨|나오미 해리스|
301,301,302,해피 데스데이,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2017-11-08,미국,714,11003095402,1382480,공포(호러),15세이상관람가,8.22,제시카 로테|이스라엘 브로우사드|
302,302,303,폼페이: 최후의 날,폴 W.S. 앤더슨,롯데쇼핑㈜롯데엔터테인먼트,2014-02-20,미국,561,10303127700,1373873,액션,15세이상관람가,7.44,키트 해링턴|에밀리 브라우닝|캐리 앤 모스|키퍼 서덜랜드|
303,303,304,브이아이피,박훈정,워너브러더스 코리아(주),2017-08-23,한국,996,10956621835,1373316,범죄,청소년관람불가,6.5,장동건|김명민|박희순|이종석|
304,304,305,특별시민,박인제,(주)쇼박스,2017-04-26,한국,1154,10494768945,1362634,드라마,15세이상관람가,7.4,최민식|곽도원|심은경|문소리|라미란|류혜영|이기홍|
305,305,306,퓨리,데이비드 에이어,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-11-20,미국,590,10367640686,1362114,액션,15세이상관람가,8.65,브래드 피트|로건 레먼|샤이아 라보프|
306,306,307,차형사,신태라,씨제이이앤엠(주),2012-05-30,한국,433,9752555296,1346754,코미디,15세이상관람가,7.46,강지환|성유리|이수혁|김영광|신민철|
307,307,308,은교,정지우,롯데쇼핑㈜롯데엔터테인먼트,2012-04-25,한국,521,9917728000,1346274,멜로/로맨스,청소년관람불가,7.1,박해일|김무열|김고은|
308,308,309,궁합,홍창표,씨제이이앤엠(주),2018-02-28,한국,966,10479059438,1340149,코미디,12세이상관람가,6.54,심은경|이승기|
310,310,311,미스터 고,김용화,(주)쇼박스,2013-07-17,한국,840,9337990000,1328890,코미디,12세이상관람가,7.76,성동일|서교|
311,311,312,굿 다이노,피터 손,월트디즈니컴퍼니코리아(주),2016-01-07,미국,814,9753434238,1328394,애니메이션,전체관람가,8.78,레이몬드 오초아|제프리 라이트|프란시스 맥도맨드|스티브 잔|잭 브라이트|AJ 버클리|안나 파킨|샘 엘리어트|마커스 스크리브너|데이비드 보트|
312,312,313,드라큘라: 전설의 시작,개리 쇼어,유니버설픽쳐스인터내셔널 코리아(유),2014-10-08,미국,477,10607703908,1321751,판타지,15세이상관람가,8.01,루크 에반스|도미닉 쿠퍼|잭 맥고원|사라 가돈|찰스 댄스|
313,313,314,사라진 밤,이창희,씨네그루(주)키다리이엔티,2018-03-07,한국,925,10686451316,1314283,스릴러,15세이상관람가,7.01,김상경|김강우|김희애|
314,314,315,가디언즈 오브 갤럭시,제임스 건,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-07-31,미국,539,11098239184,1311190,액션,12세이상관람가,8.55,크리스 프랫|조 샐다나|데이브 바티스타|빈 디젤|브래들리 쿠퍼|리 페이스|
315,315,316,간첩,우민호,롯데쇼핑㈜롯데엔터테인먼트,2012-09-20,한국,576,9316548500,1310895,드라마,15세이상관람가,7.18,김명민|염정아|유해진|변희봉|정겨운|
316,316,317,월드 인베이젼,조나단 리브스만,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-03-10,미국,441,9799358000,1307873,SF,12세이상관람가,7.53,아론 에크하트|미셸 로드리게즈|브리짓 모이나한|레이먼 로드리게즈|
317,317,318,에이리언: 커버넌트,리들리 스콧,이십세기폭스코리아(주),2017-05-09,미국,841,10745826264,1307226,SF,15세이상관람가,8.14,마이클 패스벤더|캐서린 워터스턴|
318,318,319,장산범,허정,(주)넥스트엔터테인먼트월드(NEW),2017-08-17,한국,711,10332117083,1305145,미스터리,15세이상관람가,6.27,염정아|박혁권|
319,319,320,셜록: 유령신부,더글라스 맥키넌,메가박스중앙(주)플러스엠,2016-01-02,영국,891,9992425049,1278894,범죄,12세이상관람가,7.15,베네딕트 컴버배치|마틴 프리먼|
320,320,321,소스 코드,던칸 존스,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-05-04,미국,403,9638293500,1277301,액션,12세이상관람가,8.98,제이크 질렌할|미셸 모나한|
321,321,322,오션스8,게리 로스,워너브러더스 코리아(주),2018-06-13,미국,837,10972496166,1251737,액션,12세이상관람가,7.82,산드라 블록|케이트 블란쳇|앤 해서웨이|민디 캘링|사라 폴슨|아콰피나|리아나|헬레나 본햄 카터|
322,322,323,간기남,김형준,(주)쇼박스,2012-04-11,한국,356,9356404500,1246185,코미디,청소년관람불가,6.88,박희순|박시연|주상욱|김정태|이한위|이광수|
323,323,324,메리다와 마법의 숲,"마크 앤드류스,브렌다 채프먼",한국소니픽쳐스릴리징브에나비스타영화㈜,2012-09-27,미국,479,9024766000,1231024,애니메이션,전체관람가,7.67,엠마 톰슨|켈리 맥도날드|빌리 코놀리|
324,324,325,특별수사: 사형수의 편지,권종관,(주)넥스트엔터테인먼트월드(NEW),2016-06-16,한국,691,9792082065,1225142,범죄,15세이상관람가,8.3,김명민|김상호|성동일|김영애|김향기|
325,325,326,찌라시: 위험한 소문,김광식,씨제이이앤엠(주),2014-02-20,한국,560,9111648087,1221420,범죄,15세이상관람가,7.51,김강우|정진영|고창석|박성웅|
326,326,327,토탈 리콜,렌 와이즈먼,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-08-15,미국,448,8958236000,1219637,SF,15세이상관람가,7.27,콜린 파렐|케이트 베킨세일|제시카 비엘|브라이언 크랜스톤|
327,327,328,결혼전야,홍지영,씨너스엔터테인먼트(주),2013-11-21,한국,524,8431504719,1212270,멜로/로맨스,15세이상관람가,7.03,김강우|김효진|이연희|택연|마동석|구잘 투르수노바|이희준|고준희|주지훈|
328,328,329,엘리시움,닐 블롬캠프,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-08-29,미국,588,9017994500,1207732,SF,청소년관람불가,7.22,맷 데이먼|조디 포스터|샬토 코플리|
329,329,330,악녀,정병길,(주)넥스트엔터테인먼트월드(NEW),2017-06-08,한국,685,9730720144,1206917,액션,청소년관람불가,6.96,김옥빈|신하균|성준|김서형|조은지|
330,330,331,깡철이,안권태,씨제이이앤엠(주),2013-10-02,한국,707,8534777462,1204666,드라마,15세이상관람가,6.95,유아인|김해숙|
331,331,332,시간이탈자,곽재용,씨제이이앤엠(주),2016-04-13,한국,733,9729882195,1202058,스릴러,15세이상관람가,7.11,임수정|조정석|이진욱|
332,332,333,R2B: 리턴투베이스,김동원,씨제이이앤엠(주),2012-08-15,한국,539,8600489371,1201640,액션,15세이상관람가,7.56,비|유준상|신세경|김성수|이하나|이종석|정경호|
333,333,334,해빙,이수연,롯데쇼핑㈜롯데엔터테인먼트,2017-03-01,한국,915,9879737822,1201576,스릴러,15세이상관람가,6.5,조진웅|신구|김대명|
334,334,335,더 웹툰: 예고살인,김용균,씨제이이앤엠(주),2013-06-27,한국,541,8534322070,1201033,공포(호러),15세이상관람가,7.23,이시영|엄기준|
335,335,336,바람 바람 바람,이병헌,(주)넥스트엔터테인먼트월드(NEW),2018-04-05,한국,985,9702266675,1183969,코미디,청소년관람불가,6.13,이성민|신하균|송지효|이엘|
336,336,337,빅매치,최호,(주)넥스트엔터테인먼트월드(NEW),2014-11-27,한국,627,8952096578,1177438,액션,15세이상관람가,6.67,이정재|신하균|이성민|보아|
337,337,338,웜 바디스,조나단 레빈,씨제이이앤엠(주),2013-03-14,미국,477,8361708124,1169839,멜로/로맨스,15세이상관람가,8.52,테레사 팔머|니콜라스 홀트|존 말코비치|
338,338,339,"당신, 거기 있어줄래요",홍지영,롯데쇼핑㈜롯데엔터테인먼트,2016-12-14,한국,767,9361133648,1168625,판타지,12세이상관람가,8.68,김윤석|변요한|채서진|
339,339,340,동주,이준익,메가박스중앙(주)플러스엠,2016-02-17,한국,499,8864695589,1168427,드라마,12세이상관람가,9.36,강하늘|박정민|김인우|
340,340,341,돈의 맛,임상수,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012-05-17,한국,643,8776870611,1165488,드라마,청소년관람불가,6.77,김강우|백윤식|윤여정|김효진|
341,341,342,워크래프트: 전쟁의 서막,던칸 존스,유니버설픽쳐스인터내셔널 코리아(유),2016-06-09,미국,736,10140269205,1163120,액션,12세이상관람가,8.67,트래비스 핌멜|벤 포스터|토비 켑벨|폴라 패튼|클랜시 브라운|도미닉 쿠퍼|
342,342,343,장수상회,강제규,씨제이이앤엠(주),2015-04-09,한국,688,8707389643,1160935,멜로/로맨스,12세이상관람가,8.87,박근형|윤여정|조진웅|한지민|
343,343,344,가문의 영광5 - 가문의 귀환,정용기,롯데쇼핑㈜롯데엔터테인먼트,2012-12-19,한국,447,8330342500,1160021,코미디,15세이상관람가,6.06,정준호|김민정|유동근|성동일|박상욱|박근형|윤두준|왕석현|유혜정|김태환|손나은|황광희|유민|
344,344,345,슬로우 비디오,김영탁,이십세기폭스코리아(주),2014-10-02,한국,618,8840530219,1159787,드라마,12세이상관람가,7.76,차태현|남상미|
345,345,346,스타트렉 비욘드,저스틴 린,롯데쇼핑㈜롯데엔터테인먼트,2016-08-17,미국,716,10193232820,1157472,액션,12세이상관람가,8.22,크리스 파인|사이먼 페그|조 샐다나|재커리 퀸토|칼 어번|안톤 옐친|존 조|이드리스 엘바|소피아 부텔라|
346,346,347,미씽: 사라진 여자,이언희,메가박스중앙(주)플러스엠,2016-11-30,한국,790,8881616256,1153109,미스터리,15세이상관람가,8.37,엄지원|공효진|
348,348,349,고령화 가족,송해성,씨제이이앤엠(주),2013-05-09,한국,583,8159482153,1139250,드라마,15세이상관람가,8.08,박해일|윤제문|공효진|윤여정|진지희|
349,349,350,하루,조선호,CGV아트하우스,2017-06-15,한국,781,9068009842,1129018,스릴러,15세이상관람가,7.09,김명민|변요한|유재명|
350,350,351,헝거게임: 캣칭 파이어,프란시스 로렌스,롯데쇼핑㈜롯데엔터테인먼트,2013-11-21,미국,630,7850816000,1125739,판타지,15세이상관람가,8.31,제니퍼 로렌스|조쉬 허처슨|리암 헴스워스|필립 세이모어 호프만|토비 존스|지나 말론|엘리자베스 뱅크스|샘 클라플린|우디 해럴슨|폴라 맬콤슨|
351,351,352,챔피언,김용완,워너브러더스 코리아(주),2018-05-01,한국,874,9440714230,1125248,드라마,12세이상관람가,6.37,마동석|권율|한예리|
352,352,353,성난 변호사,허종호,씨제이이앤엠(주),2015-10-08,한국,607,8697174039,1124918,범죄,15세이상관람가,7.85,이선균|김고은|임원희|
353,353,354,특수본,황병국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-11-24,한국,471,8096052500,1118258,액션,15세이상관람가,6.97,엄태웅|주원|정진영|성동일|이태임|김정태|
354,354,355,라이트 아웃,데이비드 F. 샌드버그,워너브러더스 코리아(주),2016-08-24,미국,659,8892177975,1111158,공포(호러),15세이상관람가,8,로타 로스튼|
355,355,356,회사원,임상윤,(주)쇼박스,2012-10-11,한국,549,8321175000,1110523,액션,청소년관람불가,6.42,소지섭|이미연|
356,356,357,간신,민규동,롯데쇼핑㈜롯데엔터테인먼트,2015-05-21,한국,697,8946842910,1110246,사극,청소년관람불가,6.9,주지훈|김강우|천호진|임지연|이유영|
357,357,358,박물관이 살아있다 : 비밀의 무덤,숀 레비,이십세기폭스코리아(주),2015-01-14,미국,500,8170784606,1101678,어드벤처,전체관람가,8.07,벤 스틸러|로빈 윌리엄스|댄 스티븐스|레벨 윌슨|오웬 윌슨|벤 킹슬리|딕 반 다이크|미키 루니|스티브 쿠건|
358,358,359,퍼시픽 림: 업라이징,스티븐 S. 드나이트,유니버설픽쳐스인터내셔널 코리아(유),2018-03-21,미국,1145,8962728795,1077238,액션,15세이상관람가,6.76,스콧 이스트우드|존 보예가|
359,359,360,가디언즈,피터 램지,씨제이이앤엠(주),2012-11-29,미국,470,8212243000,1075584,애니메이션,전체관람가,9.15,크리스 파인|알렉 볼드윈|주드 로|아일라 피셔|휴 잭맨|다코타 고요|양세나|
360,360,361,더 울버린,제임스 맨골드,이십세기폭스코리아(주),2013-07-25,미국,707,7849518000,1075333,액션,15세이상관람가,6.13,휴 잭맨|
361,361,362,오빠생각,이한,(주)넥스트엔터테인먼트월드(NEW),2016-01-21,한국,855,8058857287,1069436,드라마,12세이상관람가,8.49,임시완|고아성|
362,362,363,"날, 보러와요",이철하,메가박스중앙(주)플러스엠,2016-04-07,한국,683,8821335063,1061412,미스터리,청소년관람불가,7.27,강예원|이상윤|최진호|
363,363,364,수상한 고객들,조진모,씨제이이앤엠(주),2011-04-14,한국,411,7953428000,1059350,코미디,15세이상관람가,8.6,류승범|
364,364,365,그놈이다,윤준형,CGV아트하우스,2015-10-28,한국,681,8098811152,1046313,스릴러,15세이상관람가,6.97,주원|유해진|이유영|
365,365,366,동창생,박홍수,(주)쇼박스,2013-11-06,한국,660,6983395126,1044522,액션,15세이상관람가,7.31,T.O.P|한예리|윤제문|조성하|김유정|
366,366,367,점박이:한반도의 공룡3D,한상호,씨제이이앤엠(주),2012-01-26,한국,457,9621468000,1040636,애니메이션,전체관람가,7.61,이형석|신용우|구자형|
367,367,368,지오스톰,"딘 데블린,대니 캐넌",워너브러더스 코리아(주),2017-10-19,미국,854,8480864614,1028384,액션,12세이상관람가,7.45,제라드 버틀러|애비 코니쉬|짐 스터게스|
368,368,369,오직 그대만,송일곤,(주)쇼박스,2011-10-20,한국,435,7591008500,1027622,멜로/로맨스,15세이상관람가,9.12,소지섭|한효주|
369,369,370,개구쟁이 스머프,라자 고스넬,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-08-11,미국,399,7722534000,1027438,애니메이션,전체관람가,8.56,닐 패트릭 해리스|소피아 베르가라|
370,370,371,로그 원: 스타워즈 스토리,가렛 에드워즈,월트디즈니컴퍼니코리아 유한책임회사,2016-12-28,미국,907,9047995594,1019309,액션,12세이상관람가,8.44,펠리시티 존스|디에고 루나|매즈 미켈슨|리즈 아메드|포레스트 휘태커|견자단|강문|
371,371,372,본 레거시,토니 길로이,유니버설픽쳐스인터내셔널 코리아(유),2012-09-06,미국,585,7412233000,1015711,액션,15세이상관람가,7.09,제레미 레너|에드워드 노튼|레이첼 와이즈|
374,374,375,맨 인 더 다크,페드 알바레즈,유니버설픽쳐스인터내셔널 코리아(유),2016-10-05,미국,671,8445645672,999047,스릴러,청소년관람불가,7.98,제인 레비|딜런 미네트|스티븐 랭|
375,375,376,염력,연상호,(주)넥스트엔터테인먼트월드(NEW),2018-01-31,한국,1099,7484684112,990111,드라마,15세이상관람가,5.04,류승룡|심은경|
376,376,377,방황하는 칼날,이정호,씨제이이앤엠(주),2014-04-10,한국,594,7806377800,987420,범죄,청소년관람불가,7.71,정재영|이성민|
377,377,378,시체가 돌아왔다,우선호,씨제이이앤엠(주),2012-03-29,한국,435,7357623000,986547,범죄,15세이상관람가,7.41,이범수|류승범|김옥빈|
378,378,379,미쓰 와이프,강효진,메가박스중앙(주)플러스엠,2015-08-13,한국,437,7357162869,984265,코미디,15세이상관람가,8.92,엄정화|송승헌|
379,379,380,파퍼씨네 펭귄들,마크 워터스,이십세기폭스코리아(주),2011-09-07,미국,333,7043993000,979739,코미디,전체관람가,8.51,칼라 구기노|짐 캐리|안젤라 랜즈베리|매들린 캐롤|
380,380,381,로보캅,호세 파딜라,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-02-13,미국,627,7299641958,979509,액션,12세이상관람가,8,조엘 킨나만|사무엘 L. 잭슨|게리 올드만|
381,381,382,원더풀 라디오,권칠인,(주)쇼박스,2012-01-05,한국,474,7193596000,977470,드라마,15세이상관람가,7.59,이민정|이정진|
382,382,383,돈 크라이 마미,김용한,(주)에스비에스콘텐츠허브,2012-11-22,한국,444,6808882099,975462,스릴러,15세이상관람가,6.44,유선|남보라|유오성|동호|
384,384,385,"고산자, 대동여지도",강우석,씨제이이앤엠(주),2016-09-07,한국,765,7777473258,971194,사극,전체관람가,7.23,차승원|유준상|
385,385,386,우리는 형제입니다,장진,(주)쇼박스,2014-10-23,한국,566,7263255399,970373,코미디,12세이상관람가,7.2,조진웅|김성균|김영애|윤진이|
386,386,387,프로메테우스,리들리 스콧,이십세기폭스코리아(주),2012-06-06,미국,521,8583886099,970275,SF,청소년관람불가,7.7,누미 라파스|마이클 패스벤더|샤를리즈 테론|가이 피어스|
