,날짜,요일,영화명,매출액,매출액점유율,매출액증감,누적매출액,관객수,관객수증감,누적관객수,스크린수,상영횟수
3,2018년 05월 12일,sat,커다랗고 커다랗고 커다란 배,"83,180,200",1.4%,"79,413,500
(2,108.3%)","622,805,000","10,497","10,014
(2,073.3%)","78,639",199,286
4,2018년 05월 12일,sat,얼리맨,"76,518,000",1.3%,"70,830,200
(1,245.3%)","825,901,400","9,859","9,042
(1,106.7%)","107,324",310,404
5,2018년 05월 12일,sat,루비 스팍스,"63,006,600",1.1%,"31,590,600
(100.6%)","122,735,100","6,772","3,324
(96.4%)","13,610",142,483
6,2018년 05월 12일,sat,당갈,"57,704,800",1.0%,"35,906,400
(164.7%)","657,388,900","6,387","3,943
(161.3%)","78,701",108,183
7,2018년 05월 12일,sat,중2병이라도 사랑이 하고 싶어! 테이크 온 미,"41,075,200",0.7%,"22,646,800
(122.9%)","95,126,300","4,855","2,836
(140.5%)","10,391",113,255
8,2018년 05월 12일,sat,부르고뉴 와인에서 찾은 인생,"38,816,000",0.7%,"24,596,900
(173.0%)","198,118,900","4,228","2,645
(167.1%)","22,591",53,107
9,2018년 05월 12일,sat,레오나르도 다 빈치,"20,118,600",0.3%,"18,665,100
(1,284.1%)","487,033,400","2,466","2,303
(1,412.9%)","61,572",111,143
0,2018년 05월 13일,sun,어벤져스: 인피니티 워,"2,739,216,300",56.4%,"-563,473,283
(-17.1%)","90,521,923,401","290,488","-57,998
(-16.6%)","10,133,968","1,583","7,426"
1,2018년 05월 13일,sun,레슬러,"1,179,986,600",24.3%,"-271,101,883
(-18.7%)","4,627,114,057","133,059","-30,366
(-18.6%)","536,771",947,"4,693"
2,2018년 05월 13일,sun,챔피언,"470,159,500",9.7%,"-52,643,317
(-10.1%)","9,013,945,130","53,814","-5,856
(-9.8%)","1,067,554",633,"2,292"
3,2018년 05월 13일,sun,커다랗고 커다랗고 커다란 배,"87,775,300",1.8%,"4,595,100
(5.5%)","710,580,300","10,938","441
(4.2%)","89,577",215,316
4,2018년 05월 13일,sun,얼리맨,"67,436,200",1.4%,"-9,081,800
(-11.9%)","893,337,600","8,681","-1,178
(-11.9%)","116,005",312,406
5,2018년 05월 13일,sun,당갈,"54,596,100",1.1%,"-3,108,700
(-5.4%)","711,985,000","6,065","-322
(-5.0%)","84,766",114,204
6,2018년 05월 13일,sun,루비 스팍스,"46,886,300",1.0%,"-16,120,300
(-25.6%)","169,621,400","5,089","-1,683
(-24.9%)","18,699",149,457
7,2018년 05월 13일,sun,중2병이라도 사랑이 하고 싶어! 테이크 온 미,"33,046,800",0.7%,"-8,028,400
(-19.5%)","128,173,100","3,924","-931
(-19.2%)","14,315",112,241
8,2018년 05월 13일,sun,부르고뉴 와인에서 찾은 인생,"33,088,700",0.7%,"-5,727,300
(-14.8%)","231,207,600","3,600","-628
(-14.9%)","26,191",54,107
9,2018년 05월 13일,sun,레오나르도 다 빈치,"18,371,800",0.4%,"-1,746,800
(-8.7%)","505,405,200","2,202","-264
(-10.7%)","63,774",108,138
0,2018년 05월 14일,mon,어벤져스: 인피니티 워,"729,622,500",58.9%,"-2,009,593,800
(-73.4%)","91,251,545,901","79,245","-211,243
(-72.7%)","10,213,213","1,508","6,747"
1,2018년 05월 14일,mon,레슬러,"258,721,700",20.9%,"-921,264,900
(-78.1%)","4,885,835,757","32,344","-100,715
(-75.7%)","569,115",878,"4,203"
2,2018년 05월 14일,mon,챔피언,"105,159,800",8.5%,"-364,999,700
(-77.6%)","9,119,104,930","13,166","-40,648
(-75.5%)","1,080,720",584,"2,035"
3,2018년 05월 14일,mon,버닝,"27,932,000",2.3%,"27,932,000
(100.0%)","27,932,000","3,100","3,100
(100.0%)","3,100",9,13
4,2018년 05월 14일,mon,당갈,"16,555,900",1.3%,"-38,040,200
(-69.7%)","728,540,900","2,061","-4,004
(-66.0%)","86,827",114,218
5,2018년 05월 14일,mon,루비 스팍스,"15,733,700",1.3%,"-31,152,600
(-66.4%)","185,355,100","1,938","-3,151
(-61.9%)","20,637",126,420
6,2018년 05월 14일,mon,부르고뉴 와인에서 찾은 인생,"11,409,000",0.9%,"-21,679,700
(-65.5%)","242,616,600","1,413","-2,187
(-60.8%)","27,604",50,98
7,2018년 05월 14일,mon,서산개척단,"7,404,000",0.6%,"7,404,000
(100.0%)","7,404,000",810,"810
(100.0%)",810,2,2
8,2018년 05월 14일,mon,그날 바다,"6,016,400",0.5%,"-9,364,400
(-60.9%)","4,410,948,800",792,"-1,003
(-55.9%)","535,457",136,187
9,2018년 05월 14일,mon,씨 오브 트리스,"4,789,500",0.4%,"-4,106,200
(-46.2%)","46,340,100",632,"-392
(-38.3%)","5,449",82,145
0,2018년 05월 15일,tue,어벤져스: 인피니티 워,"756,993,200",56.6%,"27,370,700
(3.8%)","92,008,539,101","83,822","4,577
(5.8%)","10,297,035","1,529","6,692"
1,2018년 05월 15일,tue,레슬러,"294,878,000",22.1%,"36,156,300
(14.0%)","5,180,713,757","38,090","5,746
(17.8%)","607,205",923,"4,139"
2,2018년 05월 15일,tue,챔피언,"116,332,100",8.7%,"11,172,300
(10.6%)","9,235,437,030","15,443","2,277
(17.3%)","1,096,163",601,"2,042"
3,2018년 05월 15일,tue,루비 스팍스,"19,294,200",1.4%,"3,560,500
(22.6%)","204,649,300","2,386","448
(23.1%)","23,023",133,457
4,2018년 05월 15일,tue,당갈,"18,685,400",1.4%,"2,129,500
(12.9%)","747,226,300","2,365","304
(14.8%)","89,192",118,228
5,2018년 05월 15일,tue,부르고뉴 와인에서 찾은 인생,"13,293,400",1.0%,"1,884,400
(16.5%)","255,910,000","1,727","314
(22.2%)","29,331",53,102
6,2018년 05월 15일,tue,5.18 힌츠페터 스토리,"11,385,000",0.9%,"8,994,500
(376.3%)","14,775,500","1,265","1,003
(382.8%)","1,727",7,7
7,2018년 05월 15일,tue,독전,"9,144,000",0.7%,"9,144,000
(100.0%)","13,555,000","1,143","1,143
(100.0%)","1,544",5,7
8,2018년 05월 15일,tue,그날 바다,"8,046,128",0.6%,"2,029,728
(33.7%)","4,418,994,928","1,088","296
(37.4%)","536,545",131,181
9,2018년 05월 15일,tue,얼리맨,"6,606,300",0.5%,"3,549,100
(116.1%)","903,001,100","1,042","587
(129.0%)","117,502",118,137
0,2018년 05월 16일,wed,데드풀 2,"3,042,723,300",79.8%,"3,040,644,300
(146,255.1%)","3,063,409,300","356,445","356,214
(154,205.2%)","357,947","1,525","7,568"
1,2018년 05월 16일,wed,어벤져스: 인피니티 워,"386,108,600",10.1%,"-370,884,600
(-49.0%)","92,394,647,701","47,865","-35,957
(-42.9%)","10,344,900",943,"3,083"
2,2018년 05월 16일,wed,레슬러,"159,111,000",4.2%,"-135,767,000
(-46.0%)","5,339,824,757","20,525","-17,565
(-46.1%)","627,730",637,"2,202"
3,2018년 05월 16일,wed,챔피언,"49,681,900",1.3%,"-66,650,200
(-57.3%)","9,285,118,930","6,550","-8,893
(-57.6%)","1,102,713",379,807
4,2018년 05월 16일,wed,안녕 나의 소녀,"39,197,500",1.0%,"39,197,500
(100.0%)","40,457,500","5,199","5,199
(100.0%)","5,379",116,360
5,2018년 05월 16일,wed,피터 래빗,"28,682,100",0.8%,"28,682,100
(100.0%)","42,255,100","4,019","4,019
(100.0%)","5,836",384,497
6,2018년 05월 16일,wed,임을 위한 행진곡,"14,730,700",0.4%,"14,730,700
(100.0%)","65,015,200","1,942","1,942
(100.0%)","7,834",139,255
7,2018년 05월 16일,wed,당갈,"11,826,000",0.3%,"-6,859,400
(-36.7%)","759,052,300","1,609","-756
(-32.0%)","90,801",72,116
8,2018년 05월 16일,wed,부르고뉴 와인에서 찾은 인생,"9,905,600",0.3%,"-3,387,800
(-25.5%)","265,815,600","1,249","-478
(-27.7%)","30,580",47,88
9,2018년 05월 16일,wed,루비 스팍스,"7,600,600",0.2%,"-11,693,600
(-60.6%)","212,249,900",944,"-1,442
(-60.4%)","23,967",132,216
0,2018년 05월 17일,thu,데드풀 2,"2,229,931,900",65.7%,"-812,791,400
(-26.7%)","5,293,341,200","259,782","-96,663
(-27.1%)","617,729","1,404","7,409"
1,2018년 05월 17일,thu,버닝,"446,362,600",13.1%,"446,352,600
(4,463,526.0%)","474,304,600","54,088","54,087
(5,408,700.0%)","57,189",728,"2,837"
2,2018년 05월 17일,thu,어벤져스: 인피니티 워,"335,911,000",9.9%,"-50,197,600
(-13.0%)","92,730,558,701","41,149","-6,716
(-14.0%)","10,386,049",690,"2,245"
3,2018년 05월 17일,thu,레슬러,"140,423,900",4.1%,"-18,687,100
(-11.7%)","5,480,248,657","18,316","-2,209
(-10.8%)","646,046",528,"1,498"
4,2018년 05월 17일,thu,안녕 나의 소녀,"48,884,500",1.4%,"9,687,000
(24.7%)","89,342,000","6,560","1,361
(26.2%)","11,939",126,348
5,2018년 05월 17일,thu,피터 래빗,"29,679,300",0.9%,"997,200
(3.5%)","71,934,400","4,253","234
(5.8%)","10,089",338,441
6,2018년 05월 17일,thu,챔피언,"23,165,300",0.7%,"-26,516,600
(-53.4%)","9,308,284,230","3,595","-2,955
(-45.1%)","1,106,308",198,303
7,2018년 05월 17일,thu,독전,"17,963,500",0.5%,"17,963,500
(100.0%)","31,518,500","1,943","1,943
(100.0%)","3,487",12,12
8,2018년 05월 17일,thu,마징가 Z: 인피니티,"11,392,500",0.3%,"11,392,500
(100.0%)","18,772,500","1,438","1,438
(100.0%)","2,483",246,321
9,2018년 05월 17일,thu,임을 위한 행진곡,"9,124,500",0.3%,"-5,606,200
(-38.1%)","74,139,700","1,294","-648
(-33.4%)","9,128",119,198
0,2018년 05월 18일,fri,데드풀 2,"3,057,263,120",66.5%,"827,331,220
(37.1%)","8,350,604,320","323,152","63,370
(24.4%)","940,881","1,485","7,866"
1,2018년 05월 18일,fri,버닝,"555,455,952",12.1%,"109,093,352
(24.4%)","1,029,760,552","60,958","6,870
(12.7%)","118,147",739,"2,776"
2,2018년 05월 18일,fri,어벤져스: 인피니티 워,"521,157,876",11.3%,"185,246,876
(55.1%)","93,251,716,577","59,412","18,263
(44.4%)","10,445,461",691,"2,255"
3,2018년 05월 18일,fri,레슬러,"169,109,900",3.7%,"28,686,000
(20.4%)","5,649,358,557","21,948","3,632
(19.8%)","667,994",552,"1,549"
4,2018년 05월 18일,fri,안녕 나의 소녀,"74,666,972",1.6%,"25,782,472
(52.7%)","164,008,972","9,398","2,838
(43.3%)","21,337",137,393
5,2018년 05월 18일,fri,피터 래빗,"36,643,300",0.8%,"6,964,000
(23.5%)","108,577,700","4,790","537
(12.6%)","14,879",378,489
6,2018년 05월 18일,fri,챔피언,"26,795,900",0.6%,"3,630,600
(15.7%)","9,335,080,130","3,814","219
(6.1%)","1,110,122",175,284
7,2018년 05월 18일,fri,5.18 힌츠페터 스토리,"17,027,600",0.4%,"10,227,900
(150.4%)","46,937,800","3,563","2,678
(302.6%)","7,100",119,195
8,2018년 05월 18일,fri,임을 위한 행진곡,"14,066,900",0.3%,"4,942,400
(54.2%)","88,206,600","1,926","632
(48.8%)","11,054",160,256
9,2018년 05월 18일,fri,부르고뉴 와인에서 찾은 인생,"14,237,300",0.3%,"3,820,100
(36.7%)","290,470,100","1,599","314
(24.4%)","33,464",37,97
0,2018년 05월 19일,sat,데드풀 2,"5,373,560,516",64.8%,"2,316,297,396
(75.8%)","13,724,164,836","570,341","247,189
(76.5%)","1,511,222","1,562","8,617"
1,2018년 05월 19일,sat,어벤져스: 인피니티 워,"1,139,207,892",13.7%,"618,050,016
(118.6%)","94,390,924,469","128,719","69,307
(116.7%)","10,574,180",742,"2,341"
2,2018년 05월 19일,sat,버닝,"785,610,246",9.5%,"230,154,294
(41.4%)","1,815,370,798","85,021","24,063
(39.5%)","203,168",705,"2,540"
3,2018년 05월 19일,sat,피터 래빗,"369,860,700",4.5%,"333,217,400
(909.4%)","478,438,400","46,914","42,124
(879.4%)","61,793",575,"1,013"
4,2018년 05월 19일,sat,레슬러,"252,636,500",3.0%,"83,526,600
(49.4%)","5,901,995,057","29,488","7,540
(34.4%)","697,482",541,"1,348"
5,2018년 05월 19일,sat,안녕 나의 소녀,"112,108,462",1.4%,"37,441,490
(50.1%)","276,117,434","13,880","4,482
(47.7%)","35,217",155,441
6,2018년 05월 19일,sat,마징가 Z: 인피니티,"40,645,900",0.5%,"29,731,700
(272.4%)","70,332,600","4,883","3,647
(295.1%)","8,602",332,435
7,2018년 05월 19일,sat,다이노 헌터: 티렉스VS파키리노 대격돌,"34,288,600",0.4%,"31,232,600
(1,022.0%)","39,606,700","4,195","3,844
(1,095.2%)","4,850",168,230
8,2018년 05월 19일,sat,챔피언,"31,692,100",0.4%,"4,896,200
(18.3%)","9,366,772,230","3,898","84
(2.2%)","1,114,020",156,235
9,2018년 05월 19일,sat,부르고뉴 와인에서 찾은 인생,"22,037,200",0.3%,"7,799,900
(54.8%)","312,507,300","2,393","794
(49.7%)","35,857",37,101
0,2018년 05월 20일,sun,데드풀 2,"4,385,519,550",61.8%,"-988,040,966
(-18.4%)","18,109,684,386","462,113","-108,228
(-19.0%)","1,973,335","1,576","8,459"
1,2018년 05월 20일,sun,어벤져스: 인피니티 워,"1,021,836,600",14.4%,"-117,371,292
(-10.3%)","95,412,761,069","115,791","-12,928
(-10.0%)","10,689,971",760,"2,376"
2,2018년 05월 20일,sun,버닝,"695,648,300",9.8%,"-89,961,946
(-11.5%)","2,511,019,098","74,723","-10,298
(-12.1%)","277,891",707,"2,449"
3,2018년 05월 20일,sun,피터 래빗,"403,996,300",5.7%,"34,135,600
(9.2%)","882,434,700","50,693","3,779
(8.1%)","112,486",599,"1,101"
4,2018년 05월 20일,sun,레슬러,"232,997,900",3.3%,"-19,638,600
(-7.8%)","6,134,992,957","27,045","-2,443
(-8.3%)","724,527",539,"1,243"
5,2018년 05월 20일,sun,안녕 나의 소녀,"109,246,000",1.5%,"-2,862,462
(-2.6%)","385,363,434","13,618","-262
(-1.9%)","48,835",153,429
6,2018년 05월 20일,sun,마징가 Z: 인피니티,"44,115,700",0.6%,"3,469,800
(8.5%)","114,448,300","5,322","439
(9.0%)","13,924",324,414
7,2018년 05월 20일,sun,다이노 헌터: 티렉스VS파키리노 대격돌,"33,048,200",0.5%,"-1,240,400
(-3.6%)","72,654,900","3,988","-207
(-4.9%)","8,838",166,225
8,2018년 05월 20일,sun,챔피언,"29,195,400",0.4%,"-2,496,700
(-7.9%)","9,395,967,630","3,519","-379
(-9.7%)","1,117,539",152,229
9,2018년 05월 20일,sun,당갈,"20,602,200",0.3%,"2,475,300
(13.7%)","816,118,300","2,367","309
(15.0%)","97,632",53,71
0,2018년 05월 21일,mon,데드풀 2,"2,402,979,900",56.5%,"-1,982,539,650
(-45.2%)","20,512,664,286","281,698","-180,415
(-39.0%)","2,255,033","1,493","8,182"
1,2018년 05월 21일,mon,어벤져스: 인피니티 워,"725,464,300",17.1%,"-296,372,300
(-29.0%)","96,138,225,369","92,626","-23,165
(-20.0%)","10,782,597",734,"2,394"
2,2018년 05월 21일,mon,버닝,"429,046,000",10.1%,"-266,602,300
(-38.3%)","2,940,065,098","51,397","-23,326
(-31.2%)","329,288",703,"2,571"
3,2018년 05월 21일,mon,피터 래빗,"262,855,200",6.2%,"-141,141,100
(-34.9%)","1,145,289,900","37,859","-12,834
(-25.3%)","150,345",523,870
4,2018년 05월 21일,mon,레슬러,"163,618,500",3.8%,"-69,379,400
(-29.8%)","6,298,611,457","21,710","-5,335
(-19.7%)","746,237",539,"1,340"
5,2018년 05월 21일,mon,안녕 나의 소녀,"79,741,000",1.9%,"-29,505,000
(-27.0%)","465,104,434","11,183","-2,435
(-17.9%)","60,018",149,436
6,2018년 05월 21일,mon,챔피언,"25,137,100",0.6%,"-4,058,300
(-13.9%)","9,421,104,730","3,453","-66
(-1.9%)","1,120,992",165,265
7,2018년 05월 21일,mon,독전,"25,947,000",0.6%,"25,947,000
(100.0%)","64,188,500","2,883","2,883
(100.0%)","7,117",12,12
8,2018년 05월 21일,mon,마징가 Z: 인피니티,"17,432,700",0.4%,"-26,683,000
(-60.5%)","131,881,000","2,401","-2,921
(-54.9%)","16,325",291,353
9,2018년 05월 21일,mon,다이노 헌터: 티렉스VS파키리노 대격돌,"15,927,200",0.4%,"-17,121,000
(-51.8%)","88,582,100","2,184","-1,804
(-45.2%)","11,022",140,169
0,2018년 05월 22일,tue,독전,"3,378,735,600",37.5%,"3,352,788,600
(12,921.7%)","3,442,924,100","376,530","373,647
(12,960.4%)","383,647","1,063","5,133"
1,2018년 05월 22일,tue,데드풀 2,"3,007,974,900",33.4%,"604,995,000
(25.2%)","23,520,639,186","317,490","35,792
(12.7%)","2,572,523","1,101","5,574"
2,2018년 05월 22일,tue,어벤져스: 인피니티 워,"785,647,400",8.7%,"60,183,100
(8.3%)","96,923,872,769","90,877","-1,749
(-1.9%)","10,873,474",590,"1,562"
3,2018년 05월 22일,tue,피터 래빗,"626,342,000",6.9%,"363,486,800
(138.3%)","1,771,631,900","80,134","42,275
(111.7%)","230,479",595,"1,077"
4,2018년 05월 22일,tue,트루스 오어 데어,"479,675,300",5.3%,"479,675,300
(100.0%)","481,675,300","54,911","54,911
(100.0%)","55,111",530,"1,881"
5,2018년 05월 22일,tue,버닝,"395,649,000",4.4%,"-33,397,000
(-7.8%)","3,335,714,098","42,336","-9,061
(-17.6%)","371,624",546,"1,393"
6,2018년 05월 22일,tue,안녕 나의 소녀,"94,378,500",1.0%,"14,637,500
(18.4%)","559,482,934","11,818","635
(5.7%)","71,836",132,301
7,2018년 05월 22일,tue,레슬러,"61,840,300",0.7%,"-101,778,200
(-62.2%)","6,360,451,757","7,633","-14,077
(-64.8%)","753,870",235,359
8,2018년 05월 22일,tue,다이노 헌터: 티렉스VS파키리노 대격돌,"42,241,200",0.5%,"26,314,000
(165.2%)","130,823,300","5,192","3,008
(137.7%)","16,214",128,147
9,2018년 05월 22일,tue,마징가 Z: 인피니티,"25,097,900",0.3%,"7,665,200
(44.0%)","156,978,900","3,072","671
(27.9%)","19,397",171,183
0,2018년 05월 23일,wed,독전,"1,318,718,300",49.0%,"-2,060,017,300
(-61.0%)","4,761,642,400","161,146","-215,384
(-57.2%)","544,793","1,071","5,241"
1,2018년 05월 23일,wed,데드풀 2,"792,140,200",29.4%,"-2,215,834,700
(-73.7%)","24,312,779,386","91,779","-225,711
(-71.1%)","2,664,302","1,027","5,143"
2,2018년 05월 23일,wed,어벤져스: 인피니티 워,"148,602,400",5.5%,"-637,045,000
(-81.1%)","97,072,475,169","18,213","-72,664
(-80.0%)","10,891,687",532,"1,416"
3,2018년 05월 23일,wed,트루스 오어 데어,"141,613,400",5.3%,"-338,061,900
(-70.5%)","623,288,700","17,299","-37,612
(-68.5%)","72,410",518,"1,761"
4,2018년 05월 23일,wed,버닝,"143,731,000",5.3%,"-251,918,000
(-63.7%)","3,479,445,098","16,417","-25,919
(-61.2%)","388,041",537,"1,447"
5,2018년 05월 23일,wed,안녕 나의 소녀,"30,446,500",1.1%,"-63,932,000
(-67.7%)","589,929,434","3,876","-7,942
(-67.2%)","75,712",117,276
6,2018년 05월 23일,wed,피터 래빗,"20,517,500",0.8%,"-605,824,500
(-96.7%)","1,792,149,400","2,907","-77,227
(-96.4%)","233,386",296,388
7,2018년 05월 23일,wed,레슬러,"12,732,700",0.5%,"-49,107,600
(-79.4%)","6,373,184,457","1,802","-5,831
(-76.4%)","755,672",179,261
8,2018년 05월 23일,wed,부르고뉴 와인에서 찾은 인생,"8,101,600",0.3%,"-18,217,300
(-69.2%)","382,080,200","1,001","-1,890
(-65.4%)","43,795",38,83
9,2018년 05월 23일,wed,무문관,"6,190,300",0.2%,"5,282,300
(581.8%)","146,335,000",974,"830
(576.4%)","18,765",12,17
0,2018년 05월 24일,thu,독전,"1,293,767,500",49.4%,"-24,950,800
(-1.9%)","6,055,409,900","158,565","-2,581
(-1.6%)","703,358","1,078","5,100"
1,2018년 05월 24일,thu,데드풀 2,"636,255,500",24.3%,"-155,884,700
(-19.7%)","24,949,034,886","75,447","-16,332
(-17.8%)","2,739,749",938,"4,330"
2,2018년 05월 24일,thu,한 솔로: 스타워즈 스토리,"184,755,200",7.1%,"179,355,200
(3,321.4%)","198,891,200","19,176","18,726
(4,161.3%)","20,250",546,"1,891"
3,2018년 05월 24일,thu,트루스 오어 데어,"123,502,900",4.7%,"-18,110,500
(-12.8%)","746,791,600","14,919","-2,380
(-13.8%)","87,329",501,"1,530"
4,2018년 05월 24일,thu,어벤져스: 인피니티 워,"116,521,500",4.5%,"-32,080,900
(-21.6%)","97,188,996,669","14,346","-3,867
(-21.2%)","10,906,033",491,"1,102"
5,2018년 05월 24일,thu,버닝,"98,939,300",3.8%,"-44,791,700
(-31.2%)","3,578,384,398","11,934","-4,483
(-27.3%)","399,975",457,"1,112"
6,2018년 05월 24일,thu,레슬러,"35,829,800",1.4%,"23,097,100
(181.4%)","6,409,014,257","5,058","3,256
(180.7%)","760,730",158,200
7,2018년 05월 24일,thu,안녕 나의 소녀,"20,047,500",0.8%,"-10,399,000
(-34.2%)","609,976,934","2,710","-1,166
(-30.1%)","78,422",100,229
8,2018년 05월 24일,thu,피터 래빗,"13,333,700",0.5%,"-7,183,800
(-35.0%)","1,805,483,100","1,854","-1,053
(-36.2%)","235,240",212,260
9,2018년 05월 24일,thu,세라비 이것이 인생!,"9,990,000",0.4%,"9,990,000
(100.0%)","19,710,000",999,"999
(100.0%)","2,079",5,5
0,2018년 05월 25일,fri,독전,"1,967,322,200",53.2%,"673,554,700
(52.1%)","8,022,732,100","219,564","60,999
(38.5%)","922,922","1,188","5,623"
1,2018년 05월 25일,fri,데드풀 2,"888,130,400",24.0%,"251,874,900
(39.6%)","25,837,165,286","95,108","19,661
(26.1%)","2,834,857",928,"4,385"
2,2018년 05월 25일,fri,트루스 오어 데어,"201,610,000",5.4%,"78,107,100
(63.2%)","948,401,600","23,005","8,086
(54.2%)","110,334",501,"1,510"
3,2018년 05월 25일,fri,한 솔로: 스타워즈 스토리,"199,559,100",5.4%,"14,803,900
(8.0%)","398,450,300","20,312","1,136
(5.9%)","40,562",556,"1,822"
4,2018년 05월 25일,fri,어벤져스: 인피니티 워,"172,229,900",4.7%,"55,708,400
(47.8%)","97,361,226,569","19,045","4,699
(32.8%)","10,925,078",511,"1,157"
5,2018년 05월 25일,fri,버닝,"125,787,900",3.4%,"26,848,600
(27.1%)","3,704,172,298","13,680","1,746
(14.6%)","413,655",469,"1,057"
6,2018년 05월 25일,fri,안녕 나의 소녀,"28,414,000",0.8%,"8,366,500
(41.7%)","638,390,934","3,422","712
(26.3%)","81,844",113,249
7,2018년 05월 25일,fri,피터 래빗,"20,457,500",0.6%,"7,123,800
(53.4%)","1,825,940,600","2,602","748
(40.3%)","237,842",237,296
8,2018년 05월 25일,fri,레슬러,"10,487,400",0.3%,"-25,342,400
(-70.7%)","6,419,501,657","1,573","-3,485
(-68.9%)","762,303",149,191
9,2018년 05월 25일,fri,챔피언,"5,485,900",0.1%,"313,600
(6.1%)","9,445,843,630",771,"-123
(-13.8%)","1,124,639",49,54
0,2018년 05월 26일,sat,독전,"4,172,910,461",53.7%,"2,205,588,261
(112.1%)","12,195,642,561","459,752","240,188
(109.4%)","1,382,674","1,357","6,562"
1,2018년 05월 26일,sat,데드풀 2,"1,747,585,539",22.5%,"859,455,139
(96.8%)","27,584,750,825","186,003","90,895
(95.6%)","3,020,860",933,"4,438"
2,2018년 05월 26일,sat,어벤져스: 인피니티 워,"416,923,600",5.4%,"244,693,700
(142.1%)","97,778,150,169","46,992","27,947
(146.7%)","10,972,070",541,"1,241"
3,2018년 05월 26일,sat,한 솔로: 스타워즈 스토리,"423,926,239",5.5%,"224,367,139
(112.4%)","822,376,539","44,133","23,821
(117.3%)","84,695",569,"1,656"
