,filmoNames,peopleCd,peopleNm,repRoleNm,guest,movie_num,guest_rate,Tot_averageN,Tot_medianN,Tot_average0.3,Tot_median
261,"솔루션|코메디: 다 웃자고 하는 얘기|자가당착: 시대정신과 현실참여|화이트: 저주의 멜로디|방독피|고갈|은하해방전선|뇌절개술|자본당 선언: 만국의 노동자여, 축적하라!|중산층 가정의 대재앙|시간의식|철의 여인|임계밀도|자살변주|Bomb! Bomb! Bomb!|빛과 계급 |무서운 이야기 3 : 화성에서 온 소녀|[인디포럼2016] 기획전04 디지털, 눈을 뜨다 |[인디포럼2016] 기획전01 김곡, 김선 특별전|무서운 이야기|세번째 시선|무서운 이야기 3 '로드레이지'|무서운 이야기 '앰뷸런스'",10004500,김선,감독,1218129,3,406043,0.015330104,0.381095715,0.915330104,3.381095715
262,깡철이|눈에는 눈 이에는 이|우리 형|친구|새는 폐곡선을 그린다,10042824,안권태,감독,1204666,1,1204666,0.010609234,0.376374844,0.910609234,3.376374844
263,바람의 색|시간이탈자|미스 히스테리|싸이보그 그녀|무림여대생|데이지|내 여자친구를 소개합니다|클래식|피아노 치는 대통령|중독|엽기적인 그녀|마스카라|비 오는 날 수채화2|가을여행|비 오는 날 수채화|기억이 들린다|3인 3색 러브스토리 : 사랑즐감,10002002,곽재용,감독,1202058,1,1202058,0.009694725,0.375460336,0.909694725,3.375460336
264,R2B: 리턴투베이스|유감스러운 도시|투사부일체,10003972,김동원,감독,1201640,1,1201640,0.009548151,0.375313762,0.909548151,3.375313762
265,해빙|4인용 식탁|이공|E.D. 571|래빗|물안경|8월 수요단편극장 “신스틸러의 단편”|가족시네마,10056147,이수연,감독,1201576,1,1201576,0.009525709,0.37529132,0.909525709,3.37529132
266,더 웹툰: 예고살인|불꽃처럼 나비처럼|분홍신|와니와 준하|저스트 두 잇|휴가|그랜드 파더|원정,10005097,김용균,감독,1201033,1,1201033,0.009335304,0.375100914,0.909335304,3.375100914
267,빅매치|고고 70|사생결단|후아유|바이 준,10072907,최호,감독,1177438,1,1177438,0.001061595,0.366827205,0.901061595,3.366827205
268,"나쁜놈은 죽는다 무삭제 특별판|나쁜놈은 죽는다|장수상회|뷰티풀 2014|마이 웨이|태극기 휘날리며|블루|오버 더 레인보우|베사메무쵸|단적비연수|쉬리|지상만가|은행나무 침대|게임의 법칙|장미의 나날|공포특급|누가 용의 발톱을 보았는가|그래 가끔 하늘을 보자|민우씨 오는 날|제1회 안양국제청소년영화제 단편, 짧지만 길고 깊은 이야기1|그녀의 연기+민우씨오는날",10000854,강제규,감독,1160935,1,1160935,-0.004725267,0.361040343,0.895274733,3.361040343
269,슬로우 비디오|헬로우 고스트|바보|간 큰 가족,10005032,김영탁,감독,1159787,1,1159787,-0.005127819,0.360637791,0.894872181,3.360637791
270,어느날|고령화 가족|무적자|우리들의 행복한 시간|역도산|라이방|파이란|카라,10037278,송해성,감독,1139250,1,1139250,-0.012329224,0.353436386,0.887670776,3.353436386
271,트리플 엑스 리턴즈|디스어포인트먼트 룸|스탠딩 업|아이 엠 넘버 포|이글 아이|디스터비아|투 포 더 머니|테이킹 라이브즈|발 킬머의 집행자|블랙 캣 런|동양특급 로형사,10091203,D.J. 카루소,감독,1129695,2,564847.5,-0.015679734,0.350085876,0.884320266,3.350085876
272,하루|더 웹툰: 예고살인|홍길동의 후예|원스어폰어타임|소년은 울지 않는다|김관장 대 김관장 대 김관장,20131018,조선호,감독,1129018,1,1129018,-0.015917128,0.349848482,0.884082872,3.349848482
273,특수본|의뢰인|부당거래|해결사|나의 결혼원정기|영어완전정복|무사|내가 일본에서 만난 어느 한국인|귀 鬼(부르는 손 편)|125 전승철|어느 봄날 |9시 5분,10090086,황병국,감독,1118258,1,1118258,-0.019690178,0.346075433,0.880309822,3.346075433
274,용의자|회사원|궁녀|해부학 교실|오래된 정원,20125795,임상윤,감독,1110523,1,1110523,-0.022402495,0.343363115,0.877597505,3.343363115
275,미드나잇 선|스텝업4 : 레볼루션,20128650,스콧 스피어,감독,1105584,2,552792,-0.024134381,0.341631229,0.875865619,3.341631229
276,쓰리데이즈 투 킬|디스 민즈 워|터미네이터 : 미래전쟁의 시작|우리는 마샬 : 불멸의 팀|미녀삼총사 : 맥시멈 스피드|미녀삼총사,10025471,맥지,감독,1101935,2,550967.5,-0.025413922,0.340351689,0.874586078,3.340351689
277,퍼시픽 림: 업라이징,10047529,스티븐 S. 드나이트,감독,1077238,1,1077238,-0.034074052,0.331691558,0.865925948,3.331691558
278,"날, 보러와요|안녕?! 오케스트라|폐가|스토리 오브 와인|사랑 따윈 필요 없어",10057717,이철하,감독,1076077,2,538038.5,-0.034481163,0.331284447,0.865518837,3.331284447
279,가디언즈,20125575,피터 램지,감독,1075584,1,1075584,-0.034654036,0.331111574,0.865345964,3.331111574
280,메이킹 패밀리|댄싱퀸|수상한 고객들,20112503,조진모,감독,1059350,1,1059350,-0.040346572,0.325419038,0.859653428,3.325419038
281,그놈이다|베스트셀러|언니가 간다|야수와 미녀|주먹이 운다(Crying Fist)|목두기 비디오|릴레이,10054518,윤준형,감독,1046313,1,1046313,-0.044918063,0.320847547,0.855081937,3.320847547
282,동창생|내 아내의 모든 것|고지전|의형제|영화는 영화다|아름답다|궁녀|동갑내기 과외하기 레슨 2,20124307,박홍수,감독,1044522,1,1044522,-0.045546087,0.320219524,0.854453913,3.320219524
283,폭풍정사|점박이:한반도의 공룡3D|너는 나의 황홀한 지옥|화춘|춘희|아벤고 공수군단|복수는 내게 맡겨라|여자는 괴로워|앵무새 몸으로 울었다|뻐꾸기도 밤에 우는가|조용히 살고 싶다|바다로 간 목마|무림 5걸|심봤다|가시를 삼킨 장미|날으는 일지매,10087513,한상호,감독,1040636,1,1040636,-0.046908733,0.318856878,0.853091267,3.318856878
284,지오스톰|골!|나는 아직도 네가 지난 여름에 한 일을 알고 있다|피닉스|저지 드레드 |영 아메리칸 ,10010219,대니 캐넌,감독,1028384,1,1028384,-0.05120496,0.314560651,0.84879504,3.314560651
285,"시간의 숲|오직 그대만|시간의 춤|감독들, 김기영을 말하다|마법사들|마법사(들)|깃|거미숲|미소|꽃섬|소풍|간과 감자|고마워 미안해|2015EUSFF_송일곤감독과 함께하는 유럽의 문화와 단편영화 만들기|미안해, 고마워|세계의 욕망 : 디지털 삼인삼색 2005",10037178,송일곤,감독,1027622,1,1027622,-0.051472159,0.314293451,0.848527841,3.314293451
286,본 레거시|더블 스파이|마이클 클레이튼|돌로레스 클레이븐 |사랑은 은반위에,10080032,토니 길로이,감독,1015711,1,1015711,-0.055648813,0.310116798,0.844351187,3.310116798
287,맨 인 더 다크|이블 데드,20178840,페드 알바레즈,감독,999047,1,999047,-0.06149213,0.30427348,0.83850787,3.30427348
288,방황하는 칼날|베스트셀러|용서는 없다|슈퍼맨이었던 사나이|좋지 아니한가|흡혈형사 나도열|령|청풍명월(淸風明月)|마고|물위의 하룻밤,10057331,이정호,감독,987420,1,987420,-0.065569198,0.300196412,0.834430802,3.300196412
289,독고|시체가 돌아왔다|정말 큰 내 마이크,10052136,우선호,감독,986547,1,986547,-0.06587532,0.29989029,0.83412468,3.29989029
290,양아치 느와르|내안의 그놈|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,10000970,강효진,감독,984265,1,984265,-0.066675515,0.299090095,0.833324485,3.299090095
291,위시 어폰|애나벨|나비효과 2|모탈 컴뱃2: 6일간의 전투|스파이 하드 |모탈 컴뱃 ,10068722,존 R. 레오네티,감독,980923,2,490461.5,-0.067847405,0.297918206,0.832152595,3.297918206
292,뱀파이어 아카데미|파퍼씨네 펭귄들|고스트 오브 걸프렌즈 패스트|헤드 오버 힐스,10024329,마크 워터스,감독,979739,1,979739,-0.06826258,0.29750303,0.83173742,3.29750303
293,"엔테베 작전|사랑해, 리우|로보캅|엘리트 스쿼드 2|엘리트 스쿼드|버스 174",20180679,호세 파딜라,감독,979509,1,979509,-0.068343231,0.297422379,0.831656769,3.297422379
294,더 큐어|론 레인저|랭고|캐리비안의 해적: 세상의 끝에서|캐리비안의 해적 : 망자의 함|웨더 맨|캐리비안의 해적 : 블랙펄의 저주|더 링|멕시칸|마우스헌트,10001678,고어 버빈스키,감독,976371,3,325457,-0.069443587,0.296322023,0.830556413,3.296322023
295,돈 크라이 마미|썸|텔미썸딩|연풍연가,10005148,김용한,감독,975462,1,975462,-0.069762332,0.296003278,0.830237668,3.296003278
296,설리: 허드슨강의 기적|아메리칸 스나이퍼|저지 보이즈|내 인생의 마지막 변화구 |J.에드가 - FBI의 시작|히어애프터|우리가 꿈꾸는 기적: 인빅터스|그랜 토리노|체인질링|아버지의 깃발|이오지마에서 온 편지|밀리언 달러 베이비|더 블루스: 피아노 블루스|미스틱 리버|블러드 워크|스페이스 카우보이|클린트 이스트우드: 아웃 오브 섀도우|트루 크라임|앱솔루트 파워 |매디슨 카운티의 다리|완전한 세상 |사선에서|용서받지 못한 자|후계자|더티해리 4-써든 임팩트/서든 임팩트|화이어폭스|더티 파이터 2|원 웨이 티켓|더티 해리3-집행자|아우트 로|아이거 빙벽|대도적|황야의 스트렌저|이것이 법이다|브리지|어둠속에 벨이 울릴 때|더티 해리|사기당한 사람들|켈리의 영웅들|집행자|황야의 무법자|더티 화이터,10078519,클린트 이스트우드,감독,971868,2,485934,-0.071022587,0.294743023,0.828977413,3.294743023
297,크루즈 패밀리|스페이스 침스:우주선을 찾아서,10075155,커크 드 미코,감독,941615,1,941615,-0.081630958,0.284134653,0.818369042,3.284134653
298,미 비포 유,20235566,테아 샤록,감독,939658,1,939658,-0.08231719,0.28344842,0.81768281,3.28344842
299,"갓 오브 이집트|노잉|아이, 로봇|크레이지 록스타|다크시티|크로우 ",10044896,알렉스 프로야스,감독,918678,1,918678,-0.089673935,0.276091675,0.810326065,3.276091675
300,"해어화|협녀, 칼의 기억|천국의 아이들|사랑해, 말순씨|인어 공주|나도 아내가 있었으면 좋겠다|내 동생|2015 GSFF 배우 특별전: 김수안 |미안해, 고마워",20110989,박흥식,감독,916393,2,458196.5,-0.090475182,0.275290428,0.809524818,3.275290428
301,월요일이 사라졌다|월요일이 사라졌다 무삭제판|데드 스노우 2|헨젤과 그레텔: 마녀 사냥꾼 3D|데드 스노우,20166405,토미 위르콜라,감독,903195,1,903195,-0.095103129,0.270662481,0.804896871,3.270662481
302,더 독|점쟁이들|차우|시실리 2km|낭만자객|색즉시공,10040587,신정원,감독,900054,1,900054,-0.096204537,0.269561073,0.803795463,3.269561073
303,그것|마마,20156577,안드레스 무시에티,감독,888386,1,888386,-0.100295981,0.265469629,0.799704019,3.265469629
304,몬스터 대학교,20168024,댄 스캔론,감독,870065,1,870065,-0.106720335,0.259045276,0.793279665,3.259045276
305,미확인 동영상 : 절대클릭금지|므이|령|주노명 베이커리|처녀들의 저녁식사|진짜 사나이,20111601,김태경,감독,867386,1,867386,-0.10765974,0.25810587,0.79234026,3.25810587
306,나쁜 녀석들: 더 무비(가제)|살인의뢰|사랑 따윈 필요 없어,20188569,손용호,감독,855980,1,855980,-0.111659313,0.254106298,0.788340687,3.254106298
307,"나를 잊지 말아요|고스톱 살인|좋은 놈, 나쁜 놈, 이상한 놈 |달콤, 살벌한 연인|서프라이즈|나를 잊지 말아요",20065265,이윤정,감독,851598,2,425799,-0.113195884,0.252569727,0.786804116,3.252569727
308,"아이돌 권한대행 |좋아해줘|출중한 여자|6년째 연애중|오래된 정원|로맨틱 무브먼트, 서울",20110969,박현진,감독,848148,1,848148,-0.114405644,0.251359966,0.785594356,3.251359966
309,대립군|그랜드파더|내 심장을 쏴라|슈퍼맨이었던 사나이|좋지 아니한가|말아톤|쓰리|아빠의 검|바이크 레이디|알파 센타우리|잠수왕 무하마드|폭풍의 언덕|기념촬영|[PDFF2015] 장애인미디어운동1 + 한국영화초청3|기념촬영+ 엔딩노트|세번째 시선|3인 3색 러브스토리 : 사랑즐감,10062089,정윤철,감독,837500,1,837500,-0.11813942,0.24762619,0.78186058,3.24762619
310,"디지게구린크로마뇽|체포왕|어린 왕자|나의 결혼원정기|사랑해, 말순씨|꽃피는 봄이 오면|인어 공주|지구 최후의 날",10058845,임찬익,감독,831804,1,831804,-0.120136752,0.245628858,0.779863248,3.245628858
311,손님|청춘만화,20147149,김광태,감독,827918,1,827918,-0.121499398,0.244266212,0.778500602,3.244266212
312,뽀로로 극장판 공룡섬 대모험|뽀로로 극장판 컴퓨터 왕국 대모험|뽀로로 극장판 슈퍼썰매 대모험|뽀로로의 대모험|뽀로로 극장판 눈요정 마을 대모험,20167741,김현호,감독,824079,1,824079,-0.122845563,0.242920047,0.777154437,3.242920047
313,베이비 드라이버|더 월드스 엔드|뜨거운녀석들|그라인드 하우스|새벽의 황당한 저주,10047596,에드가 라이트,감독,821419,1,821419,-0.123778306,0.241987304,0.776221694,3.241987304
314,브리짓 존스의 베이비|인센디어리|브리짓 존스의 일기,10035081,샤론 맥과이어,감독,820995,1,820995,-0.123926984,0.241838627,0.776073016,3.241838627
315,엄마의 공책|개를 훔치는 완벽한 방법|회칼 소녀|그녀에게|검은 집|거울속으로|인 굿 컴퍼니|Penny Lover|해피버스데이|보물섬|홈 비디오(Home Video)|아이 디 아이|무서운 이야기 2|가족시네마|화이팅 패밀리|황금시대|판타스틱 자살소동|눈부신 하루|무서운 이야기 2 '절벽',10004652,김성호,감독,807196,3,269065.3333,-0.128765674,0.236999936,0.771234326,3.236999936
316,하늘에서 음식이 내린다면 2,20180678,크리스 피언,감독,800062,1,800062,-0.131267248,0.234498362,0.768732752,3.234498362
317,"카트|나나나 : 여배우 민낯 프로젝트|지금, 이대로가 좋아요|스캔들-조선남녀상열지사|산정호수의 맛|니마|눈물|김옹의 시험|불똥|애정만세|6회 이주민영화제_꿈꾸는 사람들 2",10031684,부지영,감독,799275,1,799275,-0.131543214,0.234222396,0.768456786,3.234222396
318,개들의 섬|히치콕 트뤼포|그랜드 부다페스트 호텔|베리만 통과하기|문라이즈 킹덤 |판타스틱 Mr. 폭스|다즐링 주식회사|스티브 지소와의 해저 생활|로얄 테넌바움|빌 머레이의 맥스군 사랑에 빠지다|바틀 로켓,10052685,웨스 앤더슨,감독,796918,2,398459,-0.132369708,0.233395902,0.767630292,3.233395902
319,폰조|판타스틱 4|크로니클,20126769,조쉬 트랭크,감독,783529,2,391764.5,-0.13706463,0.22870098,0.76293537,3.22870098
320,얼라이드|하늘을 걷는 남자|플라이트|크리스마스 캐롤|베오울프|폴라 익스프레스|캐스트 어웨이|왓 라이즈 비니스|콘택트 |포레스트 검프|죽어야 사는 여자|빽투더퓨처 3|빽 투더 퓨쳐 2|누가 로저래빗을 모함했나|빽 투 더 퓨쳐|고물차 소동,10016924,로버트 저메키스,감독,777634,3,259211.3333,-0.139131742,0.226633868,0.760868258,3.226633868
321,푸른소금|계몽영화|불타는 내 마음|날아라 펭귄|용서받지 못한 자|이공|시월애|네온 속으로 노을지다|그대안의 블루|릴레이|비트윈|여자 F|시선 1318|여섯 개의 시선,10058106,이현승,감독,771699,1,771699,-0.141212881,0.22455273,0.758787119,3.22455273
322,바람 바람 바람|나는 왕이로소이다|이장과 군수|여선생 VS 여제자|선생 김봉두|재밌는 영화,10060063,장규성,감독,768971,1,768971,-0.142169468,0.223596142,0.757830532,3.223596142
323,레슬러,20287367,김대웅,감독,765981,1,765981,-0.143217927,0.222547683,0.756782073,3.222547683
324,극장판 요괴워치 섀도사이드: 도깨비왕의 부활|극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!|극장판 요괴워치: 탄생의 비밀이다냥!|스트레이트 재킷,20171642,우시로 신지,감독,765931,2,382965.5,-0.14323546,0.222530151,0.75676454,3.222530151
325,주피터 어센딩|클라우드 아틀라스|스피드 레이서|매트릭스3 레볼루션|매트릭스2 리로디드|매트릭스 |바운드 |어쌔신,10014496,라나 워쇼스키,감독,758800,2,379400,-0.145735982,0.220029629,0.754264018,3.220029629
326,주피터 어센딩|클라우드 아틀라스|스피드 레이서|매트릭스3 레볼루션|매트릭스2 리로디드|매트릭스 |바운드 |어쌔신,10046113,앤디 워쇼스키,감독,758800,2,379400,-0.145735982,0.220029629,0.754264018,3.220029629
327,"국가부도의 날|스플릿|8월의 일요일들|극장전|그날 밤의 축제|삶은 전진하고|청춘, 외대앞|블루 디코딩",10072117,최국희,감독,757430,1,757430,-0.146216379,0.219549231,0.753783621,3.219549231
328,데스티니: 카마쿠라 이야기|기생수 파트2|기생수 파트1|도라에몽 : 스탠 바이 미|올웨이즈 3번가의 석양 64|프렌즈: 몬스터섬의비밀 |발라드 이름 없는 사랑 노래|올웨이즈 3번가의 석양 속편|올웨이즈 - 3번가의 석양|리터너,10046577,야마자키 타카시,감독,751771,3,250590.3333,-0.148200737,0.217564873,0.751799263,3.217564873
329,"엑스맨: 뉴 뮤턴트|안녕, 헤이즐|스턱 인 러브",20187941,조쉬 분,감독,744387,1,744387,-0.150789975,0.214975636,0.749210025,3.214975636
330,사일런스|히치콕 트뤼포|무법도시|50년간의 논쟁|위험한 패밀리|더 울프 오브 월스트리트|베리만 통과하기|조지 해리슨|휴고|셔터 아일랜드|샤인 어 라이트|디파티드|노 디렉션 홈: 밥 딜런|에비에이터|더블루스: 고향으로 가고 싶다|갱스 오브 뉴욕|나의 이탈리아 여행기|비상근무|쿤둔|카지노 |마틴 스콜세지와의 영화 여행|순수의 시대 |케이프 피어|좋은 친구들|예수의 마지막 유혹|성난 황소|뉴욕. 뉴욕|택시 드라이버|비열한 거리,10024735,마틴 스콜세지,감독,740352,3,246784,-0.152204868,0.213560742,0.747795132,3.213560742
331,런던 해즈 폴른|이지머니 2,10028197,바박 나자피,감독,731551,1,731551,-0.155290984,0.210474626,0.744709016,3.210474626
332,원스텝|살인재능|풍산개|비몽|아름답다|시간|숨|물고기,10061439,전재홍,감독,714102,1,714102,-0.161409566,0.204356044,0.738590434,3.204356044
333,"인간, 공간, 시간 그리고 인간|포크레인|그물|스톱|메이드 인 차이나|일대일|붉은 가족|배우는 배우다|뫼비우스|신의 선물|피에타|풍산개|아멘|아리랑|비몽|영화는 영화다|아름답다|숨|시간|활|한국 영화의 르네상스|빈집|사마리아|봄 여름 가을 겨울 그리고 봄|해안선|나쁜 남자|수취인불명|실제상황|섬|파란대문|야생동물보호구역|악어|베니스 70 : 미래 재장전",10003696,김기덕,감독,703190,4,175797.5,-0.165235915,0.200529695,0.734764085,3.200529695
334,국가대표 2|미스터 고|마이 뉴 파트너|슈퍼스타 감사용|로드무비|깡패수업 3|퇴마록,10005717,김종현,감독,703024,1,703024,-0.165294124,0.200471486,0.734705876,3.200471486
335,셀프/리스|백설공주|신들의 전쟁|더 폴: 오디어스와 환상의 문|더 셀,10079201,타셈 싱,감독,687277,2,343638.5,-0.170815891,0.194949719,0.729184109,3.194949719
336,"픽셀|퍼시 잭슨과 번개 도둑|아이 러브 유, 베스 쿠퍼|렌트|해리포터와 비밀의 방|해리포터와 마법사의 돌|바이센테니얼 맨|스텝맘|나인 먼쓰 |미세스 다웃파이어 |나 홀로 집에 2|나홀로 집에|피라미드의 공포|구니스 |그렘린 ",10077207,크리스 콜럼버스,감독,681945,1,681945,-0.172685584,0.193080026,0.727314416,3.193080026
337,트롤,20232188,월트 도른,감독,675966,1,675966,-0.174782152,0.190983459,0.725217848,3.190983459
338,트롤|앨빈과 슈퍼밴드3|슈렉 포에버|스카이 하이|서바이빙 크리스마스|듀스 비갈로,10022687,마이크 미첼,감독,675966,1,675966,-0.174782152,0.190983459,0.725217848,3.190983459
339,고양이: 죽음을 보는 두 개의 눈|사랑할 때 이야기하는 것들,10031359,변승욱,감독,670295,1,670295,-0.176770717,0.188994893,0.723229283,3.188994893
340,아이 인 더 스카이|엔더스 게임|엑스맨 탄생: 울버린|렌디션|갱스터 초치|메이데이,10001029,개빈 후드,감독,669470,2,334735,-0.177060007,0.188705603,0.722939993,3.188705603
341,폭스캐처|머니볼|카포티|뉴욕 크루즈,10030727,베넷 밀러,감독,665182,2,332591,-0.178563617,0.187201993,0.721436383,3.187201993
342,쓰나미 LA|건 샤이|스트라튼|와일드 카드|스톨른|익스펜더블 2|메카닉|낯선 사람에게서 전화가 올 때|툼레이더|장군의 딸|콘에어 ,10034365,사이먼 웨스트,감독,661122,2,330561,-0.179987277,0.185778333,0.720012723,3.185778333
343,드론전쟁: 굿킬|호스트|인 타임|로드 오브 워|시몬|가타카,10045819,앤드류 니콜,감독,659651,2,329825.5,-0.180503091,0.18526252,0.719496909,3.18526252
344,목격자|그날의 분위기|낙타는 말했다|봉수,10065265,조규장,감독,652453,1,652453,-0.183027106,0.182738504,0.716972894,3.182738504
345,아빠는 딸,20230906,김형협,감독,646412,1,646412,-0.185145414,0.180620196,0.714854586,3.180620196
346,사냥|7광구|첼로-홍미주 일가 살인사건|해피 에로 크리스마스|내츄럴시티,10056854,이우철,감독,645922,1,645922,-0.185317235,0.180448375,0.714682765,3.180448375
347,라이프|차일드 44|세이프 하우스|이지머니,20126431,다니엘 에스피노사,감독,644754,3,214918,-0.185726801,0.18003881,0.714273199,3.18003881
348,패딩턴 2|패딩턴,10083843,폴 킹,감독,641006,2,320503,-0.187041056,0.178724554,0.712958944,3.178724554
349,널 기다리며|우리 동네,10026501,모홍진,감독,634953,1,634953,-0.189163572,0.176602038,0.710836428,3.176602038
350,잭 리처: 네버 고 백|세기의 매치|러브 & 드럭스|디파이언스|블러드 다이아몬드|라스트 사무라이|비상계엄|커리지 언더 파이어 |가을의 전설 |어젯밤에 생긴일 ,10047731,에드워드 즈윅,감독,632776,2,316388,-0.189926948,0.175838662,0.710073052,3.175838662
351,"플랜맨|무산일기|추격자|비열한 거리|더 라스트 트레인 |복서즈 다이아몬드|삽질, 텍사스",20114191,성시흡,감독,632299,1,632299,-0.190094211,0.1756714,0.709905789,3.1756714
352,위자: 저주의 시작|썸니아|오큘러스,10022775,마이크 플래너건,감독,623027,3,207675.6667,-0.193345485,0.172420125,0.706654515,3.172420125
353,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이|짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격|짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!|레이튼 교수와 영원의 가희,20175880,하시모토 마사카즈,감독,618909,3,206303,-0.194789483,0.170976127,0.705210517,3.170976127
354,미쓰GO|달마야 놀자,10029406,박철관,감독,611685,1,611685,-0.197322616,0.168442994,0.702677384,3.168442994
355,패션왕|이별계약|두 사람이다|작업의 정석|선물|순간을 믿어요|오감도,10050086,오기환,감독,608922,2,304461,-0.198291476,0.167474134,0.701708524,3.167474134
356,미씽: 사라진 여자|우는 남자|집으로 가는 길|아저씨|열혈남아|귀휴,10057273,이정범,감독,599050,1,599050,-0.201753144,0.164012466,0.698246856,3.164012466
357,타잔 3D|빌리와 용감한 녀석들 3D|임피 원더랜드 가다|돼지코 아기공룡 임피의 모험,10014119,라인하드 클루스,감독,597142,1,597142,-0.202422194,0.163343416,0.697577806,3.163343416
358,황제를 위하여|마을금고 연쇄습격사건,20113801,박상준,감독,592041,1,592041,-0.204210886,0.161554724,0.695789114,3.161554724
359,맨 온 렛지|시테솔레이의 유령,10042276,애스게르 레스,감독,591841,1,591841,-0.204281017,0.161484593,0.695718983,3.161484593
360,47 미터|에일리언 인베이젼|에프 ,20185450,조하네스 로버츠,감독,590036,1,590036,-0.20491395,0.16085166,0.69508605,3.16085166
361,어린왕자|쿵푸 팬더,10024316,마크 오스본,감독,579130,1,579130,-0.208738195,0.157027415,0.691261805,3.157027415
362,고스트버스터즈|스파이|더 히트|내 여자친구의 결혼식|성탄절 전야의 공항 대소동|아이 엠 데이빗,10083870,폴 페이그,감독,576310,2,288155,-0.209727043,0.156038568,0.690272957,3.156038568
363,다키스트 아워|팬|안나 카레니나|한나|솔로이스트|어톤먼트|오만과 편견,10065000,조 라이트,감독,576119,4,144029.75,-0.209794018,0.155971593,0.690205982,3.155971593
364,섀도우 헌터스: 뼈의 도시|베스트 키드|핑크 팬더 2|에이전트 코디 뱅스|맥쿨에서의 하룻밤|코만도 해밀턴,10086779,해럴드 즈워트,감독,571074,1,571074,-0.211563073,0.154202537,0.688436927,3.154202537
365,로마의 휴일|창수|사어|두사부일체|봄날은 간다|파이란,20111036,이덕희,감독,563968,2,281984,-0.214054829,0.151710782,0.685945171,3.151710782
366,파파|싸움|그녀를 믿지 마세요|재밌는 영화|하루|찜|고스트 맘마|우연한 여행|카오스 3D|신촌좀비만화|KAFA 3D |너를 봤어,10087753,한지승,감독,562156,1,562156,-0.214690216,0.151075394,0.685309784,3.151075394
367,스텝 업: 올 인,10082554,트리시 시에,감독,560620,1,560620,-0.215228822,0.150536788,0.684771178,3.150536788
368,괴물의 아이|늑대아이|썸머 워즈|시간을 달리는 소녀|원피스 6기 극장판 : 오마츠리 남작과 비밀의 섬|게게게 키타로: 키타로의 유령전철,10089218,호소다 마모루,감독,560555,2,280277.5,-0.215251615,0.150513996,0.684748385,3.150513996
369,그레이트 월|양귀비 : 왕조의 여인|5일의 마중|진링의 13소녀|그들 각자의 영화관|황후화|천리주단기|연인|영웅: 천하의 시작|영웅|행복한 날들|집으로 가는길|책상 서랍 속의 동화|트라이어드|인생 |화혼 |귀주 이야기 |홍등|국두|붉은 수수밭,10060343,장예모,감독,555384,2,277692,-0.217064853,0.148700758,0.682935147,3.148700758
370,인시디어스4: 라스트 키|테이킹,10033522,애덤 로비텔,감독,554535,1,554535,-0.217362559,0.148403051,0.682637441,3.148403051
371,메카닉: 리크루트|위 아더 나이트|더 웨이브|나폴라|히틀러유겐트|걸스 온 탑,10010703,데니스 간젤,감독,551897,1,551897,-0.218287587,0.147478023,0.681712413,3.147478023
372,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!|극장판 요괴워치: 탄생의 비밀이다냥!,10009939,타카하시 시게하루,감독,550728,1,550728,-0.218697503,0.147068107,0.681302497,3.147068107
373,다이버전트|리미트리스|럭키 원스|일루셔니스트,10009032,닐 버거,감독,544955,2,272477.5,-0.220721835,0.145043775,0.679278165,3.145043775
374,너의 췌장을 먹고 싶어|너와 100번째 사랑|쿠로사키군의 말대로는 되지 않아,20241646,츠키카와 쇼,감독,544425,2,272212.5,-0.220907683,0.144857928,0.679092317,3.144857928
375,너는 펫,10004266,김병곤,감독,540972,1,540972,-0.222118495,0.143647115,0.677881505,3.143647115
376,"그날, 바다",20302876,김지영,감독,540567,1,540567,-0.22226051,0.1435051,0.67773949,3.1435051
377,툼레이더|더 웨이브|이스케이프 : 생존을 위한 탈출|프릿 빌트,10017533,로아 우타우,감독,540410,1,540410,-0.222315563,0.143450047,0.677684437,3.143450047
378,메리와 마녀의 꽃|추억의 마니|마루 밑 아리에티,20112237,요네바야시 히로마사,감독,535354,1,535354,-0.224088476,0.141677135,0.675911524,3.141677135
379,더스트 엔젤|월하|야경 : 죽음의 택시|데스트랩|잡아야 산다|십이야: 깊고 붉은 열두 개의 밤 Chapter1|소녀괴담|모멘트|한중10년의 동행: 한예종 영상원/북경영화학교 합작영화 10주년 작품전,20188088,오인천,감독,534978,2,267489,-0.224220322,0.141545288,0.675779678,3.141545288
380,사이코메트리|평행이론|네번째 층 - 어느날 갑자기 두번째 이야기|풍경|자각몽|그의 결혼식|숨바꼭질|Naked Noon|제18회 서울국제청소년영화제 - 프렌즈 단편 섹션 2|방 안의 코끼리,10002500,권호영,감독,531953,1,531953,-0.225281054,0.140484557,0.674718946,3.140484557
