,filmoNames,peopleCd,peopleNm,repRoleNm,guest,movie_num,guest_rate,Tot_averageN,Tot_medianN,Tot_average0.3,Tot_median
1,"군함도|군함도 감독판|베테랑|베를린|평양성|부당거래|해결사|다찌마와리|감독들, 김기영을 말하다|짝패|주먹이 운다(Crying Fist)|아라한 장풍대작전|오아시스|피도 눈물도 없이|죽거나 혹은 나쁘거나|타임리스|남자니까 아시잖아요?|다찌마와리|현대인|패싸움|4월 단편 상상극장-박정민 헤는 밤|신촌좀비만화|제14회 미쟝센 단편 영화제 류승완 단편 특별전2|다섯 개의 시선|유령",10019069,류승완,감독,27153750,3,9051250,9.109789554,9.475555164,10.00978955,12.47555516
2,"도청(가제)|암살|도둑들|전우치|중천|타짜|소년, 천국에 가다|그때 그 사람들|범죄의 재구성|눈물|간결한 여행|스미스씨 브라질에 가다",10072187,최동훈,감독,25689030,2,12844515,8.596177921,8.961943532,9.496177921,11.96194353
3,전투|명량: 회오리 바다를 향하여|명량|최종병기 활 감독확장판|최종병기 활|핸드폰|극락도 살인사건|사냥|그렇게 김순임은 강두식을 만났다 ,10006204,김한민,감독,25080658,2,12540329,8.382849137,8.748614748,9.282849137,11.74861475
4,어벤져스: 인피니티 워|캡틴 아메리카: 시빌 워|캡틴 아메리카: 윈터 솔져|허니문크래셔|웰컴 투 콜린우드,10065016,조 루소,감독,23843206,3,7947735.333,7.948930203,8.314695813,8.848930203,11.31469581
5,어벤져스: 인피니티 워|캡틴 아메리카: 시빌 워|캡틴 아메리카: 윈터 솔져|허니문크래셔|웰컴 투 콜린우드,10043421,안소니 루소,감독,23843206,3,7947735.333,7.948930203,8.314695813,8.848930203,11.31469581
6,히말라야|해적: 바다로 간 산적|뜨거운 안녕|댄싱퀸|두 얼굴의 여친|방과후 옥상|이조여인 숙명사 청상계|순간접착제|포 더 피스 오브 올 맨카인드,10055965,이석훈,감독,20463777,3,6821259,6.763915971,7.129681581,7.663915971,10.12968158
7,덩케르크|인터스텔라|트랜센던스|다크 나이트 라이즈|인셉션|다크 나이트|프레스티지|배트맨 비긴즈|인썸니아|메멘토|미행,10077460,크리스토퍼 놀란,감독,19463036,3,6487678.667,6.413000971,6.778766581,7.313000971,9.778766581
8,어벤져스: 에이지 오브 울트론|헛소동|캐빈 인 더 우즈|어벤져스|세레니티|에일리언 4,10066368,조스 웨던,감독,17569366,2,8784683,5.748975805,6.114741416,6.648975805,9.114741416
9,남한산성|수상한 그녀|도가니|마이 파더|기적의 도로,10090050,황동혁,감독,17149110,3,5716370,5.601610868,5.967376479,6.501610868,8.967376479
10,트랜스포머: 최후의 기사|13시간|닌자터틀|트랜스포머: 사라진 시대|페인 앤 게인|트랜스포머 3|트랜스포머: 패자의 역습|트랜스포머|아일랜드|나쁜 녀석들 II|진주만|아마겟돈|더 록 |나쁜 녀석들 ,10023100,마이클 베이,감독,15840036,4,3960009,5.14257731,5.50834292,6.04257731,8.50834292
11,강철비|변호인,20167784,양우석,감독,15823802,2,7911901,5.136884774,5.502650384,6.036884774,8.502650384
12,신과함께-인과 연|신과함께-죄와 벌|미스터 고|마이 웨이|국가대표 완결판-못 다한 이야기|국가대표|미녀는 괴로워|오! 브라더스|자반고등어,10005151,김용화,감독,15739821,2,7869910.5,5.107436402,5.473202012,6.007436402,8.473202012
13,택시운전사|고지전|의형제|영화는 영화다|시간|활|빈집|신부수업|사마리아|헤라퍼플,10060674,장훈,감독,15045108,2,7522554,4.863831701,5.229597311,5.763831701,8.229597311
14,더 킹|특종: 량첸살인기|관상|연애의 온도|우아한 세계|연애의 목적|내츄럴시티,10087712,한재림,감독,14450911,2,7225455.5,4.655473454,5.021239064,5.555473454,8.021239064
15,공조|좋아해줘|히말라야|국제시장|템플 스테이|스파이|댄싱퀸|7광구|퀵|내 깡패 같은 애인|하모니|시크릿|해운대|색즉시공 시즌2|1번가의 기적|내 생애 가장 아름다운 일주일|간 큰 가족|낭만자객|첫사랑 사수 궐기 대회|색즉시공|도둑맞곤 못살아|두사부일체|신혼여행(身魂旅行),10054492,윤제균,감독,14245998,1,14245998,4.583619652,4.949385263,5.483619652,7.949385263
16,킹스맨: 골든 서클|킹스맨 : 시크릿 에이전트|엑스맨: 데이즈 오브 퓨처 패스트|엑스맨: 퍼스트 클래스|킥 애스: 영웅의 탄생|스타더스트|레이어 케이크,10025167,매튜 본,감독,13602944,3,4534314.667,4.358129446,4.723895056,5.258129446,7.723895056
17,이웃 사촌|7번방의 선물|김동무는 하늘을 난다|챔프|각설탕|그놈은 멋있었다,10058252,이환경,감독,13339355,2,6669677.5,4.265700602,4.631466212,5.165700602,7.631466212
18,"7년의 밤|광해, 왕이 된 남자|그대를 사랑합니다|사랑을 놓치다|마파도|행복한 장의사|사월의 끝",10072983,추창민,감독,12847556,2,6423778,4.093248743,4.459014353,4.993248743,7.459014353
19,염력|서울역|카이: 거울 호수의 전설|부산행|졸업반|창백한 얼굴들|화산고래|사이비|돼지의 왕|집으로|창|사랑은 단백질|지옥: 두개의 삶|지옥|콕!애니 - [섹션2] VIEW : 세상보기|연상호 감독 특별전 : 지옥의 시네마|7월 수요단편극장 “연상호 감독 특별전”|제14회 미쟝센 단편 영화제 웃는 게 웃는 게 아니야  |SICAF2015 연상호 단편선|애정만세|인디포럼2015 특별2,10049814,연상호,감독,12723807,4,3180951.75,4.049855517,4.415621127,4.949855517,7.415621127
20,골든슬럼버|마스터|감시자들|조용한 세상|일단뛰어,10066810,조의석,감독,12647088,2,6323544,4.022953603,4.388719213,4.922953603,7.388719213
21,"변산|박열|대배우|동주|그날의 분위기|사도|소원|봄날의 입맞춤|평양성|구르믈 버서난 달처럼|님은 먼 곳에|궁녀|즐거운 인생|라디오 스타|도마뱀|왕의 남자|달마야, 서울 가자|황산벌|달마야 놀자|공포택시|아나키스트|키드캅",10057485,이준익,감독,12437620,4,3109405,3.949502567,4.315268177,4.849502567,7.315268177
22,스윙키즈|타짜-신의 손|써니 감독판|써니|과속스캔들,10000946,강형철,감독,11330633,2,5665316.5,3.561331859,3.927097469,4.461331859,6.927097469
23,터널|끝까지 간다|애정결핍이 두 남자에게 미치는 영향|그놈은 멋있었다|오! 해피데이,10004662,김성훈,감독,10568735,2,5284367.5,3.29416839,3.659934,4.19416839,6.659934
24,마약왕|내부자들: 디 오리지널|내부자들|간첩|파괴된 사나이|누가 예수를 죽였는가?,20111283,우민호,감독,10466657,3,3488885.667,3.258374212,3.624139822,4.158374212,6.624139822
25,겨울왕국|겨울왕국 열기,10062633,제니퍼 리,감독,10296101,1,10296101,3.19856787,3.56433348,4.09856787,6.56433348
26,겨울왕국 이야기: 디즈니 애니메이션 제작 스토리|겨울왕국|서핑 업|타잔|겨울왕국 열기,10077092,크리스 벅,감독,10296101,1,10296101,3.19856787,3.56433348,4.09856787,6.56433348
27,신비한 동물들과 그린델왈드의 범죄|신비한 동물사전|레전드 오브 타잔|해리포터와 죽음의 성물2|해리 포터와 죽음의 성물1|해리 포터와 혼혈 왕자|해리 포터와 불사조 기사단|카페의 소녀,20100014,데이빗 예이츠,감독,9925693,3,3308564.333,3.068682392,3.434448002,3.968682392,6.434448002
28,검사외전|군도: 민란의 시대|마이 웨이|비스티 보이즈,10057103,이일형,감독,9699092,1,9699092,2.989223581,3.354989191,3.889223581,6.354989191
29,"1987|화이: 괴물을 삼킨 아이|잉투기|감독들, 김기영을 말하다|지구를 지켜라|유령|나와 통하는 다음검색 : 털|2001 이매진|카멜리아",10060507,장준환,감독,9623733,2,4811866.5,2.962798558,3.328564168,3.862798558,6.328564168
30,공작|춘몽|검사외전|허삼관|군도: 민란의 시대|범죄와의 전쟁: 나쁜놈들 전성시대|비스티 보이즈|용서받지 못한 자,10054495,윤종빈,감독,9485349,2,4742674.5,2.914273494,3.280039104,3.814273494,6.280039104
31,프랑켄슈타인의 신부(가제)|미녀와 야수|미스터 홈즈|제5계급|브레이킹 던 part2|브레이킹 던 part1|드림걸즈|킨제이 보고서|갓 앤 몬스터|캔디 맨 2 ,10033573,빌 콘돈,감독,9255090,3,3085030,2.833531986,3.199297597,3.733531986,6.199297597
32,"패러사이트|옥자|해무(海霧)|설국열차|토니 레인즈의 한국영화 25년|마더|감독들, 김기영을 말하다|괴물|남극일기|살인의 추억|이공|피도 눈물도 없이|플란다스의 개|유령|모텔 선인장|인플루엔자|싱크 & 라이즈|백색인|지리멸렬|프레임 속의 기억들|인디포럼2014 필름1|도쿄!",10031641,봉준호,감독,9236395,2,4618197.5,2.826976488,3.192742098,3.726976488,6.192742098
33,리빙보이 인 뉴욕|어메이징 메리|어메이징 스파이더맨 2|어메이징 스파이더맨|500일의 썸머,10024339,마크 웹,감독,9084591,4,2271147.75,2.773745631,3.139511242,3.673745631,6.139511242
34,판도라|연가시|쏜다|강력 3반|바람의 전설|광복절 특사|라이터를 켜라|신라의 달밤|선물|주유소 습격사건,10029181,박정우,감독,9084168,2,4542084,2.773597304,3.139362915,3.673597304,6.139362915
35,더 프레데터|나이스 가이즈|언럭키맨|아이언맨 3|키스 키스 뱅뱅|롱 키스 굿나잇 ,10037886,쉐인 블랙,감독,9025577,2,4512788.5,2.753052068,3.118817678,3.653052068,6.118817678
36,올 더 머니|에이리언: 커버넌트|마션|차일드 44|엑소더스: 신들과 왕들|카운슬러|스토커|프로메테우스|로빈 후드|바디 오브 라이즈|아메리칸 갱스터|어느 멋진 순간|킹덤 오브 헤븐|보이지 않는 아이들|매치스틱 맨|블랙 호크 다운|한니발|글래디에이터|지아이제인|화이트 스콜 |1492 콜럼버스|델마와 루이스 |블레이드 러너: 파이널 컷|에이리언즈 원 |에일리언: 감독판|결투자들,10019469,리들리 스콧,감독,8865014,6,1477502.333,2.696749822,3.062515433,3.596749822,6.062515433
37,탐정 홍길동: 사라진 마을|늑대소년-확장판|늑대소년|짐승의 끝|남매의 집|장례식의 멤버|KAFA 단편 2|사사건건|Dir/Actors 5. 구교환&조현철,10065952,조성희,감독,8495793,3,2831931,2.567280572,2.933046182,3.467280572,5.933046182
38,마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,10029578,박훈정,감독,8480520,4,2120130,2.561925016,2.927690626,3.461925016,5.927690626
39,보헤미안 랩소디|엑스맨: 아포칼립스|엑스맨: 데이즈 오브 퓨처 패스트|잭 더 자이언트 킬러|작전명 발키리|수퍼맨 리턴즈|엑스맨 2|엑스맨|죽음보다 무서운 비밀|유주얼 서스펙트,10031865,브라이언 싱어,감독,8208843,3,2736281,2.466660072,2.832425683,3.366660072,5.832425683
40,애나벨 : 인형의 주인|컨저링 2|분노의 질주: 더 세븐|인시디어스: 두번째 집|컨저링|인시디어스|데드 사일런스|쏘우,10064265,제임스 완,감독,8064438,5,1612887.6,2.416023713,2.781789324,3.316023713,5.781789324
41,창궐|공조|마이 리틀 히어로,20128773,김성훈,감독,8001096,2,4000548,2.393812514,2.759578124,3.293812514,5.759578124
42,증인|오빠생각|손님|연애의 맛|오늘의 연애|우아한 거짓말|완득이|내 사랑|청춘만화|하늘정원|연애소설,10058005,이한,감독,7993338,3,2664446,2.391092131,2.756857741,3.291092131,5.756857741
43,호빗: 다섯 군대 전투|호빗: 스마우그의 폐허|호빗: 뜻밖의 여정|러블리 본즈|킹콩|반지의 제왕 : 왕의 귀환 (확장판)|반지의 제왕 : 왕의 귀환|반지의 제왕 : 두개의 탑 (확장판)|반지의 제왕 : 두개의 탑|반지의 제왕 : 반지원정대 (확장판)|반지의 제왕 : 반지원정대|프라이트너 |고무인간의 최후,10085973,피터 잭슨,감독,7938511,3,2646170.333,2.37186676,2.737632371,3.27186676,5.737632371
44,메이즈 러너: 데스 큐어|메이즈 러너: 스코치 트라이얼|메이즈 러너,10044699,웨스 볼,감독,7856591,3,2618863.667,2.343141089,2.7089067,3.243141089,5.7089067
45,인크레더블 2|투모로우랜드|미션임파서블:고스트프로토콜|라따뚜이|인크레더블|심슨 가족|아이언 자이언트,10032042,브래드 버드,감독,7841643,2,3920821.5,2.337899496,2.703665106,3.237899496,5.703665106
46,"인랑|밀정|라스트 스탠드|악마를 보았다|악마를 보았다 감독판|좋은 놈, 나쁜 놈, 이상한 놈 |좋은 놈, 나쁜 놈, 이상한 놈(칸버전)|감독들, 김기영을 말하다|달콤한 인생|장화, 홍련|쓰리|쓰리 메모리즈|반칙왕|커밍 아웃|조용한 가족|더 엑스|사랑의 가위바위보|선물|사랑의 힘|제13회 미쟝센 단편영화제 김지운 단편 특별전1|제13회 미쟝센 단편영화제 김지운 단편 특별전2|제13회 미쟝센 단편영화제 김지운 감독 마스터클래스|인류멸망 보고서|인류 멸망 보고서 '천상의 피조물' ",10005852,김지운,감독,7651798,3,2550599.333,2.271329366,2.637094977,3.171329366,5.637094977
47,니 부모 얼굴이 보고 싶다|타워|7광구|화려한 휴가|목포는 항구다|질주|여고괴담|뱅!뱅!|온실,10005886,김지훈,감독,7413193,2,3706596.5,2.187661291,2.553426901,3.087661291,5.553426901
48,"허스토리|당신, 거기 있어줄래요|간신|내 아내의 모든 것|세상에서 가장 아름다운 이별|김종욱 찾기|끝과 시작|키친|서양 골동 양과자점 앤티크|열세살 수아|내 생애 가장 아름다운 일주일|이공|여고괴담 두번째 이야기|비밀과 거짓말 |창백한푸른점 |열일곱|허스토리|무서운 이야기 3 : 화성에서 온 소녀|제15회 미쟝센 단편영화제 김태용 단편 특별전 1|무서운 이야기 2|무서운 이야기|무서운 이야기2'444'",10027774,민규동,감독,7322357,9,813595.2222,2.155809178,2.521574788,3.055809178,5.521574788
49,스파이더맨: 홈 커밍|캅카,10038689,존 와츠,감독,7257973,1,7257973,2.133232596,2.498998206,3.033232596,5.498998206
50,인천상륙작전 : 익스텐디드 에디션(확장판)|인천상륙작전|제3의 사랑|포화속으로|사요나라 이츠카|내 머리 속의 지우개|컷 런스 딥,10057235,이재한,감독,7076713,2,3538356.5,2.069672841,2.435438451,2.969672841,5.435438451
51,"힘을 내요, 미스터 리(가제)|럭키|남쪽으로 튀어|커플즈|야수와 미녀|올드보이|보스 상륙 작전(Boss X File)|복수는 나의 것|아무도 모른다|9시 5분",10054784,이계벽,감독,6965706,1,6965706,2.030747663,2.396513273,2.930747663,5.396513273
52,은밀하게 위대하게 (확장판)|은밀하게 위대하게|김복남 살인사건의 전말|신부수업|사마리아|봄 여름 가을 겨울 그리고 봄|해안선|천국의 에스컬레이터,10060556,장철수,감독,6953800,1,6953800,2.026572763,2.392338373,2.926572763,5.392338373
53,미션 임파서블: 폴아웃|미션 임파서블: 로그네이션|잭 리처|웨이 오브 더 건|유주얼 서스펙트,10077515,크리스토퍼 맥쿼리,감독,6910519,2,3455259.5,2.011396057,2.377161667,2.911396057,5.377161667
54,장산범|숨바꼭질|경복|주희|제13회 미쟝센 단편영화제 전년도 수상작2|KAFA 단편 1 |정동진독립영화제2013 섹션3,20169260,허정,감독,6907688,2,3453844,2.010403352,2.376168962,2.910403352,5.376168962
55,암수살인|희생부활자|극비수사|친구 2|미운오리새끼|통증|굿바이 보이|킹콩을 들다|눈에는 눈 이에는 이|사랑|태풍|똥개|챔피언|친구|닥터 K|억수탕(3pm Paradise)|기억을 만나다,10001931,곽경택,감독,6894444,5,1378888.8,2.005759275,2.371524885,2.905759275,5.371524885
56,곡성|황해|추격자|汗|완벽한 도미요리,10007437,나홍진,감독,6878264,1,6878264,2.000085674,2.365851284,2.900085674,5.365851284
57,슈퍼배드 3|미니언즈|슈퍼배드 2|슈퍼  배드,20100020,피에르 꼬팽,감독,6875541,3,2291847,1.99913084,2.36489645,2.89913084,5.36489645
58,범죄도시|영어완전정복,20135271,강윤성,감독,6851297,1,6851297,1.990629556,2.356395167,2.890629556,5.356395167
59,"전투|제5열|살인자의 기억법 : 새로운 기억|살인자의 기억법|용의자|나의 사랑, 나의 영화|세븐 데이즈|구타유발자들|가발|적|빵과 우유|자장가",20111284,원신연,감독,6787942,2,3393971,1.968413798,2.334179409,2.868413798,5.334179409
60,신의 한 수|퀵|뚝방전설|양아치어조|어떤 여행의 기록|장마,10065847,조범구,감독,6687192,2,3343596,1.933085291,2.298850901,2.833085291,5.298850901
61,저스티스 리그|배트맨 대 슈퍼맨: 저스티스의 시작|300: 제국의 부활|맨 오브 스틸|써커 펀치|가디언의 전설|왓치맨|300|새벽의 저주,10060910,잭 스나이더,감독,6382132,4,1595533,1.826114426,2.191880036,2.726114426,5.191880036
62,조선명탐정: 흡혈괴마의 비밀|조선명탐정 : 사라진 놉의 딸|조선명탐정 : 각시투구꽃의 비밀|올드미스다이어리,10004484,김석윤,감독,6296402,2,3148201,1.796052759,2.161818369,2.696052759,5.161818369
63,터미네이터 제니시스|토르: 다크 월드|벌거벗은 임금님,10044279,앨런 테일러,감독,6279260,2,3139630,1.790041828,2.155807438,2.690041828,5.155807438
64,슈퍼배드 3|미니언즈|로렉스,20127335,카일 발다,감독,6247458,3,2082486,1.778890292,2.144655903,2.678890292,5.144655903
65,쥬라기 월드: 폴른 킹덤|몬스터 콜|더 임파서블|오퍼나지 - 비밀의 계단,10090538,후안 안토니오 바요나,감독,6229711,3,2076570.333,1.772667215,2.138432826,2.672667215,5.138432826
66,혹성탈출: 종의 전쟁|혹성탈출: 반격의 서막|렛 미 인|클로버필드|졸업,10025284,맷 리브스,감독,6053043,2,3026521.5,1.710717669,2.076483279,2.610717669,5.076483279
67,대니쉬 걸|노스맨: 바이킹과 늑대군단|레미제라블|킹스 스피치|롱포드,10081129,톰 후퍼,감독,6045919,2,3022959.5,1.708219601,2.073985212,2.608219601,5.073985212
68,연평해전|비디오를 보는 남자|민들레,10006188,김학순,감독,6043458,1,6043458,1.707356639,2.073122249,2.607356639,5.073122249
69,"덕혜옹주|위험한 관계|호우시절|행복|외출|이공|봄날은 간다|킬리만자로|8월의 크리스마스|아름다운 청년 전태일|두개의 빛: 릴루미노|제 6회 제천국제음악영화제 트레일러|나, 여기있어요|나 여기 있어요|나의 새 남자친구|따로 또 같이|고철을 위하여|사랑이 죄인가|MSFF2017 허진호 단편 특별전 |오감도",10088463,허진호,감독,5891637,2,2945818.5,1.654119821,2.019885431,2.554119821,5.019885431
70,아이 캔 스피크|쎄시봉|열한시|잉투기|시라노; 연애조작단|스카우트|광식이 동생 광태|YMCA야구단|공동경비구역 JSA|섬|해가 서쪽에서 뜬다면|사랑하기 좋은 날,10006261,김현석,감독,5858515,3,1952838.333,1.642505421,2.008271031,2.542505421,5.008271031
71,아수라|감기|중천|영어완전정복|무사|태양은 없다|비트|런어웨이|결혼만들기|나와 통하는 다음검색 : 빽|비명도시,10004596,김성수,감독,5713051,2,2856525.5,1.591497718,1.957263328,2.491497718,4.957263328
72,청년경찰|코알라|조선명탐정 : 각시투구꽃의 비밀|불량남녀|악마를 보았다|굿바이 마이 스마일|안내견|제15회 미쟝센 단편영화제 비정성시2,20112387,김주환,감독,5636259,1,5636259,1.564570207,1.930335817,2.464570207,4.930335817
73,주토피아|주먹왕 랄프|심슨 가족|퓨쳐라마,20121802,리치 무어,감독,5621428,2,2810714,1.55936964,1.92513525,2.45936964,4.92513525
74,PMC|더 테러 라이브|리튼|아나모픽,10004291,김병우,감독,5583596,1,5583596,1.546103654,1.911869264,2.446103654,4.911869264
75,닥터 스트레인지|인보카머스|살인소설|지구가 멈추는 날|엑소시즘 오브 에밀리 로즈|헬레이저 5,10038217,스콧 데릭슨,감독,5570404,3,1856801.333,1.541477811,1.907243421,2.441477811,4.907243421
76,쥬라기 월드: 폴른 킹덤|쥬라기 월드|안전은 보장할 수 없음,20121453,콜린 트레보로우,감독,5546792,1,5546792,1.533198141,1.898963751,2.433198141,4.898963751
77,"사바하|시간위의 집|검은 사제들|광해, 왕이 된 남자|특수본|바다|12번째 보조사제|버스|인도에서 온 말리|오오단편극장 - 이학주 배우전|어둑시니: 두려움을 먹는 자|제14회 미쟝센 단편영화제 전년도 수상작1|1월 단편 상상극장-해피 뉴 스타|제13회 미쟝센 단편영화제 심야의 절대구타 360|제13회 미쟝센 단편영화제 절대악몽1",10060462,장재현,감독,5440945,1,5440945,1.496082344,1.861847954,2.396082344,4.861847954
78,독전: 익스텐디드 컷|독전|경성학교: 사라진 소녀들|26년|페스티발|천하장사 마돈나|아라한 장풍대작전|안녕! 유에프오|품행제로|신라의 달밤|커밍 아웃,10058049,이해영,감독,5400169,2,2700084.5,1.481784029,1.847549639,2.381784029,4.847549639
79,블랙 팬서|오스카 그랜트의 어떤 하루,20185181,라이언 쿠글러,감독,5399070,1,5399070,1.481398659,1.847164269,2.381398659,4.847164269
80,스타워즈: 깨어난 포스|스타트렉 다크니스|슈퍼 에이트|스타 트렉: 더 비기닝|미션 임파서블 3,10091417,J.J. 에이브럼스,감독,5351268,3,1783756,1.464636641,1.830402251,2.364636641,4.830402251
81,곰돌이 푸 다시 만나 행복해|월드 워 Z|머신건 프리처 감독판|머신건 프리처|007 퀀텀 오브 솔러스|연을 쫓는 아이|스트레인저 댄 픽션|스테이|네버랜드를 찾아서|몬스터 볼,10024440,마크 포스터,감독,5264165,2,2632082.5,1.434093524,1.799859134,2.334093524,4.799859134
82,퍼스트 맨|라라랜드|위플래쉬,10009698,다미엔 차젤레,감독,5134142,2,2567071,1.388500287,1.754265898,2.288500287,4.754265898
83,아메리칸 메이드|엣지 오브 투모로우|페어 게임 |점퍼|미스터 & 미세스 스미스|본 아이덴티티|고,10010452,더그 라이만,감독,5098683,2,2549341.5,1.376066406,1.741832016,2.276066406,4.741832016
84,인사이드 아웃|업,10086198,피트 닥터,감독,4968687,1,4968687,1.330482637,1.696248247,2.230482637,4.696248247
85,나우 유 씨 미 2|지.아이.조 2|저스틴 비버 : 네버 세이 네버|스텝 업 3D|스텝업 2 : 더 스트리트,10068277,존 추,감독,4956030,2,2478015,1.326044395,1.691810005,2.226044395,4.691810005
86,광대들(가제)|허삼관|바람과 함께 사라지다|의형제|속눈썹|탐정 반기평 |프렌드쉽|우정|김옹의 시험,20030155,김주호,감독,4897551,1,4897551,1.305538431,1.671304042,2.205538431,4.671304042
87,토르: 라그나로크|이글 대 샤크,10079273,타이카 와이티티,감독,4857152,1,4857152,1.291372313,1.657137924,2.191372313,4.657137924
88,"올드마린보이|나의 아들, 나의 어머니|님아, 그 강을 건너지 마오|시바, 인생을 던져",20179941,진모영,감독,4808667,2,2404333.5,1.274370798,1.640136408,2.174370798,4.640136408
89,테이큰 3|테이큰 2|콜롬비아나|트랜스포터-라스트 미션|엑시트,10051267,올리비에 메가턴,감독,4767903,3,1589301,1.260076691,1.625842301,2.160076691,4.625842301
90,주토피아|라푼젤|볼트,20112152,바이론 하워드,감독,4703245,1,4703245,1.237404029,1.603169639,2.137404029,4.603169639
91,박물관이 살아있다 : 비밀의 무덤|당신 없는 일주일 |인턴쉽|리얼 스틸|브로큰 데이트|박물관이 살아있다 2|박물관이 살아있다!|핑크 팬더|열두명의 웬수들 |우리 방금 결혼했어요|빅 팻 라이어,10037350,숀 레비,감독,4681344,2,2340672,1.22972433,1.59548994,2.12972433,4.59548994
92,반드시 잡는다|브로커|기술자들|공모자들,20125826,김홍선,감독,4656861,3,1552287,1.22113924,1.58690485,2.12113924,4.58690485
93,"아가씨|아가씨(확장판)|비밀은 없다|무뢰한|고진감래|설국열차|스토커|박쥐|미쓰 홍당무|싸이보그지만 괜찮아|소년, 천국에 가다|친절한 금자씨|한국 영화의 르네상스|쓰리, 몬스터 '컷'|올드보이|철없는 아내와 파란만장한 남편 그리고 태권소녀|복수는 나의 것|휴머니스트|공동경비구역 JSA|아나키스트|3인조|달은...해가 꾸는 꿈|A Rose Reborn|V|청출어람|파란만장|믿거나 말거나, 찬드라의 경우|심판|<3월 단편 상상극장-파킹 찬스>|쓰리 몬스터|여섯 개의 시선",10029381,박찬욱,감독,4655800,2,2327900,1.220767195,1.586532805,2.120767195,4.586532805
94,"고산자, 대동여지도|더 파이브|깡철이|전설의 주먹|로맨틱 헤븐|글러브|퀴즈왕|이끼|주유소 습격사건 2|용서는 없다|백야행|모던보이|신기전|강철중: 공공의 적 1-1|뜨거운 것이 좋아|싸움|궁녀|권순분여사 납치사건|지금 사랑하는 사람과 살고 있습니까?|황진이|아들|거룩한 계보|한반도|오로라 공주|공공의 적 2|혈의 누|귀신이 산다|달마야, 서울 가자|아라한 장풍대작전|바람의 전설|그녀를 믿지 마세요|실미도|천년호|거울속으로|나비|선생 김봉두|광복절 특사|밀애|재밌는 영화|공공의 적|피도 눈물도 없이|신라의 달밤|선물|불후의 명작|순애보|실락원|생과부 위자료 청구소송|올가미|투캅스 2|맥주가 애인보다 좋은 7가지 이유|손톱|마누라 죽이기|투캅스|미스터 맘마|스무살까지만 살고 싶어요|열아홉의 절망끝에 부르는 하나의 사랑노래|누가 용의 발톱을 보았는가|나는 날마다 일어선다|행복은 성적순이 아니잖아요|달콤한 신부들|춤추는 딸|주리",10000783,강우석,감독,4596547,3,1532182.333,1.199989824,1.565755434,2.099989824,4.565755434
95,스타트렉 비욘드|분노의 질주: 더 맥시멈|분노의 질주: 언리미티드|분노의 질주: 더 오리지널|피니싱 더 게임|패스트 앤 퓨리어스 도쿄 드리프트|아나폴리스|베터 럭 투마로우,10061132,저스틴 린,감독,4569902,3,1523300.667,1.190646617,1.556412228,2.090646617,4.556412228
96,"극한직업|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다",20125862,이병헌,감독,4228103,2,2114051.5,1.070793033,1.436558643,1.970793033,4.436558643
97,007 스펙터|007 스카이폴|어웨이 위 고|레볼루셔너리 로드|자헤드 - 그들만의 전쟁|로드 투 퍼디션|아메리칸 뷰티,10034966,샘 멘데스,감독,4196987,2,2098493.5,1.059882047,1.425647657,1.959882047,4.425647657
98,경성학교: 사라진 소녀들|건축학개론|불신지옥,10056822,이용주,감독,4110645,1,4110645,1.029605778,1.395371389,1.929605778,4.395371389
99,보스 베이비|마다가스카의 펭귄|마다가스카3 : 이번엔 서커스다!|메가마인드|마다가스카 2|마다가스카,10080866,톰 맥그라스,감독,4076727,2,2038363.5,1.017712256,1.383477867,1.917712256,4.383477867
100,"리틀 포레스트|글로리데이|제보자|남쪽으로 튀어|로맨스 조|소와 함께 여행하는 법|날아라 펭귄|우리 생애 최고의 순간|미소|와이키키 브라더스|아름다운 생존: 여성 영화인이 말하는 영화|세 친구|남자니까 아시잖아요?|그녀의 무게|우중산책|고양이 키스|미안해, 고마워|여섯 개의 시선",10058650,임순례,감독,4062446,3,1354148.667,1.01270455,1.37847016,1.91270455,4.37847016
101,데드풀 2|아토믹 블론드|존 윅: 특별판|존 윅,10011719,데이빗 레이치,감독,4054862,3,1351620.667,1.010045181,1.375810792,1.910045181,4.375810792
102,가디언즈 오브 갤럭시 VOL. 2|가디언즈 오브 갤럭시|슬리더|트로미오와 줄리엣,10063965,제임스 건,감독,4046909,2,2023454.5,1.007256421,1.373022031,1.907256421,4.373022031
103,"매드 맥스: 분노의 도로|해피 피트 2|해피 피트|세이버투스의 습격|지하 세계의 인디아나 존스|꼬마돼지 베이브 2|로빈슨크루소 |앙드레 |꼬마 돼지 베이브 |길 벨로우의 사관과 신사|스펌 뱅크|로렌조 오일|사랑과 유죄|매드맥스3|환상특급|매드맥스|영화 폭력, 1부|AISFF2016 호주 단편 특별전: 과거와 현재를 만나다 프로그램 1 + 아시프 랑데부",10067085,조지 밀러,감독,4027861,2,2013930.5,1.000577141,1.366342752,1.900577141,4.366342752
104,꾼|평양성|반가운 살인자|님은 먼 곳에|즐거운 인생|라디오 스타|왕의 남자,20148100,장창원,감독,4018341,1,4018341,0.997238904,1.363004514,1.897238904,4.363004514
105,싱 스트리트|비긴 어게인|원스|온 디 에지,10068279,존 카니,감독,3988042,2,1994021,0.986614403,1.352380014,1.886614403,4.352380014
