rank,mname,director,provider,date,country,n_scrn,guest,genre,rating,grade,actor,director_score,director_grade,actor_score,actor_grade,grene_score,grene_grade,provider1_power,providera_grade,provider2_power,providerb_grade
38,럭키,이계벽,(주)쇼박스,2016-10-13,한국,1158,6965706,코미디,15세이상관람가,8.46,유해진|이준|조윤희|임지연|,7.542282897,e,8.085024532,d,1.119723488,,9.42794,a,9.42794,a
39,은밀하게 위대하게,장철수,(주)쇼박스,2013-06-05,한국,1341,6953800,액션,15세이상관람가,7.11,김수현|박기웅|이현우|손현주|,7.542282897,e,7.220860024,,2.42956255,,9.42794,a,9.42794,a
40,곡성,나홍진,이십세기폭스코리아(주),2016-05-12,한국,1485,6878264,미스터리,15세이상관람가,7.6,곽도원|황정민|쿠니무라 준|천우희|김환희|,8.987948142,e,8.904058521,d,0.943729157,,7.06657,b,7.06657,b
41,범죄도시,강윤성,"메가박스중앙(주)플러스엠,(주)키위미디어그룹",2017-10-03,한국,1315,6851297,범죄,청소년관람불가,9.14,마동석|윤계상|,4.031018854,e,9.006086142,c,1.702619002,,3.99727,c,3.99727,c
42,늑대소년,조성희,씨제이이앤엠(주),2012-10-31,한국,706,6654837,멜로/로맨스,15세이상관람가,8.64,송중기|박보영|,19.94668544,e,6.732971091,,1.367776677,,16.58469,a,16.58469,a
43,군함도,류승완,씨제이이앤엠(주),2017-07-26,한국,2027,6592151,액션,15세이상관람가,5.28,황정민|소지섭|송중기|이정현|김수안|,19.94668544,a,9.896330045,c,3.091504585,e,16.58469,a,16.58469,a
44,다크 나이트 라이즈,크리스토퍼 놀란,워너브러더스 코리아(주),2012-07-19,미국,1210,6396528,액션,15세이상관람가,9.01,크리스찬 베일|조셉 고든 레빗|게리 올드만|앤 해서웨이|톰 하디|마리옹 꼬띠아르|마이클 케인|모건 프리먼|,8.031584609,b,6.607704282,,1.847537118,,7.12231,b,7.12231,b
45,사도,이준익,(주)쇼박스,2015-09-16,한국,1210,6246849,사극,12세이상관람가,8.23,송강호|유아인|문근영|,7.542282897,c,9.604620124,c,3.734501581,a,9.42794,a,9.42794,a
46,미션 임파서블: 로그네이션,크리스토퍼 맥쿼리,롯데쇼핑㈜롯데엔터테인먼트,2015-07-30,미국,1202,6126488,액션,15세이상관람가,8.75,톰 크루즈|제레미 레너|레베카 퍼거슨|사이먼 페그|알렉 볼드윈|,16.50288644,e,7.644286728,,1.816928407,,11.42832,a,11.42832,a
47,킹스맨 : 시크릿 에이전트,매튜 본,이십세기폭스코리아(주),2015-02-11,미국,706,6125154,액션,청소년관람불가,8.82,콜린 퍼스|태런 에저튼|사무엘 L. 잭슨|,8.987948142,c,8.335393297,d,1.992455235,,7.06657,b,7.06657,b
48,연평해전,김학순,(주)넥스트엔터테인먼트월드(NEW),2015-06-24,한국,1013,6043458,드라마,12세이상관람가,8.99,김무열|진구|이현우|,11.44485874,e,7.214399121,,3.619562379,c,9.28721,a,9.28721,a
49,레미제라블,톰 후퍼,유니버설픽쳐스인터내셔널 코리아(유),2012-12-19,미국,696,5911890,드라마,12세이상관람가,8.34,휴 잭맨|앤 해서웨이|러셀 크로우|아만다 사이프리드|헬레나 본햄 카터|사챠 바론 코헨|,12.36267795,e,6.793072014,,3.619562379,c,7.81252,a,7.81252,b
50,청년경찰,김주환,롯데쇼핑㈜롯데엔터테인먼트,2017-08-09,한국,1102,5636259,액션,15세이상관람가,8.36,박서준|강하늘|,16.50288644, ,6.909306028,,2.739466056,f,11.42832,a,11.42832,a
51,숨바꼭질,허정,(주)넥스트엔터테인먼트월드(NEW),2013-08-14,한국,779,5602543,스릴러,15세이상관람가,6.81,손현주|문정희|전미선|,11.44485874,e,6.790458734,,0.871939002,,9.28721,a,9.28721,a
52,덕혜옹주,허진호,롯데쇼핑㈜롯데엔터테인먼트,2016-08-03,한국,964,5593551,사극,12세이상관람가,8.37,손예진|박해일|,16.50288644,e,8.622156617,d,3.6885259,b,11.42832,a,11.42832,a
53,더 테러 라이브,김병우,롯데쇼핑㈜롯데엔터테인먼트,2013-07-31,한국,743,5583596,범죄,15세이상관람가,8.27,하정우|이경영|전혜진|,16.50288644, ,9.767230463,c,0.493851679,,11.42832,a,11.42832,a
54,쥬라기 월드,콜린 트레보로우,유니버설픽쳐스인터내셔널 코리아(유),2015-06-11,미국,1290,5546792,액션,12세이상관람가,7.88,크리스 프랫|브라이스 달라스 하워드|빈센트 도노프리오|타이 심킨스|닉 로빈슨|,12.36267795, ,6.247893175,,1.775890899,,7.81252,a,7.81252,b
55,쥬라기 월드: 폴른 킹덤,후안 안토니오 바요나,유니버설픽쳐스인터내셔널 코리아(유),2018-06-06,미국,1972,5519298,액션,12세이상관람가,8.12,크리스 프랫|브라이스 달라스 하워드|,12.36267795,e,7.905822704,,1.775890899,,7.81252,a,7.81252,b
56,감시자들,"조의석,김병서",(주)넥스트엔터테인먼트월드(NEW),2013-07-03,한국,949,5496547,범죄,15세이상관람가,7.77,설경구|정우성|한효주|,11.44485874, ,8.534706608,d,1.702619002,,9.28721,a,9.28721,a
57,닥터 스트레인지,스콧 데릭슨,월트디즈니컴퍼니코리아(주),2016-10-26,미국,1503,5446379,액션,12세이상관람가,8.71,베네딕트 컴버배치|틸다 스윈튼|치웨텔 에지오포|레이첼 맥아담스|매즈 미켈슨|,2.371793167, ,6.812609653,,1.70034852,,4.33116,c,4.33116,c
58,검은 사제들,장재현,씨제이이앤엠(주),2015-11-05,한국,1088,5440945,미스터리,15세이상관람가,8.31,김윤석|강동원|,19.94668544, ,10.77942802,b,1.397706929,,16.58469,a,16.58469,a
59,블랙 팬서,라이언 쿠글러,월트디즈니컴퍼니코리아 유한책임회사,2018-02-14,미국,1620,5399070,액션,12세이상관람가,7.52,채드윅 보스만|,2.335966655, ,7.398535898,,2.583339095,g,4.16559,c,4.16559,c
60,더 킹,한재림,(주)넥스트엔터테인먼트월드(NEW),2017-01-18,한국,1310,5316325,범죄,15세이상관람가,8.08,조인성|정우성|배성우|김아중|류준열|,11.44485874,b,7.10312307,,2.054657531,,9.28721,a,9.28721,a
61,완득이,이한,씨제이이앤엠(주),2011-10-20,한국,500,5310510,드라마,12세이상관람가,8.77,김윤석|유아인|,19.94668544,e,10.54140062,b,0,,16.58469,a,16.58469,a
62,트랜스포머: 사라진 시대,마이클 베이,씨제이이앤엠(주),2014-06-25,미국,1602,5295801,액션,12세이상관람가,6.59,마크 월버그|니콜라 펠츠|잭 레이너|스탠리 투치|리빙빙|,19.94668544,b,5.776523037,,1.746952736,,16.58469,a,16.58469,a
63,월드 워 Z,마크 포스터,롯데쇼핑㈜롯데엔터테인먼트,2013-06-20,미국,964,5237525,드라마,15세이상관람가,8.2,브래드 피트|미레유 에노스|,16.50288644, ,5.898709934,,2.199100243,,11.42832,a,11.42832,a
64,타워,김지훈,씨제이이앤엠(주),2012-12-25,한국,617,5181014,드라마,12세이상관람가,8.04,설경구|손예진|김상경|,19.94668544,e,7.851478455,,3.619562379,c,16.58469,a,16.58469,a
65,미녀와 야수,빌 콘돈,월트디즈니컴퍼니코리아 유한책임회사,2017-03-16,미국,1627,5137993,멜로/로맨스,전체관람가,8.79,엠마 왓슨|댄 스티븐스|루크 에반스|,2.335966655,d,6.184062309,,0.163292252,,4.16559,c,4.16559,c
67,독전,이해영,(주)넥스트엔터테인먼트월드(NEW),2018-05-22,한국,1357,5043827,범죄,15세이상관람가,7.61,조진웅|류준열|김주혁|김성령|박해준|,11.44485874, ,8.148488661,d,1.702619002,,9.28721,a,9.28721,a
68,인사이드 아웃,피트 닥터,월트디즈니컴퍼니코리아(주),2015-07-09,미국,777,4968687,애니메이션,전체관람가,9.06,에이미 포엘러|필리스 스미스|민디 캘링|빌 헤이더|루이스 블랙|케이틀린 디아스|카일 맥라클란|다이안 레인|,2.371793167, ,5.627111008,,1.32870461,,4.33116,c,4.33116,c
69,킹스맨: 골든 서클,매튜 본,이십세기폭스코리아(주),2017-09-27,미국,1687,4945484,액션,청소년관람불가,8.4,태런 에저튼|줄리안 무어|콜린 퍼스|,8.987948142,c,6.458870237,,1.872098244,,7.06657,b,7.06657,b
70,바람과 함께 사라지다,김주호,(주)넥스트엔터테인먼트월드(NEW),2012-08-08,한국,694,4897551,코미디,12세이상관람가,7.59,차태현|오지호|민효린|성동일|신정근|고창석|,11.44485874, ,7.180851848,,2.165634726,,9.28721,a,9.28721,a
71,마션,리들리 스콧,이십세기폭스코리아(주),2015-10-08,미국,1132,4875494,액션,12세이상관람가,8.41,크리스틴 위그|제시카 차스테인|맷 데이먼|케이트 마라|제프 다니엘스|세바스찬 스탠|,8.987948142,d,5.994440001,,1.775890899,,7.06657,b,7.06657,b
72,토르: 라그나로크,타이카 와이티티,월트디즈니컴퍼니코리아 유한책임회사,2017-10-25,미국,1640,4857152,액션,12세이상관람가,8.83,크리스 헴스워스|톰 히들스턴|케이트 블란쳇|마크 러팔로|,2.335966655, ,9.063091171,c,1.70034852,,4.16559,c,4.16559,c
73,어메이징 스파이더맨,마크 웹,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-06-28,미국,1118,4853123,액션,12세이상관람가,7.75,앤드류 가필드|엠마 스톤|리스 이판|마틴 쉰|샐리 필드|,1.064678122,d,6.080445971,,2.739466056,f,2.36147,e,2.36147,d
74,"님아, 그 강을 건너지 마오",진모영,"CGV아트하우스,(주)대명문화공장",2014-11-27,한국,206,4801355,다큐멘터리,전체관람가,9.23,조병만|강계열|,4.951322077, ,5.524860319,,-0.526953931,,2.77701,c,2.77701,d
76,군도: 민란의 시대,윤종빈,(주)쇼박스,2014-07-23,한국,1394,4774895,사극,15세이상관람가,6.92,하정우|강동원|,7.542282897,d,13.00701044,a,3.336487371,d,9.42794,a,9.42794,a
77,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,(주)쇼박스,2012-02-02,한국,699,4710454,범죄,청소년관람불가,8.6,최민식|하정우|,7.542282897,d,13.16708496,a,2.054657531,,9.42794,a,9.42794,a
78,주토피아,"바이론 하워드,리치 무어",월트디즈니컴퍼니코리아(주),2016-02-17,미국,661,4703245,애니메이션,전체관람가,9.35,지니퍼 굿윈|제이슨 베이트먼|샤키라|알란 터딕|이드리스 엘바|J.K. 시몬스|,2.371793167, ,5.698401152,,1.741466175,,4.33116,c,4.33116,c
79,엣지 오브 투모로우,더그 라이만,워너브러더스 코리아(주),2014-06-04,미국,801,4697142,액션,12세이상관람가,8.93,톰 크루즈|에밀리 블런트|빌 팩스톤|,8.031584609, ,6.738780453,,1.89915434,,7.12231,b,7.12231,b
80,신세계,박훈정,(주)넥스트엔터테인먼트월드(NEW),2013-02-21,한국,671,4682492,범죄,청소년관람불가,8.89,이정재|최민식|황정민|,11.44485874,e,12.98079846,a,1.702619002,,9.28721,a,9.28721,a
81,신비한 동물사전,데이빗 예이츠,워너브러더스 코리아(주),2016-11-16,미국,1431,4666993,어드벤처,12세이상관람가,8.21,에디 레드메인|캐서린 워터스턴|콜린 파렐|앨리슨 수돌|,8.031584609,d,5.633284779,,0.339376736,,7.12231,b,7.12231,b
82,도가니,황동혁,씨제이이앤엠(주),2011-09-22,한국,644,4662822,드라마,청소년관람불가,9.26,공유|정유미|,19.94668544,b,8.305168336,d,0,,16.58469,a,16.58469,a
83,내 아내의 모든 것,민규동,(주)넥스트엔터테인먼트월드(NEW),2012-05-17,한국,563,4598583,코미디,15세이상관람가,8.55,임수정|이선균|류승룡|,11.44485874,e,9.206294602,c,0.855604485,,9.28721,a,9.28721,a
84,판도라,박정우,(주)넥스트엔터테인먼트월드(NEW),2016-12-07,한국,1166,4571142,드라마,12세이상관람가,8.33,김남길|김주현|정진영|김영애|문정희|김대명|,11.44485874,d,7.085188707,,2.520513028,g,9.28721,a,9.28721,a
85,연가시,박정우,씨제이이앤엠(주),2012-07-05,한국,759,4513026,공포(호러),15세이상관람가,7.22,김명민|문정희|김동완|이하늬|,19.94668544,d,6.667714503,,0.149787728,,16.58469,a,16.58469,a
86,강철비,양우석,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,한국,1426,4451351,액션,15세이상관람가,8.36,정우성|곽도원|,11.44485874,b,9.100209646,c,3.091504585,e,9.28721,a,9.28721,a
87,해리포터와 죽음의 성물2,데이빗 예이츠,워너브러더스 코리아(주),2011-07-13,미국,757,4400298,판타지,전체관람가,9.31,"다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트",8.031584609,d,6.053763035,,0,,7.12231,b,7.12231,b
88,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,이십세기폭스코리아(주),2014-05-22,미국,1056,4313871,액션,12세이상관람가,8.87,제니퍼 로렌스|휴 잭맨|제임스 맥어보이|마이클 패스벤더|,8.987948142,e,7.057639043,,1.575762842,,7.06657,b,7.06657,b
89,아가씨,박찬욱,씨제이이앤엠(주),2016-06-01,한국,1171,4277071,스릴러,청소년관람불가,7.09,김민희|김태리|하정우|조진웅|,19.94668544, ,10.48247776,b,1.970988353,,16.58469,a,16.58469,a
90,어메이징 스파이더맨 2,마크 웹,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,미국,1312,4168350,액션,12세이상관람가,7.76,엠마 스톤|앤드류 가필드|,3.693503506,d,6.615017411,,1.748069582,,3.6996,c,3.6996,c
91,용의자,원신연,(주)쇼박스,2013-12-24,한국,807,4131248,액션,15세이상관람가,8.35,공유|박희순|조성하|유다인|김성균|조재윤|,7.542282897,e,6.944151328,,1.992455235,,9.42794,a,9.42794,a
92,건축학개론,이용주,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,한국,593,4110645,멜로/로맨스,12세이상관람가,8.65,엄태웅|한가인|이제훈|수지|,16.50288644, ,6.180367181,,1.723480539,,11.42832,a,11.42832,a
93,댄싱퀸,이석훈,씨제이이앤엠(주),2012-01-18,한국,534,4057546,코미디,12세이상관람가,8.88,황정민|엄정화|,19.94668544,a,11.29311595,b,2.119659045,,16.58469,a,16.58469,a
94,꾼,장창원,(주)쇼박스,2017-11-22,한국,1314,4018341,범죄,15세이상관람가,7.65,현빈|유지태|배성우|박성웅|나나|안세하|,7.542282897, ,6.102141973,,1.011387633,,9.42794,a,9.42794,a
95,혹성탈출: 반격의 서막,맷 리브스,이십세기폭스코리아(주),2014-07-10,미국,922,4002134,액션,12세이상관람가,8.53,앤디 서키스|게리 올드만|제이슨 클락|주디 그리어|케리 러셀|,8.987948142,e,5.611756158,,2.583339095,g,7.06657,b,7.06657,b
96,타짜-신의 손,강형철,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,한국,890,4001813,드라마,청소년관람불가,7.27,T.O.P|신세경|곽도원|이하늬|,16.50288644,d,7.394951122,,3.619562379,c,6.13873,c,11.42832,a
97,쿵푸팬더3,"여인영,알레산드로 칼로니",씨제이이앤엠(주),2016-01-28,미국,1365,3984812,애니메이션,전체관람가,8.63,잭 블랙|안젤리나 졸리|성룡|세스 로건|루시 리우|데이빗 크로스|제임스 홍|케이트 허드슨|브라이언 크랜스톤|더스틴 호프만|J.K. 시몬스|,19.94668544, ,5.448535273,,1.741466175,,16.58469,a,16.58469,a
98,캡틴 아메리카: 윈터 솔져,"조 루소,안소니 루소",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,미국,1106,3963220,액션,15세이상관람가,8.92,스칼렛 요한슨|크리스 에반스|사무엘 L. 잭슨|,3.693503506,a,11.72788974,b,1.775890899,,3.6996,c,3.6996,c
0,박수건달,조진규,(주)쇼박스,2013-01-09,한국,599,3893216,코미디,15세이상관람가,8.09,박신양|김정태|엄지원|정혜영|,7.542282897, ,6.518600012,,1.119723488,,9.42794,a,9.42794,a
100,조선명탐정 : 사라진 놉의 딸,김석윤,(주)쇼박스,2015-02-11,한국,811,3872015,사극,12세이상관람가,7.67,김명민|오달수|이연희|,7.542282897,e,10.767102,b,2.388781516,,9.42794,a,9.42794,a
101,역린,이재규,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,한국,1054,3849433,사극,15세이상관람가,7.06,현빈|정재영|조정석|조재현|한지민|,16.50288644, ,6.658352961,,3.734501581,a,11.42832,a,11.42832,a
102,매드 맥스: 분노의 도로,조지 밀러,워너브러더스 코리아(주),2015-05-14,미국,799,3842441,액션,15세이상관람가,8.76,톰 하디|샤를리즈 테론|니콜라스 홀트|,8.031584609, ,6.630242955,,1.822541346,,7.12231,b,7.12231,b
103,남한산성,황동혁,씨제이이앤엠(주),2017-10-03,한국,1229,3829891,사극,15세이상관람가,8.03,이병헌|김윤석|박해일|고수|박희순|,19.94668544,b,9.302459796,c,3.6885259,b,16.58469,a,16.58469,a
104,데드풀 2,데이빗 레이치,이십세기폭스코리아(주),2018-05-16,미국,1576,3783375,액션,청소년관람불가,8.74,라이언 레이놀즈|모레나 바카린|조슈 브롤린|재지 비츠|,8.987948142, ,6.171552987,,1.872098244,,7.06657,b,7.06657,b
105,미이라,알렉스 커츠먼,유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,미국,1257,3689325,액션,15세이상관람가,7.24,톰 크루즈|소피아 부텔라|애나벨 월리스|,12.36267795, ,6.6226999,,1.70034852,,7.81252,a,7.81252,b
106,분노의 질주: 더 익스트림,F. 게리 그레이,유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,미국,1469,3653238,액션,15세이상관람가,8.97,빈 디젤|드웨인 존슨|샤를리즈 테론|제이슨 스타뎀|,12.36267795, ,7.304253018,,1.847537118,,7.81252,a,7.81252,b
107,너의 이름은.,신카이 마코토,메가박스중앙(주)플러스엠,2017-01-04,일본,947,3637122,애니메이션,12세이상관람가,8.75,카미키 류노스케|카미시라이시 모네|,4.031018854, ,5.425006921,,1.911766589,,2.95141,c,2.95141,d
108,인턴,낸시 마이어스,워너브러더스 코리아(주),2015-09-24,미국,496,3610642,코미디,12세이상관람가,8.97,로버트 드 니로|앤 해서웨이|,8.031584609, ,9.364386116,c,1.119723488,,7.12231,b,7.12231,b
109,귀향,조정래,(주)와우픽쳐스,2016-02-24,한국,876,3586523,드라마,15세이상관람가,9.17,강하나|최리|손숙|황화순|정무지|서미지|류신|임성철|오지혜|정인기|김민수|이승현|,0, ,5.406244882,,3.619562379,c,0.74469,e,Na,Na
110,리얼 스틸,숀 레비,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,미국,603,3579666,액션,12세이상관람가,9.06,휴 잭맨|에반젤린 릴리|다코타 고요|,1.064678122, ,6.803775849,,0,,2.36147,e,2.36147,d
111,라라랜드,다미엔 차젤레,판씨네마(주),2016-12-07,미국,727,3572327,드라마,12세이상관람가,8.59,엠마 스톤|라이언 고슬링|,4.125059528, ,6.227480722,,1.684596587,,2.13094,c,2.13094,d
112,신의 한 수,조범구,(주)쇼박스,2014-07-03,한국,794,3562123,범죄,청소년관람불가,8.04,정우성|이범수|안성기|김인권|이시영|,7.542282897,e,6.767322172,,1.702619002,,9.42794,a,9.42794,a
113,코코,리 언크리치,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,미국,1177,3510040,애니메이션,전체관람가,9.23,벤자민 브랫|가엘 가르시아 베르날|안소니 곤잘레스 |,2.335966655, ,5.321546598,,1.468025358,,4.16559,c,4.16559,c
114,부러진 화살,정지영,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,한국,453,3450941,드라마,15세이상관람가,8.92,안성기|박원상|나영희|김지호|,11.44485874, ,6.116373674,,3.619562379,c,9.28721,a,9.28721,a
115,끝까지 간다,김성훈,(주)쇼박스,2014-05-29,한국,645,3450143,액션,15세이상관람가,9,이선균|조진웅|,7.542282897,d,9.722570179,c,1.833592255,,9.42794,a,9.42794,a
116,비긴 어게인,존 카니,판씨네마(주),2014-08-13,미국,213,3427464,멜로/로맨스,15세이상관람가,9.02,키이라 나이틀리|마크 러팔로|헤일리 스테인펠드|애덤 리바인|,4.125059528, ,6.748888427,,0.459425979,,2.13094,c,2.13094,d
117,스파이,이승준,씨제이이앤엠(주),2013-09-05,한국,785,3423920,액션,15세이상관람가,6.97,설경구|문소리|다니엘 헤니|,19.94668544, ,6.471484301,,2.739466056,f,16.58469,a,16.58469,a
118,그것만이 내 세상,최성현,씨제이이앤엠(주),2018-01-17,한국,862,3417677,코미디,12세이상관람가,8.92,이병헌|윤여정|박정민|,19.94668544, ,7.66035303,,2.119659045,,16.58469,a,16.58469,a
119,맨 인 블랙 3,배리 소넨필드,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,미국,770,3379762,액션,12세이상관람가,8.16,윌 스미스|토미 리 존스|조슈 브롤린|,1.064678122, ,6.472120479,,1.833387428,,2.36147,e,2.36147,d
120,어바웃 타임,리차드 커티스,유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,영국,568,3375735,멜로/로맨스,15세이상관람가,9.15,도널 글리슨|레이첼 맥아담스|,12.36267795, ,6.212959261,,0.723544983,,7.81252,a,7.81252,b
121,슈퍼배드 3,"피에르 꼬팽,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,미국,1057,3324861,애니메이션,전체관람가,8.69,스티브 카렐|트레이 파커|크리스틴 위그|,12.36267795,e,5.916143262,,1.468025358,,7.81252,a,7.81252,b
122,데드풀,팀 밀러,이십세기폭스코리아(주),2016-02-17,미국,1036,3317196,액션,청소년관람불가,8.21,라이언 레이놀즈|,8.987948142, ,0,,1.89915434,,7.06657,b,7.06657,b
123,아이 캔 스피크,김현석,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,한국,1140,3280243,코미디,12세이상관람가,9.35,나문희|이제훈|,9.888913456,e,7.05907493,,1.119723488,,6.54367,b,6.54367,c
124,스타워즈: 깨어난 포스,J.J. 에이브럼스,월트디즈니컴퍼니코리아(주),2015-12-17,미국,940,3273879,액션,12세이상관람가,7.76,해리슨 포드|마크 해밀|캐리 피셔|도널 글리슨|그웬돌린 크리스티|사이먼 페그|오스카 아이삭|막스 폰 시도우|존 보예가|데이지 리들리|아담 드라이버|,2.371793167, ,5.593359891,,1.70034852,,4.33116,c,4.33116,c
125,분노의 질주: 더 세븐,제임스 완,유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,미국,983,3247558,액션,15세이상관람가,9.11,빈 디젤|폴 워커|드웨인 존슨|제이슨 스타뎀|미셸 로드리게즈|,12.36267795,e,6.754887317,,1.847537118,,7.81252,a,7.81252,b
126,터미네이터 제니시스,앨런 테일러,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,미국,1113,3239371,액션,15세이상관람가,7.71,아놀드 슈왈제네거|에밀리아 클라크|제이 코트니|제이슨 클락|J.K. 시몬스|,16.50288644,e,5.784298492,,1.775890899,,11.42832,a,11.42832,a
127,그래비티,알폰소 쿠아론,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2013-10-17,미국,636,3227452,SF,12세이상관람가,8.27,산드라 블록|조지 클루니|,4.015792305, ,5.623783662,,1.831037011,,7.12231,b,4.4224,c
128,캐리비안의 해적: 낯선 조류,롭 마샬,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05-19,미국,960,3130046,액션,12세이상관람가,8.1,조니 뎁|제프리 러쉬|페넬로페 크루즈|,1.064678122, ,5.68820094,,0,,2.36147,e,2.36147,d
129,퀵,조범구,씨제이이앤엠(주),2011-07-20,한국,512,3125069,코미디,15세이상관람가,7.87,이민기|강예원|김인권|고창석|,19.94668544,e,6.439609153,,0,,16.58469,a,16.58469,a
130,감기,김성수,아이러브시네마,2013-08-14,한국,806,3119023,드라마,15세이상관람가,7.06,장혁|수애|박민하|,0, ,5.474045325,,2.636094919,g,Na,Na,2.1301,d
131,나우 유 씨 미 2,존 추,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,미국,1200,3100113,범죄,12세이상관람가,8.32,제시 아이젠버그|마크 러팔로|우디 해럴슨|데이브 프랭코|리지 캐플란|,16.50288644, ,7.119540372,,1.702619002,,11.42832,a,11.42832,a
132,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",월트디즈니컴퍼니코리아 유한책임회사,2017-05-24,미국,1357,3049894,액션,12세이상관람가,8.29,조니 뎁|하비에르 바르뎀|카야 스코델라리오|브렌튼 스웨이츠|제프리 러쉬|,2.335966655, ,5.851775603,,1.70034852,,4.16559,c,4.16559,c
133,스물,이병헌,(주)넥스트엔터테인먼트월드(NEW),2015-03-25,한국,926,3044134,코미디,15세이상관람가,7.65,김우빈|준호|강하늘|,11.44485874, ,7.373581956,,2.119659045,,9.28721,a,9.28721,a
134,토르: 다크 월드,앨런 테일러,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,미국,733,3039889,액션,12세이상관람가,8.38,크리스 헴스워스|나탈리 포트만|톰 히들스턴|안소니 홉킨스|크리스토퍼 에클리스턴|이드리스 엘바|,3.693503506,e,8.117079472,d,1.70034852,,3.6996,c,3.6996,c
135,레드: 더 레전드,딘 패리소트,롯데쇼핑㈜롯데엔터테인먼트,2013-07-18,미국,739,3004647,액션,15세이상관람가,8,이병헌|브루스 윌리스|존 말코비치|캐서린 제타 존스|헬렌 미렌|메리 루이스 파커|안소니 홉킨스|,16.50288644, ,7.287488099,,1.907927601,,11.42832,a,11.42832,a
136,오싹한 연애,황인호,씨제이이앤엠(주),2011-12-01,한국,469,3001530,공포(호러),12세이상관람가,8.54,손예진|이민기|,19.94668544, ,7.664495468,,0,,16.58469,a,16.58469,a
137,드래곤 길들이기 2,딘 데블로이스,씨제이이앤엠(주),2014-07-23,미국,829,3000056,애니메이션,전체관람가,8.93,제이 바루첼|제라드 버틀러|아메리카 페레라|,19.94668544, ,5.394309669,,1.741466175,,16.58469,a,16.58469,a
138,형,권수경,씨제이이앤엠(주),2016-11-23,한국,993,2982022,코미디,12세이상관람가,8.34,조정석|디오|박신혜|,19.94668544, ,7.88496084,,2.119659045,,16.58469,a,16.58469,a
139,친구 2,곽경택,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,한국,968,2971475,액션,청소년관람불가,6.23,유오성|주진모|김우빈|,16.50288644,e,6.003507238,,2.739466056,f,11.42832,a,11.42832,a
140,26년,조근현,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,한국,604,2963449,액션,15세이상관람가,6.37,진구|한혜진|임슬옹|,2.334285822, ,5.798698471,,3.091504585,e,1.16954,d,2.00768,d
141,고지전,장훈,(주)쇼박스,2011-07-20,한국,585,2945137,드라마,15세이상관람가,8.64,신하균|고수|이제훈|류승수|고창석|이다윗|류승룡|김옥빈|조진웅|정인기|박영서|,7.542282897,b,7.529797217,,0,,9.42794,a,9.42794,a
142,엑스맨: 아포칼립스,브라이언 싱어,이십세기폭스코리아(주),2016-05-25,미국,1262,2938818,액션,12세이상관람가,8.2,제임스 맥어보이|마이클 패스벤더|제니퍼 로렌스|오스카 아이삭|니콜라스 홀트|,8.987948142,e,6.471472699,,1.70034852,,7.06657,b,7.06657,b
143,프리즌,나현,(주)쇼박스,2017-03-23,한국,1047,2931897,범죄,청소년관람불가,7.59,한석규|김래원|강신일|,7.542282897, ,5.828532966,,1.702619002,,9.42794,a,9.42794,a
144,극비수사,곽경택,(주)쇼박스,2015-06-18,한국,894,2860786,드라마,15세이상관람가,8.09,김윤석|유해진|,7.542282897,e,12.71493046,a,2.57629248,g,9.42794,a,9.42794,a
145,표적,창,씨제이이앤엠(주),2014-04-30,한국,665,2841788,액션,15세이상관람가,7.5,류승룡|유준상|이진욱|김성령|조여정|조은지|,19.94668544, ,7.564481411,,3.091504585,e,16.58469,a,16.58469,a
